Unnamed: 0,replicate,sample_size,Ne,length,recombination_rate,mutation_rate,error_param,edges,n_trees,n_sites,seed,fastARG_completed,tsinfer_completed,tsinfer_memory,tsinfer_max_polytomy,tsinfer_mean_polytomy,tsinfer_ts_filesize,tsinfer_cputime,tsinfer_var_polytomy,tsinfer_edges,fastARG_memory,fastARG_cputime,fastARG_edges,fastARG_ts_filesize
529,13,9478,5000,5000000,1e-08,1e-08,0,53185,9033,9737,2040386470,False,True,190070784.0,1003.0,5.6208283671036945,2143124.0,376.40999999999997,165.65584150689494,37727.0,,,,
530,13,10000,5000,500000,1e-08,1e-08,0,23478,930,1048,659968329,True,False,,,,,,,,2991276032.0,922.6899999999999,24043.0,1322596.0
531,13,10000,5000,1000000,1e-08,1e-08,0,27049,1861,2103,1370488568,True,False,,,,,,,,3174707200.0,1786.8,28897.0,1553292.0
532,13,10000,5000,1500000,1e-08,1e-08,0,30038,2651,2710,1666076732,True,True,118648832.0,301.0,8.398841354723707,1171516.0,65.77999999999999,154.32354589461778,18847.0,1864257536.0,1877.7900000000002,32668.0,1722428.0
533,13,10000,5000,2000000,1e-08,1e-08,0,34206,3795,4053,1748932993,True,False,,,,,,,,1907904512.0,2798.42,38406.0,1997684.0
534,13,10000,5000,2500000,1e-08,1e-08,0,36994,4494,4867,1541104055,True,True,138055680.0,472.0,6.464285714285714,1447620.0,140.3,99.335420236797,23711.0,3294994432.0,3426.23,41867.0,2163900.0
535,13,10000,5000,3000000,1e-08,1e-08,0,40888,5578,5752,1710661100,True,True,139927552.0,605.0,6.371121718377088,1591028.0,194.06,119.35558609258318,26695.0,3413422080.0,4338.4800000000005,46737.0,2386820.0
536,13,10000,5000,3500000,1e-08,1e-08,0,43397,6240,7039,1831837652,True,True,159940608.0,653.0,5.94010152284264,1742076.0,246.67999999999998,113.19823958360173,29255.0,3473293312.0,5224.139999999999,50976.0,2602380.0
537,13,10000,5000,4000000,1e-08,1e-08,0,47005,7177,7510,1328760619,True,False,,,,,,,,3507277824.0,5331.849999999999,55271.0,2786108.0
538,13,10000,5000,4500000,1e-08,1e-08,0,51107,8214,9092,1070704907,True,False,,,,,,,,3618066432.0,6306.0199999999995,61337.0,3084852.0
539,13,10000,5000,5000000,1e-08,1e-08,0,53514,8897,9470,747934880,False,True,197341184.0,1011.0,5.768959164875652,2143820.0,357.46,176.8896658801255,37579.0,,,,
540,13,10000,5000,5500000,1e-08,1e-08,0,58044,10077,10666,2042907011,False,True,217358336.0,1139.0,5.641691596410117,2336948.0,441.44,192.95850657554266,41489.0,,,,
541,13,10000,5000,6000000,1e-08,1e-08,0,61448,11007,11674,964811053,False,False,,,,,,,,,,,
542,13,10000,5000,6500000,1e-08,1e-08,0,65769,12156,13008,564306732,True,False,,,,,,,,3795300352.0,9110.05,80170.0,3967204.0
543,13,10000,5000,7000000,1e-08,1e-08,0,67674,12643,13492,1877819264,False,False,,,,,,,,,,,
544,13,10000,5000,7500000,1e-08,1e-08,0,72126,13814,14529,1348293598,True,False,,,,,,,,3857842176.0,9065.33,88396.0,4343716.0
545,13,10000,5000,8000000,1e-08,1e-08,0,72769,14026,15411,1202762834,False,True,296644608.0,1600.0,5.387694145758662,2995284.0,753.32,267.3289843684206,54114.0,,,,
546,13,10000,5000,8500000,1e-08,1e-08,0,80048,15908,16773,840645089,True,False,,,,,,,,4052160512.0,10722.050000000001,100557.0,4903412.0
547,13,10000,5000,9000000,1e-08,1e-08,0,83181,16724,18166,20725904,True,False,,,,,,,,4109950976.0,11435.9,105477.0,5148460.0
548,13,10000,5000,9500000,1e-08,1e-08,0,85596,17409,18441,1541695230,False,True,349200384.0,1870.0,5.38160632542655,3501276.0,936.7099999999999,302.2218339573799,64660.0,,,,
549,13,10000,5000,10000000,1e-08,1e-08,0,89764,18484,19998,1776850207,True,True,364273664.0,1994.0,5.345951464698029,3689900.0,1173.59,323.5745765960893,68070.0,3615195136.0,13171.98,115041.0,5592140.0
550,13,10531,5000,5000000,1e-08,1e-08,0,56286,9346,9713,441935013,True,True,202182656.0,973.0,5.73968023255814,2244700.0,410.11,157.00040222333013,39489.0,3272003584.0,7023.47,67377.0,3360836.0
551,13,11583,5000,5000000,1e-08,1e-08,0,57564,9109,9880,355968510,True,True,213807104.0,969.0,5.794113403549272,2316100.0,444.87,158.08125809073215,40159.0,5560975360.0,9146.050000000001,69216.0,3474628.0
552,13,12635,5000,5000000,1e-08,1e-08,0,61169,9551,10398,1037300415,False,False,,,,,,,,,,,
553,13,13687,5000,5000000,1e-08,1e-08,0,62554,9343,10099,1869353692,True,True,247001088.0,943.0,5.996794425087108,2506660.0,527.42,148.98549495077026,43027.0,6764937216.0,14583.269999999999,73914.0,3736876.0
554,13,14739,5000,5000000,1e-08,1e-08,0,66601,9841,10549,1311658373,True,True,274038784.0,1001.0,5.992335139421171,2650276.0,656.3800000000001,157.2725724115352,45344.0,6018301952.0,15391.86,79402.0,4003924.0
555,13,15791,5000,5000000,1e-08,1e-08,0,67411,9495,10331,97914980,False,False,,,,,,,,,,,
556,13,16843,5000,5000000,1e-08,1e-08,0,70563,9791,10496,1334814507,False,False,,,,,,,,,,,
557,13,17895,5000,5000000,1e-08,1e-08,0,72376,9686,10291,91806675,True,False,,,,,,,,11971162112.0,24525.67,85397.0,4335836.0
558,13,18947,5000,5000000,1e-08,1e-08,0,73759,9486,10341,449489292,False,True,286679040.0,930.0,6.541160949868074,2946212.0,758.3900000000001,154.5108387577363,49582.0,,,,
559,13,20000,5000,5000000,1e-08,1e-08,0,76909,9769,10480,1458795166,True,True,334761984.0,958.0,6.617190506735087,3063028.0,763.89,160.94954412727355,51581.0,13520535552.0,32019.16,89743.0,4584372.0
560,14,10,5000,5000000,1e-08,1e-08,0,6905,2214,2704,1556723585,True,False,,,,,,,,2179072.0,0.12,2054.0,193252.0
561,14,1062,5000,5000000,1e-08,1e-08,0,27805,6962,7657,1380065016,True,False,,,,,,,,82518016.0,44.78,30640.0,1530916.0
562,14,2114,5000,5000000,1e-08,1e-08,0,31791,7398,8178,1766496467,False,True,119279616.0,957.0,5.15335463258786,1304780.0,92.64,203.51854838435287,24195.0,,,,
563,14,3166,5000,5000000,1e-08,1e-08,0,37003,8152,8605,1179451586,True,True,126476288.0,966.0,5.210576015108593,1486956.0,125.52,185.39758408747008,27590.0,496103424.0,422.54,44720.0,2184772.0
564,14,4218,5000,5000000,1e-08,1e-08,0,40231,8500,9119,363989115,False,True,140132352.0,950.0,5.236395759717315,1623876.0,167.23999999999998,170.68475308719053,29638.0,,,,
565,14,5270,5000,5000000,1e-08,1e-08,0,41112,8151,8955,756136216,False,False,,,,,,,,,,,
566,14,6322,5000,5000000,1e-08,1e-08,0,45551,8791,9522,1622134664,True,True,159195136.0,993.0,5.37298354244745,1842380.0,237.49,173.13202552897798,32974.0,1688793088.0,2328.24,55726.0,2757132.0
567,14,7374,5000,5000000,1e-08,1e-08,0,48188,8898,9566,1811112337,True,True,169005056.0,993.0,5.524533080088636,1952308.0,284.25,171.95531772278986,34904.0,2006892544.0,3156.47,58086.0,2885676.0
568,14,8426,5000,5000000,1e-08,1e-08,0,49695,8764,9463,200012282,True,True,179531776.0,882.0,5.591132224861441,2003124.0,338.81,138.58405437919114,35308.0,2137894912.0,4714.49,60775.0,3022188.0
569,14,9478,5000,5000000,1e-08,1e-08,0,53580,9148,9605,71601483,False,True,190857216.0,967.0,5.698325722983257,2125164.0,368.4,159.55861211308263,37438.0,,,,
570,14,10000,5000,500000,1e-08,1e-08,0,23441,916,1023,2020559953,False,True,93880320.0,237.0,14.782654127481713,922748.0,20.919999999999998,773.9778391416052,14147.0,,,,
571,14,10000,5000,1000000,1e-08,1e-08,0,27330,1947,2070,1399318172,True,True,108969984.0,223.0,9.360344827586207,1051900.0,48.03,196.17187574316296,16287.0,3244154880.0,1666.11,28920.0,1551868.0
572,14,10000,5000,1500000,1e-08,1e-08,0,30321,2759,3168,2028110967,True,True,122978304.0,312.0,7.865257048092869,1197828.0,88.0,148.53698529876874,18971.0,3271696384.0,2078.89,32997.0,1753204.0
573,14,10000,5000,2000000,1e-08,1e-08,0,34071,3717,3967,193817683,True,False,,,,,,,,1919967232.0,2314.96,37733.0,1968476.0
574,14,10000,5000,2500000,1e-08,1e-08,0,36397,4379,4699,224831299,True,False,,,,,,,,1873817600.0,3076.12,40858.0,2118668.0
575,14,10000,5000,3000000,1e-08,1e-08,0,39497,5149,5697,618014774,True,True,146124800.0,557.0,6.284112595419847,1577628.0,186.96,108.37323995678793,26343.0,3415818240.0,4159.07,46412.0,2372676.0
576,14,10000,5000,3500000,1e-08,1e-08,0,43166,6204,6675,1158222448,True,True,154996736.0,668.0,6.082128640268175,1716660.0,218.41,118.37456643054995,29030.0,2138529792.0,4439.19,51006.0,2588588.0
577,14,10000,5000,4000000,1e-08,1e-08,0,48057,7456,8072,1858481633,False,True,174841856.0,775.0,5.8490133897110645,1927620.0,288.96,126.57568789199829,33199.0,,,,
578,14,10000,5000,4500000,1e-08,1e-08,0,50221,8037,8601,2052940650,True,True,178020352.0,821.0,5.7811922753988245,1994796.0,296.65000000000003,131.51165298653984,34427.0,3603664896.0,6147.04,60130.0,3017316.0
579,14,10000,5000,5000000,1e-08,1e-08,0,53587,8920,9483,479065203,True,True,196055040.0,978.0,5.8179978203331775,2135444.0,374.96,168.6308951349789,37369.0,3627302912.0,5134.12,64845.0,3235164.0
580,14,10000,5000,5500000,1e-08,1e-08,0,56933,9818,10722,228123957,False,False,,,,,,,,,,,
581,14,10000,5000,6000000,1e-08,1e-08,0,61094,10872,11566,1146234362,False,True,214822912.0,1183.0,5.60783055198973,2453676.0,480.82,194.9187320072309,43685.0,,,,
582,14,10000,5000,6500000,1e-08,1e-08,0,64509,11799,12660,938352546,True,True,235585536.0,1227.0,5.4869269550943836,2614780.0,573.48,189.96609125987723,46798.0,3775287296.0,8018.110000000001,79344.0,3921476.0
583,14,10000,5000,7000000,1e-08,1e-08,0,68173,12773,13484,382262293,True,True,251969536.0,1333.0,5.518865818263005,2742508.0,600.37,212.77141233274315,49438.0,3811676160.0,8299.5,82886.0,4090724.0
584,14,10000,5000,7500000,1e-08,1e-08,0,71262,13532,14336,1346104174,True,True,259592192.0,1514.0,5.448612698742596,2888356.0,641.16,250.65014433955406,52432.0,3793756160.0,10095.449999999999,88656.0,4348100.0
585,14,10000,5000,8000000,1e-08,1e-08,0,74275,14390,15886,1150094368,False,True,284340224.0,1526.0,5.357191022059532,3070364.0,789.61,236.22151388981825,55613.0,,,,
586,14,10000,5000,8500000,1e-08,1e-08,0,79176,15667,16702,1819125814,True,True,295952384.0,1657.0,5.416666666666667,3222012.0,928.17,264.1355583118951,58955.0,4049580032.0,9348.02,98316.0,4815068.0
587,14,10000,5000,9000000,1e-08,1e-08,0,83647,16852,17730,1620562136,False,True,316645376.0,1772.0,5.381718118496861,3397140.0,951.71,282.108225408203,62584.0,,,,
588,14,10000,5000,9500000,1e-08,1e-08,0,85346,17334,18718,1555413837,True,True,340451328.0,1866.0,5.339304968068342,3504268.0,991.74,299.870025991178,64376.0,4048080896.0,11262.96,106943.0,5226620.0
589,14,10000,5000,10000000,1e-08,1e-08,0,89173,18301,19409,1873374712,False,True,356294656.0,1842.0,5.386780315213895,3624652.0,1154.24,284.5667084821342,66990.0,,,,
590,14,10531,5000,5000000,1e-08,1e-08,0,55792,9235,9938,1996647853,True,True,203894784.0,926.0,5.631732168850073,2227876.0,405.18,144.77442247266245,38690.0,3666104320.0,7773.45,66495.0,3335212.0
591,14,11583,5000,5000000,1e-08,1e-08,0,59015,9518,10535,215915796,True,True,236101632.0,1026.0,5.769603097773476,2399436.0,490.08,166.09738055053108,41720.0,3913494528.0,9771.89,70712.0,3559116.0
592,14,12635,5000,5000000,1e-08,1e-08,0,60338,9313,10075,1512486204,True,True,236208128.0,991.0,5.887981987053195,2423972.0,487.47,161.13605877592096,41840.0,6014038016.0,10088.4,72550.0,3648828.0
593,14,13687,5000,5000000,1e-08,1e-08,0,63054,9392,10175,1103257995,True,True,231354368.0,922.0,6.053814147018031,2530396.0,519.99,144.47394176296214,43648.0,6741762048.0,13837.27,75799.0,3813836.0
594,14,14739,5000,5000000,1e-08,1e-08,0,65614,9544,10174,368731050,True,True,271605760.0,951.0,6.1251535416951,2614652.0,584.38,152.10403087242602,44879.0,7380164608.0,18450.09,77711.0,3925004.0
595,14,15791,5000,5000000,1e-08,1e-08,0,67659,9527,10048,326154978,True,False,,,,,,,,8050716672.0,17960.75,81040.0,4084020.0
596,14,16843,5000,5000000,1e-08,1e-08,0,69691,9478,10248,661447162,False,False,,,,,,,,,,,
597,14,17895,5000,5000000,1e-08,1e-08,0,72525,9739,10484,889015274,False,True,311123968.0,1046.0,6.3580898442528,2908428.0,705.78,173.81513631783866,49396.0,,,,
598,14,18947,5000,5000000,1e-08,1e-08,0,73541,9402,10206,1137420500,False,True,298602496.0,900.0,6.4935616620204435,2918364.0,717.66,146.72997978768194,48916.0,,,,
599,14,20000,5000,5000000,1e-08,1e-08,0,76956,9762,10463,1390299245,True,False,,,,,,,,12774129664.0,31586.260000000002,90238.0,4602508.0
600,15,10,5000,5000000,1e-08,1e-08,0,6936,2219,2812,1940182438,True,True,63328256.0,360.0,4.333843797856049,225268.0,1.75,205.5087627137326,2830.0,2121728.0,0.13,2223.0,203572.0
601,15,1062,5000,5000000,1e-08,1e-08,0,27551,6883,7386,593683964,True,True,98234368.0,834.0,5.147095800854916,1094572.0,42.66,183.18806863376912,20470.0,80875520.0,44.5,30096.0,1498364.0
602,15,2114,5000,5000000,1e-08,1e-08,0,32584,7622,8305,1761177639,False,True,119631872.0,962.0,5.148348223561189,1331380.0,87.5,201.05673787001393,24779.0,,,,
603,15,3166,5000,5000000,1e-08,1e-08,0,36004,7988,8617,1561870836,True,True,125087744.0,976.0,5.201287302516091,1453892.0,130.22,195.6673047598602,26667.0,494731264.0,544.38,42286.0,2092004.0
604,15,4218,5000,5000000,1e-08,1e-08,0,40096,8466,8920,1900884174,True,True,136491008.0,993.0,5.255250978996084,1611260.0,177.05,186.02705056890704,29524.0,845070336.0,862.03,47618.0,2346436.0
605,15,5270,5000,5000000,1e-08,1e-08,0,41998,8371,9047,515010914,True,True,150990848.0,987.0,5.342255223622863,1707812.0,218.45,180.11321881312028,30937.0,1049174016.0,1648.71,51530.0,2539164.0
606,15,6322,5000,5000000,1e-08,1e-08,0,44554,8494,9023,1424431574,True,True,154361856.0,942.0,5.413445378151261,1793460.0,244.73,162.4667099781089,32210.0,1681813504.0,2494.16,53382.0,2645308.0
607,15,7374,5000,5000000,1e-08,1e-08,0,48919,9056,9571,2116174266,False,True,166604800.0,1012.0,5.563889333120103,1947356.0,308.59999999999997,179.64524647551872,34791.0,,,,
608,15,8426,5000,5000000,1e-08,1e-08,0,50653,8976,9880,1864838627,True,True,179150848.0,881.0,5.517639993994895,2074364.0,329.73,131.25254125517276,36753.0,2983223296.0,5266.7,61901.0,3082788.0
609,15,9478,5000,5000000,1e-08,1e-08,0,52951,9049,9778,1989843033,False,False,,,,,,,,,,,
610,15,10000,5000,500000,1e-08,1e-08,0,23442,912,991,399259798,True,True,93597696.0,453.0,14.007,918012.0,20.58,772.174951,14007.0,3155304448.0,976.7099999999999,24117.0,1323596.0
611,15,10000,5000,1000000,1e-08,1e-08,0,26817,1785,1888,1290951267,True,True,107307008.0,161.0,10.16204287515763,1035476.0,41.65,237.89997161480744,16117.0,3165122560.0,1914.08,28314.0,1521220.0
612,15,10000,5000,1500000,1e-08,1e-08,0,30250,2713,2825,1566189778,False,True,113430528.0,259.0,8.1432349052446,1164892.0,73.18,128.84726692630915,18477.0,,,,
613,15,10000,5000,2000000,1e-08,1e-08,0,33359,3553,3904,519255297,False,False,,,,,,,,,,,
614,15,10000,5000,2500000,1e-08,1e-08,0,37245,4570,4846,1594611181,True,False,,,,,,,,2125492224.0,3335.77,43085.0,2209948.0
615,15,10000,5000,3000000,1e-08,1e-08,0,40643,5477,5862,1958676651,True,False,,,,,,,,3418808320.0,4058.0,46958.0,2400444.0
616,15,10000,5000,3500000,1e-08,1e-08,0,44934,6622,7018,217942884,True,True,159776768.0,737.0,6.069348127600555,1788228.0,255.65,135.0793992778561,30632.0,3469324288.0,5651.43,52356.0,2653964.0
617,15,10000,5000,4000000,1e-08,1e-08,0,47722,7337,7682,439812005,True,True,172167168.0,677.0,5.913623082542001,1881124.0,276.49,108.26226145325828,32383.0,3503284224.0,5260.16,56714.0,2849068.0
618,15,10000,5000,4500000,1e-08,1e-08,0,51247,8327,8908,520074583,True,False,,,,,,,,3624706048.0,5534.48,61077.0,3067364.0
619,15,10000,5000,5000000,1e-08,1e-08,0,53963,8994,9914,273628818,True,True,197910528.0,991.0,5.654943106250924,2189684.0,399.71999999999997,163.6026735855026,38267.0,3633762304.0,6921.43,66175.0,3303388.0
620,15,10000,5000,5500000,1e-08,1e-08,0,57880,10061,10788,1160025946,False,True,213999616.0,1135.0,5.669319429198683,2334748.0,431.82,193.04213224812966,41318.0,,,,
621,15,10000,5000,6000000,1e-08,1e-08,0,61510,11004,11614,296947917,True,False,,,,,,,,3657146368.0,7286.85,74796.0,3703772.0
622,15,10000,5000,6500000,1e-08,1e-08,0,64536,11804,12899,1234027307,True,True,238227456.0,1305.0,5.531907392172993,2632612.0,546.32,215.17999613856213,47071.0,3719585792.0,8346.58,79265.0,3929484.0
623,15,10000,5000,7000000,1e-08,1e-08,0,70176,13318,14157,339105842,True,True,256704512.0,1412.0,5.4975050429981955,2855492.0,656.51,224.43217872051284,51781.0,3840012288.0,10039.59,86710.0,4266244.0
624,15,10000,5000,7500000,1e-08,1e-08,0,71833,13788,14654,752153403,True,True,262402048.0,1446.0,5.457421429312312,2907388.0,718.2099999999999,230.27225095910515,52615.0,3703476224.0,9071.689999999999,88840.0,4368828.0
625,15,10000,5000,8000000,1e-08,1e-08,0,74011,14348,15720,1251770618,True,False,,,,,,,,3894214656.0,10165.76,92091.0,4534708.0
626,15,10000,5000,8500000,1e-08,1e-08,0,80185,15926,16804,1805528750,True,True,294313984.0,1734.0,5.424135752324217,3267212.0,935.67,283.6270408971774,60094.0,4003532800.0,11200.26,99112.0,4848308.0
627,15,10000,5000,9000000,1e-08,1e-08,0,79452,15841,17080,7002948,True,True,300175360.0,1704.0,5.416286704358928,3253172.0,899.5,277.11751333162516,59395.0,4071456768.0,11117.449999999999,99054.0,4859044.0
628,15,10000,5000,9500000,1e-08,1e-08,0,84399,17130,18494,847385425,True,False,,,,,,,,4141727744.0,11525.380000000001,106011.0,5181148.0
629,15,10000,5000,10000000,1e-08,1e-08,0,89517,18456,19876,1265299457,True,True,344481792.0,1939.0,5.373683793840551,3676348.0,1099.6999999999998,308.7427925336927,67875.0,4003176448.0,11671.56,112859.0,5501828.0
630,15,10531,5000,5000000,1e-08,1e-08,0,54909,9001,9700,1187489623,True,False,,,,,,,,3849932800.0,7225.200000000001,66664.0,3332804.0
631,15,11583,5000,5000000,1e-08,1e-08,0,57055,8999,9642,1996946555,True,True,216072192.0,947.0,5.820992197850729,2283524.0,457.15,153.19392411491043,39542.0,5565292544.0,9206.92,68245.0,3427564.0
632,15,12635,5000,5000000,1e-08,1e-08,0,60631,9361,10063,471881229,False,False,,,,,,,,,,,
633,15,13687,5000,5000000,1e-08,1e-08,0,62952,9444,10171,1810003672,False,True,230985728.0,1001.0,6.034087734003911,2514404.0,547.5600000000001,166.81666423482858,43192.0,,,,
634,15,14739,5000,5000000,1e-08,1e-08,0,65042,9415,10316,516264010,True,False,,,,,,,,4343533568.0,13861.03,77247.0,3912308.0
635,15,15791,5000,5000000,1e-08,1e-08,0,66740,9302,10144,1967168032,True,True,251432960.0,929.0,6.178772483866538,2658324.0,618.44,149.29057232267002,45000.0,8055463936.0,19577.670000000002,79513.0,4028836.0
636,15,16843,5000,5000000,1e-08,1e-08,0,69854,9600,10452,1018003933,False,True,294174720.0,1080.0,6.352251532107648,2803852.0,690.34,189.11386183707796,47680.0,,,,
637,15,17895,5000,5000000,1e-08,1e-08,0,73679,9984,10643,430358931,False,True,306954240.0,1038.0,6.308719758064516,2940244.0,759.73,173.2807001754967,50066.0,,,,
638,15,18947,5000,5000000,1e-08,1e-08,0,75420,9933,10401,519324057,True,False,,,,,,,,11060666368.0,27202.07,89086.0,4518324.0
639,15,20000,5000,5000000,1e-08,1e-08,0,77122,9824,10601,125797956,True,True,335650816.0,943.0,6.5798383993843785,3059036.0,784.16,154.2785110422449,51303.0,13581664256.0,34060.96,91115.0,4642452.0
640,16,10,5000,5000000,1e-08,1e-08,0,7357,2320,3012,1318715335,True,True,63905792.0,391.0,4.420765027322404,248148.0,1.6600000000000001,213.9049240048971,3236.0,2228224.0,0.14,2215.0,211572.0
641,16,1062,5000,5000000,1e-08,1e-08,0,28688,7168,7673,159178796,False,True,97517568.0,919.0,5.17654028436019,1155892.0,42.14,208.22546859908803,21845.0,,,,
642,16,2114,5000,5000000,1e-08,1e-08,0,32784,7714,8220,116093320,False,True,120123392.0,921.0,5.084759744277171,1324884.0,91.92999999999999,183.51704758612127,24656.0,,,,
643,16,3166,5000,5000000,1e-08,1e-08,0,36073,7945,8508,1877570283,False,True,125612032.0,933.0,5.186356707317073,1470036.0,122.75,175.12456995812576,27218.0,,,,
644,16,4218,5000,5000000,1e-08,1e-08,0,40974,8708,9372,1233707127,True,True,137338880.0,1098.0,5.248315189217211,1660548.0,170.57,218.05221549561003,30372.0,850788352.0,965.9399999999999,48439.0,2396468.0
645,16,5270,5000,5000000,1e-08,1e-08,0,42317,8483,9121,201148298,True,True,156930048.0,990.0,5.339986352780621,1724196.0,219.73999999999998,179.52770508340294,31303.0,720904192.0,1444.21,50729.0,2511620.0
646,16,6322,5000,5000000,1e-08,1e-08,0,45194,8609,9352,82196550,False,True,158584832.0,983.0,5.431951697127937,1845372.0,262.41,170.71305872351542,33287.0,,,,
647,16,7374,5000,5000000,1e-08,1e-08,0,48382,8943,9739,1532432594,True,True,166907904.0,958.0,5.455710218285352,1946124.0,302.17,159.9965357262132,34491.0,1849790464.0,3107.0499999999997,59238.0,2936940.0
648,16,8426,5000,5000000,1e-08,1e-08,0,50547,8957,9790,1004338721,True,True,180084736.0,1001.0,5.526043253122144,2053460.0,349.47,167.6044847096735,36284.0,2981572608.0,4462.62,61518.0,3064556.0
649,16,9478,5000,5000000,1e-08,1e-08,0,53532,9183,10021,1320925595,True,True,191623168.0,950.0,5.67738130345031,2181004.0,392.44,151.75760989264955,38504.0,1981763584.0,5973.32,64379.0,3220324.0
650,16,10000,5000,500000,1e-08,1e-08,0,23616,964,1030,883514499,False,True,93605888.0,211.0,14.019646365422396,928476.0,20.85,594.0565884800506,14272.0,,,,
651,16,10000,5000,1000000,1e-08,1e-08,0,27280,1951,2037,1079963026,True,True,109961216.0,194.0,9.782863849765258,1061956.0,41.14,224.032664098834,16670.0,3218092032.0,1539.9,28675.0,1541332.0
652,16,10000,5000,1500000,1e-08,1e-08,0,29775,2596,2926,107971586,False,False,,,,,,,,,,,
653,16,10000,5000,2000000,1e-08,1e-08,0,34196,3776,3919,1908714063,True,False,,,,,,,,3286269952.0,3009.53,38451.0,1993996.0
654,16,10000,5000,2500000,1e-08,1e-08,0,36748,4421,4757,808480395,True,True,137887744.0,452.0,6.714723926380368,1453028.0,144.71,102.45040785741415,24079.0,1857024000.0,3224.42,41318.0,2138468.0
655,16,10000,5000,3000000,1e-08,1e-08,0,40730,5484,6019,1552233579,True,True,151252992.0,555.0,6.221119133574007,1635572.0,193.16,103.18801968616822,27572.0,2159468544.0,4075.24,47260.0,2419004.0
656,16,10000,5000,3500000,1e-08,1e-08,0,43723,6324,6638,1140634237,False,False,,,,,,,,,,,
657,16,10000,5000,4000000,1e-08,1e-08,0,46837,7074,7515,1734846230,True,False,,,,,,,,3424849920.0,5005.469999999999,55374.0,2791196.0
658,16,10000,5000,4500000,1e-08,1e-08,0,51383,8290,8740,1831789295,True,True,175149056.0,813.0,5.81708115183246,2040156.0,335.92,126.51137053791699,35554.0,3598028800.0,6136.200000000001,61428.0,3073492.0
659,16,10000,5000,5000000,1e-08,1e-08,0,54817,9263,9886,1006972320,True,False,,,,,,,,2095767552.0,6015.2,65371.0,3271772.0
660,16,10000,5000,5500000,1e-08,1e-08,0,59088,10379,11114,1096327328,True,True,214401024.0,1052.0,5.581272318476392,2382580.0,483.24,163.1125920063876,42200.0,3718651904.0,7701.8,71483.0,3556124.0
661,16,10000,5000,6000000,1e-08,1e-08,0,61682,11076,11781,2134229941,False,False,,,,,,,,,,,
662,16,10000,5000,6500000,1e-08,1e-08,0,65933,12135,13100,1418567476,False,True,240033792.0,1265.0,5.490875912408759,2681180.0,609.91,196.13700616708408,48144.0,,,,
663,16,10000,5000,7000000,1e-08,1e-08,0,68275,12752,13753,667916253,False,True,256294912.0,1330.0,5.475159375686964,2768652.0,673.8699999999999,208.82005781698234,49813.0,,,,
664,16,10000,5000,7500000,1e-08,1e-08,0,71840,13715,14468,1483384759,True,True,260173824.0,1472.0,5.523674837628326,2901308.0,679.6999999999999,240.054174469589,52729.0,3812253696.0,9189.11,89417.0,4382644.0
665,16,10000,5000,8000000,1e-08,1e-08,0,75575,14750,16029,1432982191,True,False,,,,,,,,3793793024.0,9718.449999999999,94250.0,4629044.0
666,16,10000,5000,8500000,1e-08,1e-08,0,77444,15187,16438,159541229,False,True,287662080.0,1684.0,5.416032327788741,3163276.0,850.3,279.0221995005055,57632.0,,,,
667,16,10000,5000,9000000,1e-08,1e-08,0,83108,16791,18110,1798701771,True,True,319991808.0,1827.0,5.355488850771869,3408636.0,970.59,298.2112777627401,62445.0,2826895360.0,11090.01,103894.0,5085596.0
668,16,10000,5000,9500000,1e-08,1e-08,0,85415,17369,18821,2088720687,False,False,,,,,,,,,,,
669,16,10000,5000,10000000,1e-08,1e-08,0,88427,18246,19638,314536730,True,True,355590144.0,1921.0,5.346932219723739,3621068.0,1138.27,307.2945111476705,66580.0,4170969088.0,11983.279999999999,111275.0,5430588.0
670,16,10531,5000,5000000,1e-08,1e-08,0,55754,9179,9837,1177902429,False,True,205611008.0,950.0,5.751755412521943,2243156.0,408.46000000000004,150.7571282818973,39319.0,,,,
671,16,11583,5000,5000000,1e-08,1e-08,0,58475,9381,10192,1679354189,False,False,,,,,,,,,,,
672,16,12635,5000,5000000,1e-08,1e-08,0,60400,9307,9985,11045254,True,True,225161216.0,1047.0,5.96822215860292,2412828.0,488.09,185.40952552522327,41694.0,4246007808.0,11179.16,71220.0,3592932.0
673,16,13687,5000,5000000,1e-08,1e-08,0,63017,9431,9944,1003628000,True,True,235798528.0,954.0,6.068542769573697,2517572.0,515.4599999999999,152.7515013872067,43560.0,6736412672.0,13174.51,75985.0,3812900.0
674,16,14739,5000,5000000,1e-08,1e-08,0,64034,9208,10101,328537734,False,True,241844224.0,942.0,6.121067415730337,2565252.0,576.2199999999999,153.03393818646637,43582.0,,,,
675,16,15791,5000,5000000,1e-08,1e-08,0,68136,9671,10306,1317822127,False,False,,,,,,,,,,,
676,16,16843,5000,5000000,1e-08,1e-08,0,69234,9387,9904,1557092786,True,False,,,,,,,,11163131904.0,20737.129999999997,81254.0,4124356.0
677,16,17895,5000,5000000,1e-08,1e-08,0,72562,9735,10621,1614655510,True,True,306556928.0,1038.0,6.353264341382395,2925908.0,697.5699999999999,172.07004268507447,49727.0,6544846848.0,23969.47,86301.0,4384164.0
678,16,18947,5000,5000000,1e-08,1e-08,0,75758,10040,10721,464828304,True,False,,,,,,,,11493842944.0,29136.94,88969.0,4527556.0
