Unnamed: 0,sample_size,Ne,length,recombination_rate,mutation_rate,error_rate,seed,ARGweaver_completed,fastARG_completed,RentPlus_completed,tsinfer_completed,fastARG_pathunrooted,fastARG_SPRunrooted,fastARG_wRFrooted,fastARG_TSfilesize,fastARG_wRFunrooted,fastARG_RFunrooted,fastARG_edgesets,fastARG_cputime,fastARG_RFrooted,fastARG_edges,fastARG_memory,fastARG_KCrooted,RentPlus_pathunrooted,RentPlus_cputime,RentPlus_SPRunrooted,RentPlus_wRFrooted,RentPlus_RFrooted,RentPlus_wRFunrooted,RentPlus_RFunrooted,RentPlus_memory,RentPlus_KCrooted,tsinfer_pathunrooted,tsinfer_mean_polytomy,tsinfer_max_polytomy,tsinfer_wRFrooted,tsinfer_TSfilesize,tsinfer_wRFunrooted,tsinfer_var_polytomy,tsinfer_RFunrooted,tsinfer_edgesets,tsinfer_cputime,tsinfer_RFrooted,tsinfer_SPRunrooted,tsinfer_edges,tsinfer_memory,tsinfer_KCrooted,ARGweaver_pathunrooted,ARGweaver_wRFunrooted,ARGweaver_wRFrooted,ARGweaver_TSfilesize,ARGweaver_SPRunrooted,ARGweaver_RFunrooted,ARGweaver_iterations,ARGweaver_cputime,ARGweaver_RFrooted,ARGweaver_edgesets,ARGweaver_edges,ARGweaver_memory,ARGweaver_KCrooted
596,10,5000,10000,2.5e-08,3.76782964726e-06,0.1,1612051888,True,True,True,True,8.323174605499005,1.932018207889329,9703.65629383708,114845.0,9689.423394415637,6.7911421563685,1804.0,0.08,9.464577508002328,3608.0,2195456.0,9.65814649311852,8.503722250681415,8.75,1.9653,,7.8105,,6.5833,316149760.0,7.135084515039269,6.836315380467755,2.078929765886288,4.0,8979.892011255266,105451.0,8972.92612318606,0.0834580238456614,4.3921813843506685,1495.0,29.95000000000001,5.073799324976588,1.6468465330862088,3108.0,316964864.0,4.349102894621477,4.191588935329436,33111.663875047736,33233.17133575482,,1.0463200000000001,2.9129,"140,80,120,100,180,40,0,20,60,160",346.02,3.8071,,,23674880.0,4.230101512089238
597,50,5000,10000,2.5e-08,3.76782964726e-06,0.0,1140224593,True,True,True,True,30.5957031055022,1.5147211326644998,20183.645107968445,88206.0,20181.82182304603,5.207736253335001,88.0,0.03,7.54390636503,176.0,2502656.0,34.573768644872544,26.359829783460174,97.62,2.8261,,7.3049,,6.0602,4526968832.0,25.21849719870454,37.06566037528098,2.0673076923076925,4.0,21252.60971070501,88206.0,21252.135275428893,0.08280433159073915,6.266614876865997,104.0,343.3400000000001,6.300293242927999,,215.0,1209069568.0,10.077085788061824,33.260263669429925,42661.227639791854,42795.249222951854,36816.0,3.6323300000000014,9.24732,"0,80,60,100,180,120,20,160,140,40",1116.2,9.28354,92.8,185.6,64520192.0,11.422888372208352
598,50,5000,10000,2.5e-08,3.76782964726e-06,0.01,1140224593,True,True,True,True,105.88832595668654,12.974477512823997,25839.338306961476,157432.0,25834.429125076822,52.095420539794596,2624.0,0.3,54.055928139317594,5248.0,2891776.0,66.0395734388585,84.63304030484093,39.53,9.99515,,36.3399,,35.3717,2439086080.0,49.944758400943954,47.275218688066644,2.068756319514661,6.0,22389.02390973136,112795.0,22388.249823237027,0.11065239906174372,13.346924595225994,989.0,443.39,13.533163261107994,,2046.0,1199050752.0,20.731056132824023,36.549528745051674,45866.43181090784,45982.80708958784,36816.0,4.22453,10.9917,"0,120,60,180,100,140,20,160,80,40",1579.58,11.05446,101.4,202.8,67973120.0,15.257499961196249
599,50,5000,10000,2.5e-08,3.76782964726e-06,0.1,1140224593,True,True,True,True,136.34321931620354,18.826504193685206,65101.94497865182,432306.0,65100.0951032332,80.13067982030928,12331.0,1.27,82.15817596512944,24662.0,2949120.0,85.83817302741687,140.2002226996369,36.04,16.81235,,71.1288,,69.6961,1821667328.0,91.55856790981278,105.9661685960019,2.2953917559951376,11.0,27216.473170614845,330713.0,27207.71536384604,0.5421549332697828,45.60553398973728,9049.0,227.57,46.96042981837282,,20771.0,1115443200.0,68.91643598862747,58.839409057709794,85399.52031653686,86230.71743984452,39030.7,8.60332,27.206939999999996,"20,100,180,140,40,80,60,160,120,0",1587.5500000000002,27.505380000000002,207.5,415.0,60170240.0,25.496658267556036
600,10,5000,10000,2.5e-08,1.5e-08,0.0,751098190,True,True,True,True,4.022599492382517,1.0042,10411.7128432,52048.0,10411.166393200001,2.0252,9.0,0.0,4.211,18.0,2113536.0,6.580640848975206,7.813331442998179,0.31,3.0,,10.1858,,8.0,39272448.0,11.356389575983965,12.043645730723163,2.8,4.0,10402.2044432,52048.0,10402.1579932,0.6999999999999993,4.0084,5.0,2.8000000000000003,4.1942,,14.0,116613120.0,3.0888450987443328,10.253800517298524,50889.36288908609,51306.48183593555,34768.0,2.64948,9.15574,"140,20,40,0,120,160,80,100,180,60",196.22,10.65654,33.7,67.4,33722368.0,6.980560186815926
601,10,5000,10000,2.5e-08,1.5e-08,0.01,751098190,True,True,True,True,4.022599492382517,1.0042,10411.7128432,52048.0,10411.1663932,2.0252,9.0,0.0,4.211,18.0,2056192.0,6.580640848975206,7.813331442998179,0.35,3.0,,10.1858,,8.0,38961152.0,11.356389575983966,12.043645730723163,2.8,4.0,10402.2044432,52048.0,10402.1579932,0.6999999999999993,4.0084,5.0,2.6,4.1942,,14.0,116965376.0,3.0888450987443328,10.253800517298524,50889.362889086085,51306.48183593555,34768.0,2.64948,9.15574,"120,140,100,80,0,20,180,60,160,40",194.02,10.65654,33.7,67.4,33828864.0,6.980560186815926
602,10,5000,10000,2.5e-08,1.5e-08,0.1,751098190,True,True,True,True,12.605932595640203,2.9916,10413.329215328311,52048.0,10413.329215328311,9.9832,12.0,0.0,11.9748,24.0,2060288.0,8.02427951818031,12.492882205322163,0.33,3.02005,,10.3697,,10.0317,38834176.0,8.387115335213165,15.213643628979092,3.1428571428571432,6.0,10403.389302220363,52048.0,10403.389302220363,2.80952380952381,7.842862297351003,7.0,2.76,9.536986892053,,22.0,116969472.0,6.601895493172924,13.352993899738994,60917.623057336794,61085.969732738675,34768.0,3.3006100000000003,12.944519999999999,"40,0,180,140,120,60,20,100,80,160",206.96,14.6601,39.9,79.8,36978688.0,9.066833976604537
603,50,5000,10000,2.5e-08,1.5e-08,0.0,1616644243,True,True,True,True,143.93473828317516,19.9405,20583.942247599996,54096.0,20583.442247599996,80.7598,49.0,0.0,82.7598,98.0,2035712.0,69.85233024999076,117.89562090322512,2.59,18.047,,77.0856,,74.56,99352576.0,64.27189954334823,241.28877141300012,9.166666666666666,23.0,20416.9522476,52048.0,20416.9522476,50.56666666666666,42.7598,6.0,2.57,43.7598,,55.0,116822016.0,68.06627882322199,134.9147069620142,91104.10119657114,91184.49805989108,36816.0,19.858420000000002,84.35956,"160,100,140,40,20,60,180,0,120,80",724.18,86.74284,94.9,189.8,84840448.0,79.8443426211277
604,50,5000,10000,2.5e-08,1.5e-08,0.01,1616644243,True,True,True,True,146.55179006788885,18.2922664812045,20580.670297460903,54096.0,20580.546430701503,77.62413296240898,52.0,0.0,79.62413296240898,104.0,2035712.0,75.09081771363041,119.7987534851585,2.5900000000000003,16.6741,,74.0879,,72.0879,99561472.0,100.41140862542377,242.23804967315257,9.166666666666666,24.0,20418.2622976,52048.0,20418.2622976,56.56666666666666,46.0,6.0,2.4,47.0,,55.0,116547584.0,68.42016358133544,129.74080787455983,88460.97125659148,88507.14680283148,36816.0,19.42931,82.55888,"0,120,160,180,40,140,80,60,100,20",731.56,84.55944000000002,92.2,184.4,83927040.0,73.81461542049881
605,50,5000,10000,2.5e-08,1.5e-08,0.1,1616644243,True,True,True,True,147.19228469304554,18.2769371660385,20591.145491267405,54096.0,20591.145491267405,80.284120652279,76.0,0.0,82.284120652279,152.0,2093056.0,95.49761094319491,140.4647528657072,2.04,20.41775,,86.9116,,84.9116,93433856.0,121.38401558885911,235.31255633294404,8.0,20.0,20418.0122976,52048.0,20418.0122976,34.0,47.0,7.0,2.22,48.0,,56.0,116744192.0,71.68524922315298,140.1618647447126,101605.2636994728,101683.90109566033,37430.4,20.30336,86.95634,"0,20,40,60,120,180,160,100,80,140",773.4,88.96218,123.0,246.0,70746112.0,81.99627515315609
606,10,5000,10000,2.5e-08,5.9716075583e-08,0.0,1582769306,True,True,True,True,5.57066613864562,1.2480025949095,16560.548782765276,52048.0,16560.283603452914,2.8093276290930005,15.0,0.0,4.172250068367,30.0,2064384.0,5.8845953049430895,6.272008618571792,1.25,1.4413,,5.1836,,3.548,60514304.0,7.773732626936688,8.431706241862218,2.2142857142857144,3.0,16539.97638845227,52048.0,16538.24278845227,0.1813186813186816,4.363312974545,14.0,2.8600000000000003,5.479518164363,,31.0,117235712.0,5.25440416693984,5.178135831503344,66220.56827804616,67545.16787707843,34768.0,1.18043,3.3784400000000003,"160,140,60,120,40,80,20,180,0,100",206.4,4.6051,44.7,89.4,22630400.0,5.174254487802097
607,10,5000,10000,2.5e-08,5.9716075583e-08,0.01,1582769306,True,True,True,True,7.0380163947582215,1.241,16561.154482765276,52048.0,16560.889303452914,4.020727629093,15.0,0.0,5.383650068367,30.0,2015232.0,6.530056762356517,7.843444575237906,1.23,1.93075,,8.3287,,6.5286,61497344.0,7.571656539917259,10.256514430712539,2.3846153846153846,4.0,16542.904290475042,52048.0,16541.254190475043,0.42307692307692335,6.187415569454,13.0,2.41,7.303620759271999,,31.0,116948992.0,5.682266447960898,7.9787145908069,71511.79134998078,72682.58315016353,34768.0,1.95155,6.15982,"100,180,40,140,80,60,160,0,20,120",218.54,7.3449,48.1,96.2,21688320.0,6.214579590436058
608,10,5000,10000,2.5e-08,5.9716075583e-08,0.1,1582769306,True,True,True,True,11.758283185843782,2.352101463901,16541.696694790502,54096.0,16541.383234859313,10.151759650672,45.0,0.0,11.711070186807001,90.0,2039808.0,9.188628387367276,9.96846674752564,1.08,2.4843,,10.4981,,8.9017,52588544.0,8.982038453815703,12.338763378484463,2.217391304347826,4.0,16545.08911776325,52048.0,16543.916703352206,0.21835748792270554,9.6164026559908,46.0,2.3200000000000003,11.446083649818801,2.76679113571039,102.0,117268480.0,8.098874588824515,10.833101832027316,82428.32062585578,83703.92175898878,34990.6,2.6615900000000003,9.37074,"40,140,120,20,160,100,60,0,80,180",256.03,10.80332,66.6,133.2,21970944.0,8.467100490364109
609,50,5000,10000,2.5e-08,5.9716075583e-08,0.0,297036623,True,True,True,True,82.25639151024426,14.186909516324,21220.73128664666,54096.0,21220.444550715154,53.73557878957801,73.0,0.0,54.960257646169,146.0,2097152.0,43.89261548577157,84.39050177118558,5.1400000000000015,16.70205,,62.2926,,60.6213,192360448.0,48.40687936706654,158.88500780498845,3.363636363636364,7.0,21004.475273982123,54096.0,21004.475273982123,2.9886363636363638,33.463868217944004,33.0,2.48,34.322358686154,,111.0,116793344.0,40.21037320546915,84.24420352504136,82290.43992885671,82660.54929213211,36816.0,14.513470000000002,59.631479999999996,"100,140,120,20,40,180,80,0,160,60",790.05,60.79704,104.0,208.0,81379328.0,45.59047289885183
610,50,5000,10000,2.5e-08,5.9716075583e-08,0.01,297036623,True,True,True,True,99.6926253243202,15.563479390764995,21220.123626743345,54096.0,21218.802197157216,58.19532828638901,97.0,0.0,61.053287889787995,194.0,2093056.0,69.42058148452604,94.63556202151943,5.1499999999999995,17.81365,,66.4629,,65.1459,192200704.0,51.692349548642824,158.1395100363792,3.5416666666666665,7.0,21034.67848924117,52083.0,21034.67848924117,2.867753623188405,40.551088973298,24.0,2.75,41.628088973298,,85.0,116797440.0,41.792246411160384,85.39111991254069,95827.13176843633,95913.29348869913,37020.8,15.13119,59.03686,"100,60,160,40,0,140,20,180,120,80",812.4799999999997,60.24965999999999,119.2,238.4,65437696.0,46.0419065173184
611,50,5000,10000,2.5e-08,5.9716075583e-08,0.1,297036623,True,True,True,True,130.40843659607108,19.6834886975405,21468.96606095156,58376.0,21468.96606095156,85.99542970435103,267.0,0.0,87.89705888537401,534.0,2207744.0,68.25988261717981,129.70173422325936,6.37,19.27715,,82.946,,81.2045,190177280.0,79.24078023754927,137.2993055771053,3.0754716981132075,7.0,21034.645562696718,54096.0,21034.645562696718,2.3018867924528306,52.49734459439,53.0,2.69,53.660570444268,,163.0,116801536.0,42.660714660763176,108.32690242311277,121573.0166650139,121818.80160639348,39653.88888888888,18.50088,78.82226,"120,0,100,40,60,80,20,160,140,180",1073.82,80.63056,218.5555555555556,437.1111111111112,53182464.0,63.77262659064496
612,10,5000,10000,2.5e-08,2.37733978869e-07,0.0,1270876524,True,True,True,True,3.5073360142323633,0.9834,22146.2570695198,54096.0,22145.75333181344,2.185868921398,15.0,0.0,3.1909191965400003,30.0,2113536.0,4.1594253742079665,6.313800437723579,4.47,2.31795,,5.6936,,4.6359,152797184.0,4.421939181028247,6.0661380896200985,2.0769230769230766,3.0,21978.16421929334,54096.0,21976.823702939808,0.07692307692307665,3.2987365016520003,13.0,2.45,3.5068730033040003,,27.0,121495552.0,2.588324536489736,4.556800076487052,61175.84208024449,61637.12777093513,34768.0,1.42479,2.89696,"140,180,40,20,60,120,100,160,0,80",180.41,3.2779200000000004,34.6,69.2,25821184.0,2.4962215795399603
613,10,5000,10000,2.5e-08,2.37733978869e-07,0.01,1270876524,True,True,True,True,6.758843454903871,1.7551491159179995,22114.66251651355,54096.0,22113.614597752203,4.473414681577,48.0,0.0,6.637854175547,96.0,2076672.0,8.154087864714135,5.665609262778598,3.72,1.5527,,4.099,,3.6353,120881152.0,3.7991023842249865,6.0661380896200985,2.0434782608695654,3.0,21975.424688788364,54096.0,21972.79733593708,0.043478260869565334,3.2987365016520003,23.0,2.8000000000000003,3.5068730033040003,,47.0,121192448.0,2.588324536489736,3.8643897837722334,62686.58413036192,63206.711219018885,34768.0,1.10539,2.23528,"120,0,80,40,180,140,20,100,60,160",174.81,2.57404,33.6,67.2,25313280.0,2.27742500953359
614,10,5000,10000,2.5e-08,2.37733978869e-07,0.1,1270876524,True,True,True,True,9.93387091689307,2.7649141386956004,21956.80091799089,60360.0,21956.378773829456,8.431436312954201,263.0,0.0,9.757774033154,526.0,2031616.0,7.413582811521741,8.593601017145936,3.06,2.28665,,7.5902,,7.0939,108462080.0,5.9407517127442135,8.104877429963851,2.054852320675105,3.0,22013.70509349253,60240.0,22012.652964585905,0.052063219623828816,5.9733712145349,237.0,2.99,6.4769124328012015,2.446805010644096,487.0,121131008.0,5.089913893498084,7.224725994924773,81627.11898807515,82128.94611610554,36005.8,2.26603,5.58726,"160,0,20,60,40,80,180,140,100,120",230.2,6.002000000000002,75.0,150.0,23101440.0,4.076264178469842
615,50,5000,10000,2.5e-08,2.37733978869e-07,0.0,525389547,True,True,True,True,54.56599952523181,9.851268682432,23568.034846275914,56144.0,23566.698785930897,28.166978220454,78.0,0.0,30.605578220454,156.0,2232320.0,37.79773284347566,57.963554747330534,14.040000000000001,11.34865,,33.1396,,32.2382,602562560.0,35.2964639826874,97.28138874405096,2.3866666666666667,7.0,23239.28598133981,56144.0,23238.79452462342,0.9430630630630634,19.986261845505,75.0,2.96,20.142458471540998,,179.0,121974784.0,21.493649630534016,62.143588336833965,70656.32926235785,71318.48762846696,36816.0,10.00305,34.18918,"60,100,140,160,20,180,120,80,40,0",780.76,34.54142,100.3,200.6,54181888.0,28.009850160131577
616,50,5000,10000,2.5e-08,2.37733978869e-07,0.01,525389547,True,True,True,True,120.42198778258093,14.01817050373975,23805.91715042506,63208.0,23804.98347702544,56.568968181648394,313.0,0.0,58.42040156512041,626.0,2195456.0,66.54155992639525,78.46609080369564,10.41,10.5183,,39.4849,,38.9359,573202432.0,40.660990481454334,101.7517353272402,2.2577319587628866,7.0,23303.701848987344,56144.0,23303.34189734177,0.5474656357388318,30.588345542147998,97.0,2.53,31.1620461429558,,219.0,122056704.0,41.682743947886735,67.16115597796663,83989.56795756688,84231.86301505088,36816.0,9.811960000000001,36.59146,"40,80,180,20,100,120,140,60,160,0",755.83,36.93704,109.0,218.0,57061376.0,30.782871670933623
617,50,5000,10000,2.5e-08,2.37733978869e-07,0.1,525389547,True,True,True,True,137.49578153021992,20.018271388907053,26355.894006841496,87492.0,26355.4270023071,85.05054582325829,1209.0,0.03,87.0215944486443,2418.0,2199552.0,81.57837613778109,132.54741944971116,13.02,18.824,,78.712,,77.2627,554397696.0,74.21236233177174,115.91737751119064,2.539149888143177,8.0,23481.25058904853,65352.0,23481.018309666564,0.9082172129091808,51.514589459419405,447.0,2.89,52.847618349380795,,1135.0,122548224.0,50.45475713708724,100.50694484405157,124752.48332771065,124876.49607855527,41275.2,15.74317,64.43354000000001,"80,60,40,180,0,140,20,100,120,160",1336.5,64.96603999999999,278.2,556.4,48275456.0,41.199297304525615
618,10,5000,10000,2.5e-08,9.464360167200001e-07,0.0,1139953326,True,True,True,True,2.465650824576659,0.5079737311325001,17520.721543321684,59332.0,17519.75102531425,1.316787802282,40.0,0.0,2.6649206112860004,80.0,2084864.0,4.70378324102379,2.731619831576987,9.87,0.5858,,2.56,,1.5514,343457792.0,3.6526822202603664,4.116175353784892,2.0,2.0,17210.75537459122,59332.0,17204.342107339096,0.0,2.273411518088001,46.0,3.94,2.52896493714,0.8737447708190003,92.0,156176384.0,2.622625471196526,4.020400951082992,50320.731014246376,50438.08712769254,34768.0,0.94791,2.21144,"0,40,120,160,100,80,180,140,60,20",241.18,2.44634,51.6,103.2,23302144.0,2.6832989108123564
619,10,5000,10000,2.5e-08,9.464360167200001e-07,0.01,1139953326,True,True,True,True,6.156414990996492,1.4536894535518998,17368.7469425514,63428.0,17365.406142299333,4.1272792325542005,174.0,0.0,7.4090603191716,348.0,2101248.0,9.784285022976608,5.027411134430492,8.15,1.1327,,4.3363,,3.263,262004736.0,4.920362569601604,6.291110638603596,2.0841121495327104,3.0,17286.46848033971,61380.0,17278.63532388407,0.07776406277552439,3.8104346644132994,107.0,3.85,4.238701164809499,1.4340173385902404,223.0,156172288.0,3.7413109158982953,3.758588197934112,51591.44577524509,51649.68976233795,34768.0,0.87148,2.04344,"140,20,180,60,100,120,0,80,40,160",264.27,2.27454,48.8,97.6,23261184.0,2.4495543357736103
620,10,5000,10000,2.5e-08,9.464360167200001e-07,0.1,1139953326,True,True,True,True,10.521332038730526,2.455794200664875,16903.686773309986,78672.0,16896.28780639373,8.8442618528766,774.0,0.02,10.6014893944389,1548.0,2060288.0,8.48602875390295,9.057722599754566,8.11,2.14605,,8.3864,,7.3255,194236416.0,7.016966498327155,8.229889097054116,2.1203566121842496,4.0,17181.927910869308,76252.0,17170.166085522473,0.1328141583527914,5.6803564120256995,673.0,4.09,6.840777568392397,1.7965141263388955,1427.0,156717056.0,6.03563956531634,6.04053898415336,63046.51209159968,63209.090503550426,36816.0,1.4795,4.08946,"120,0,40,100,80,180,160,60,20,140",311.94,4.45822,85.7,171.4,18870272.0,3.791248434662479
621,50,5000,10000,2.5e-08,9.464360167200001e-07,0.0,1383984550,True,True,True,True,43.95870271618085,4.8790934051205,19218.68560988189,62228.0,19216.81833745244,14.694777262863,111.0,0.01,17.705041985978,222.0,2256896.0,50.070322714954976,31.156330385981498,25.93,3.2565,,10.1794,,8.9303,701837312.0,22.012444170576668,44.044554934162534,2.1065573770491803,4.0,17532.75520134686,62228.0,17532.625289485142,0.1125186289120716,10.117733881323,122.0,6.25,10.187416734931,,257.0,176435200.0,9.341965741233627,30.28794855557918,54868.13800177722,55653.97867160494,36816.0,5.29193,13.19204,"140,20,0,120,80,40,180,60,100,160",1005.7399999999999,13.78698,100.0,200.0,62025728.0,13.977686159026149
622,50,5000,10000,2.5e-08,9.464360167200001e-07,0.01,1383984550,True,True,True,True,91.64547129834361,12.259017700293601,19519.125094488427,79760.0,19515.31361664811,49.33089353824921,770.0,0.04,52.44705873094549,1540.0,2170880.0,66.51042856657192,62.50091666388869,18.21,8.3337,,29.8665,,28.7405,682491904.0,37.63326934353075,54.69544128529061,2.129277566539924,4.0,17800.597194368533,66444.0,17800.424211009642,0.13589527762458964,19.6370303601038,263.0,6.73,19.954367194672802,,560.0,176947200.0,17.041774753807704,33.36602968342042,58209.69454692914,59076.368473024144,36816.0,5.03708,15.049079999999998,"20,100,140,0,80,120,40,160,180,60",957.44,15.542639999999999,109.6,219.2,60620800.0,14.88807259706598
623,50,5000,10000,2.5e-08,9.464360167200001e-07,0.1,1383984550,True,True,True,True,117.41020921813715,18.806928550116453,30058.339473506512,148535.0,30058.16450520917,80.93693035033931,3317.0,0.14,82.9326525303887,6634.0,2162688.0,67.36695810817757,127.4248083877236,17.61,17.2626,,72.916,,71.5778,687292416.0,76.05148111676716,89.30077530247708,2.2822222222222224,7.0,18839.159008817154,106172.0,18837.950138942986,0.38167376937804987,57.34710647342964,1800.0,6.45,58.38646368392785,,4108.0,174088192.0,44.39790569002339,60.11289661010975,93336.63824340768,94191.21549863547,41478.4,11.17581,39.86448,"100,120,0,20,40,160,140,60,180,80",1454.96,40.52904,290.9,581.8,49459200.0,26.584731805213924
624,10,5000,10000,2.5e-08,3.76782964726e-06,0.0,235843411,True,True,True,True,0.13547420245760333,0.030102528311300038,16058.953990560569,78546.0,16057.91294974156,0.06904471722020017,32.0,0.0,1.1794614997456003,64.0,2240512.0,2.615012715689674,0.2081246217971227,25.67,0.0394,,1.5444,,0.1118,1184653312.0,3.943703084998164,0.1732643079478498,2.0232558139534884,3.0,14439.586027215777,76818.0,14439.313700774732,0.023255813953488497,0.09236782530200008,43.0,83.29,0.12332852683800018,0.03771010632235968,87.0,553799680.0,0.147866618684685,0.25717301799496234,32392.767976355342,32430.16575885534,34768.0,0.05954,0.12974,"80,20,60,140,40,0,160,100,120,180",354.26,0.16652,32.1,64.2,26124288.0,0.20589220462136454
625,10,5000,10000,2.5e-08,3.76782964726e-06,0.01,235843411,True,True,True,True,4.3979265728228665,1.0472223384331998,15427.057236778071,95961.0,15425.324774260225,2.7687834502112985,658.0,0.04,5.222117520480999,1316.0,2211840.0,7.648119188030638,1.3616896194003811,11.94,0.27595,,2.0804,,0.8179,619450368.0,3.9482159729229234,0.91853307576924,2.0172413793103448,3.0,14458.023035457783,85464.0,14454.610415388679,0.017002744302589516,0.4271706033990994,290.0,88.19,0.5874367325134996,0.17277496076238733,585.0,548581376.0,0.8631555899333655,0.4397165491870865,34555.60710317383,34588.724277953836,34768.0,0.09754,0.2073,"180,0,120,160,40,20,100,140,60,80",355.74999999999994,0.24122,40.0,80.0,23199744.0,0.2960360451385773
626,10,5000,10000,2.5e-08,3.76782964726e-06,0.1,235843411,True,True,True,True,8.580014067873604,2.0238445677735544,14997.54624267838,153026.0,14987.619324389496,7.038969016516822,2756.0,0.2,9.109173961417083,5512.0,2224128.0,8.105588533377398,6.445111450541001,9.450000000000001,1.41555,,6.047,,4.5657,457207808.0,6.532188815091959,3.8121668249110257,2.0592163846838822,4.0,14511.597663963496,136806.0,14488.358648244852,0.06018896251093276,1.84380090911282,2246.0,89.64,2.6976570224051475,0.6335217601299608,4625.0,523739136.0,3.745456660361511,1.013741674993532,48982.86781492922,49383.23860930922,34768.0,0.243,0.5283800000000001,"100,60,40,80,20,0,160,180,140,120",350.03000000000014,0.65604,42.8,85.6,23633920.0,1.0107045892304698
627,50,5000,10000,2.5e-08,3.76782964726e-06,0.0,1634600592,True,True,True,True,28.025207134687466,2.96996425667485,20910.209045560976,94326.0,20906.984902682318,8.333111056307905,151.0,0.04,11.916533715595904,302.0,2895872.0,51.81950009386339,27.208923819874894,127.53,2.6146,,9.0295,,7.2759,5617573888.0,28.089015452185105,26.921696968795114,2.046728971962617,3.0,17634.470073917433,94781.0,17633.340599143346,0.04475450835856273,6.442869228028541,214.0,468.88,6.500804727195941,,438.0,1389023232.0,8.973798989326832,31.674721602508477,39775.6883029619,40143.48287871424,36816.0,2.97113,8.1565,"100,180,0,160,140,40,80,120,20,60",1194.38,8.674800000000001,121.5,243.0,53739520.0,16.686831352159285
628,50,5000,10000,2.5e-08,3.76782964726e-06,0.01,1634600592,True,True,True,True,86.59428932345232,13.092143605426099,29140.52755976177,197571.0,29138.340400840516,51.47854380013828,4011.0,0.46,53.8638192175164,8022.0,2904064.0,53.724144707940795,66.42417221198191,41.56999999999999,9.0155,,32.0844,,30.7712,2315522048.0,37.68083490893949,49.55775104892154,2.086810228802153,5.0,19155.15628839793,129221.0,19154.07383547556,0.10087641783469528,19.545806934923643,1486.0,474.58,19.89292865591924,6.907552798068683,3101.0,1375191040.0,17.516076171709738,33.85815508751695,49032.71101269023,49415.341094156676,36816.0,3.98096,11.36546,"20,0,60,140,160,40,120,180,100,80",1359.7400000000002,11.8125,120.5,241.0,54935552.0,14.887835604554178
629,50,5000,10000,2.5e-08,3.76782964726e-06,0.1,1634600592,True,True,True,True,117.69101967430551,18.967678983171698,91844.25892859041,562845.0,91844.03399916702,80.24532002591808,16680.0,1.88,82.29942937564367,33360.0,2940928.0,67.92717849397866,122.67019198131601,39.01,17.06585,,73.5128,,71.6331,1491574784.0,73.39038183156507,99.07372156054213,2.337875457875458,9.0,24904.25185779179,453262.0,24903.265028476773,0.5255856391148352,52.279355628378646,13650.0,489.66,53.84323300608549,15.359127245609644,31912.0,1265111040.0,49.3852960628712,48.951012738998614,101521.25470991725,101600.30832832784,40924.0,8.439789999999999,27.38798,"100,160,140,180,20,0,40,60,80,120",1648.56,27.59422,242.75,485.5,48721920.0,17.60453530289546
630,10,5000,10000,2.5e-08,1.5e-08,0.0,221637142,True,True,True,True,6.988606851321295,2.434005071428,8972.668048746427,52048.0,8972.668048746427,5.0614101428559986,12.0,0.0,6.015220285712,24.0,2011136.0,4.186697640439632,8.039953951570606,0.32,2.6935,,8.02,,6.8002,39096320.0,5.78847903167298,8.455821287423758,2.363636363636364,3.0,8963.762994942856,52048.0,8963.762994942856,0.2545454545454547,3.6372152142839997,11.0,2.63,3.8306152142839998,,26.0,116666368.0,3.2515577105072033,8.972022995826364,61921.08114121388,62097.701677931305,34768.0,2.10882,7.43486,"80,120,40,60,160,0,140,180,20,100",188.1,8.2683,43.7,87.4,28127232.0,5.8161802654141
631,10,5000,10000,2.5e-08,1.5e-08,0.01,221637142,True,True,True,True,6.988606851321295,2.434005071428,8972.668048746427,52048.0,8972.668048746427,5.0614101428559986,12.0,0.0,6.015220285712,24.0,2048000.0,4.186697640439632,8.039953951570606,0.33,2.6935,,8.02,,6.8002,38948864.0,5.78847903167298,7.7182819394966975,2.125,3.0,8965.247084800001,52048.0,8965.247084800001,0.125,5.9978,8.0,2.7,7.1076,,17.0,116629504.0,4.822076595404118,8.972022995826364,61921.08114121387,62097.70167793131,34768.0,2.10882,7.4348600000000005,"0,100,60,140,20,40,120,160,80,180",195.76999999999998,8.2683,43.7,87.4,28217344.0,5.8161802654141
632,10,5000,10000,2.5e-08,1.5e-08,0.1,221637142,True,True,True,True,9.901038177262699,2.3800974011405,8966.634100924604,52048.0,8965.907467377949,8.152205562239,22.0,0.0,10.99800018226,44.0,2056192.0,9.493486407719544,8.974451896505258,0.34,2.0407,,7.7622,,6.3786,39358464.0,6.634922633524402,8.933965337051262,2.090909090909091,3.0,8965.0739848,52048.0,8965.0739848,0.09090909090909065,7.1934,11.0,2.33,8.775524987318,,23.0,116707328.0,5.934120672325676,11.429867377148517,74709.98323946213,75029.9566472263,34972.8,2.4329099999999997,9.57308,"180,60,0,140,80,120,100,40,20,160",209.77,11.23974,58.3,116.6,26759168.0,7.760836812965312
