,Ne,length,sample_size,recombination_rate,mutation_rate,error_param,ancestral_state_error_param,tool,averaging,polytomies,rooting,metric,treedist_mean,treedist_se
1048,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.01,tsinfer,per site,retained,unrooted,SPR,0.44740836428480735,0.03277077522358758
1049,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.01,tsinfer,per site,retained,unrooted,path,3.8444782027452487,0.18333762707641257
1051,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.02,ARGweaver,per site,retained,rooted,KC,3.142748093900942,0.22939730701969618
1052,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.02,ARGweaver,per site,retained,rooted,RF,1.0488875714285713,0.09386307733103187
1054,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.02,ARGweaver,per site,retained,unrooted,RF,0.6752419523809525,0.08293893997551711
1055,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.02,ARGweaver,per site,retained,unrooted,SPR,0.299501261904762,0.03950175649443007
1056,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.02,ARGweaver,per site,retained,unrooted,path,1.903237442929777,0.20944765193794138
1058,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.02,RentPlus,per site,retained,rooted,KC,6.652872141834319,0.12966498324832532
1059,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.02,RentPlus,per site,retained,rooted,RF,2.340372333333333,0.0913615818359084
1060,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.02,RentPlus,per site,retained,unrooted,RF,1.0683706666666664,0.0819533320859175
1061,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.02,RentPlus,per site,retained,unrooted,SPR,0.40166366666666675,0.03684294275591607
1062,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.02,RentPlus,per site,retained,unrooted,path,2.8797253734958583,0.23259929981445976
1063,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.02,fastARG,per site,retained,rooted,KC,11.725820506863352,0.33618638413132296
1064,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.02,fastARG,per site,retained,rooted,RF,3.914165634257236,0.1376281810977544
1066,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.02,fastARG,per site,retained,unrooted,RF,1.1030705814347708,0.08799731120004434
1067,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.02,fastARG,per site,retained,unrooted,SPR,0.46380749747968636,0.0386467067709606
1068,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.02,fastARG,per site,retained,unrooted,path,3.1224294851265086,0.23576102870911728
1070,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.02,tsinfer,per site,broken,rooted,KC,3.3014896761050188,0.09543250648634403
1071,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.02,tsinfer,per site,broken,rooted,RF,1.8941474078710596,0.07461210580985535
1073,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.02,tsinfer,per site,broken,unrooted,RF,1.5933488147563477,0.07083126203667314
1074,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.02,tsinfer,per site,broken,unrooted,SPR,0.6597731851114236,0.02989196789453319
1075,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.02,tsinfer,per site,broken,unrooted,path,4.108542605382422,0.1508435079202204
1077,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.02,tsinfer,per site,retained,rooted,KC,3.3316351570756084,0.09379362262198201
1081,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.02,tsinfer,per site,retained,unrooted,SPR,0.5300786515867052,0.03828393748769319
1082,5000,100000,16,1e-08,1.1745865883549928e-06,0,0.02,tsinfer,per site,retained,unrooted,path,4.560524711662578,0.17343481618797957
1084,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0,ARGweaver,per site,retained,rooted,KC,3.6722793006192838,0.2515410448859521
1085,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0,ARGweaver,per site,retained,rooted,RF,1.7708747500000002,0.16372296288216978
1087,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0,ARGweaver,per site,retained,unrooted,RF,1.3767459499999997,0.14876296058352986
1088,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0,ARGweaver,per site,retained,unrooted,SPR,0.5835948,0.0640571620430774
1089,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0,ARGweaver,per site,retained,unrooted,path,3.363725629216224,0.31090805657328857
1091,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0,RentPlus,per site,retained,rooted,KC,8.720273237904237,0.12620172948115366
1092,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0,RentPlus,per site,retained,rooted,RF,6.619919761904761,0.16553677248401247
1093,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0,RentPlus,per site,retained,unrooted,RF,5.693142857142858,0.17345284213176557
1094,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0,RentPlus,per site,retained,unrooted,SPR,1.852224285714286,0.051528538027294124
1095,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0,RentPlus,per site,retained,unrooted,path,10.66602097624856,0.24250589831102015
1096,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0,fastARG,per site,retained,rooted,KC,14.844834659011676,0.2236890718513819
1097,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0,fastARG,per site,retained,rooted,RF,12.898691191166403,0.18770380861134187
1099,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0,fastARG,per site,retained,unrooted,RF,10.371575136243745,0.17343139969818938
1100,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0,fastARG,per site,retained,unrooted,SPR,3.0632722633203704,0.04481410428433995
1101,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0,fastARG,per site,retained,unrooted,path,16.029851918183194,0.24199450998655525
1103,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0,tsinfer,per site,broken,rooted,KC,5.623859532924956,0.08407495549703925
1104,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0,tsinfer,per site,broken,rooted,RF,5.431131861693842,0.10950690487524783
1106,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0,tsinfer,per site,broken,unrooted,RF,5.078193470995598,0.10600823365124983
1107,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0,tsinfer,per site,broken,unrooted,SPR,1.7133981030100172,0.03453131678379741
1108,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0,tsinfer,per site,broken,unrooted,path,9.496929691990637,0.1410075595297559
1110,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0,tsinfer,per site,retained,rooted,KC,5.327823429473256,0.07896703178081559
1114,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0,tsinfer,per site,retained,unrooted,SPR,1.2974287454814963,0.03686517027707815
1115,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0,tsinfer,per site,retained,unrooted,path,10.216385867013178,0.15973129155099028
1117,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.01,ARGweaver,per site,retained,rooted,KC,3.523788193939637,0.23382030485629857
1118,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.01,ARGweaver,per site,retained,rooted,RF,1.436205,0.11912504538580179
1120,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.01,ARGweaver,per site,retained,unrooted,RF,1.0211356470588235,0.11215473692533559
1121,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.01,ARGweaver,per site,retained,unrooted,SPR,0.434792,0.047740612675619215
1122,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.01,ARGweaver,per site,retained,unrooted,path,2.6690132439331555,0.2591142625426889
1124,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.01,RentPlus,per site,retained,rooted,KC,8.6392355763922,0.09839968811480902
1125,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.01,RentPlus,per site,retained,rooted,RF,6.623176666666665,0.16248493372766862
1126,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.01,RentPlus,per site,retained,unrooted,RF,5.680000888888888,0.17488240312943287
1127,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.01,RentPlus,per site,retained,unrooted,SPR,1.8722471111111108,0.05149561243727588
1128,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.01,RentPlus,per site,retained,unrooted,path,10.508082202707007,0.22285749852583367
1129,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.01,fastARG,per site,retained,rooted,KC,14.364769693715019,0.17920134172576585
1130,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.01,fastARG,per site,retained,rooted,RF,12.73596375894342,0.18136199532643404
1132,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.01,fastARG,per site,retained,unrooted,RF,10.347611651740339,0.18776435433704367
1133,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.01,fastARG,per site,retained,unrooted,SPR,3.077822732974697,0.0496970958355858
1134,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.01,fastARG,per site,retained,unrooted,path,15.854761130294285,0.24902446156505784
1136,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.01,tsinfer,per site,broken,rooted,KC,6.146585415850309,0.08736113386267362
1137,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.01,tsinfer,per site,broken,rooted,RF,5.676579670649631,0.11050398968594592
1139,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.01,tsinfer,per site,broken,unrooted,RF,5.231373928719051,0.10786605333153039
1140,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.01,tsinfer,per site,broken,unrooted,SPR,1.750718194075617,0.034062737850917894
1141,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.01,tsinfer,per site,broken,unrooted,path,9.712143619310629,0.1439058837227343
1143,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.01,tsinfer,per site,retained,rooted,KC,5.887294714638508,0.08287622839949618
1147,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.01,tsinfer,per site,retained,unrooted,SPR,1.3495795418329797,0.03794539881485383
1148,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.01,tsinfer,per site,retained,unrooted,path,10.398352020783388,0.15719091726406761
1150,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.02,ARGweaver,per site,retained,rooted,KC,3.3187135852967846,0.19292910367477525
1151,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.02,ARGweaver,per site,retained,rooted,RF,1.6483770952380952,0.16081477620790222
1153,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.02,ARGweaver,per site,retained,unrooted,RF,1.2768542380952383,0.15546362189122048
1154,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.02,ARGweaver,per site,retained,unrooted,SPR,0.5046724047619048,0.054612141650933074
1155,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.02,ARGweaver,per site,retained,unrooted,path,3.132586341624805,0.33452667559533067
1157,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.02,RentPlus,per site,retained,rooted,KC,8.616541766837429,0.11098014989275301
1158,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.02,RentPlus,per site,retained,rooted,RF,6.411621388888889,0.1904674620202542
1159,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.02,RentPlus,per site,retained,unrooted,RF,5.432249722222225,0.2001198404954352
1160,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.02,RentPlus,per site,retained,unrooted,SPR,1.7851911111111112,0.0604330374077116
1161,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.02,RentPlus,per site,retained,unrooted,path,10.260728923894298,0.2521667202050254
1162,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.02,fastARG,per site,retained,rooted,KC,14.417003379879791,0.194553232088195
1163,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.02,fastARG,per site,retained,rooted,RF,12.831492405056126,0.1942015542662427
1165,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.02,fastARG,per site,retained,unrooted,RF,10.420720992369903,0.18811865117329954
1166,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.02,fastARG,per site,retained,unrooted,SPR,3.093125856921908,0.048333998201065057
1167,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.02,fastARG,per site,retained,unrooted,path,15.853918874829118,0.23623098310053917
1169,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.02,tsinfer,per site,broken,rooted,KC,6.49632409483187,0.08022997206704482
1170,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.02,tsinfer,per site,broken,rooted,RF,5.838933759517431,0.11046409697187945
1172,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.02,tsinfer,per site,broken,unrooted,RF,5.316598698734109,0.10840241412707174
1173,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.02,tsinfer,per site,broken,unrooted,SPR,1.7860169816434779,0.034548484447551195
1174,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.02,tsinfer,per site,broken,unrooted,path,9.831239777306575,0.13859867347377824
1176,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.02,tsinfer,per site,retained,rooted,KC,6.2502944540297385,0.07860928049991628
1180,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.02,tsinfer,per site,retained,unrooted,SPR,1.3796369518894336,0.03729815904586986
1181,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,0.02,tsinfer,per site,retained,unrooted,path,10.577700688334417,0.15650096938389055
1183,5000,100000,16,1e-08,3.5000000000000016e-06,0,0,ARGweaver,per site,retained,rooted,KC,2.343667416570586,0.21953929294463193
1184,5000,100000,16,1e-08,3.5000000000000016e-06,0,0,ARGweaver,per site,retained,rooted,RF,0.4767033333333333,0.04546440973923305
1186,5000,100000,16,1e-08,3.5000000000000016e-06,0,0,ARGweaver,per site,retained,unrooted,RF,0.191994,0.02908872252291516
1187,5000,100000,16,1e-08,3.5000000000000016e-06,0,0,ARGweaver,per site,retained,unrooted,SPR,0.0833491515151515,0.014643131153979803
1188,5000,100000,16,1e-08,3.5000000000000016e-06,0,0,ARGweaver,per site,retained,unrooted,path,0.5946744028363907,0.0983522497622953
1190,5000,100000,16,1e-08,3.5000000000000016e-06,0,0,RentPlus,per site,retained,rooted,KC,6.467625610483775,0.10266190380113878
1191,5000,100000,16,1e-08,3.5000000000000016e-06,0,0,RentPlus,per site,retained,rooted,RF,1.9554099999999992,0.058029749206034105
1192,5000,100000,16,1e-08,3.5000000000000016e-06,0,0,RentPlus,per site,retained,unrooted,RF,0.5885888095238095,0.061570013114258304
1193,5000,100000,16,1e-08,3.5000000000000016e-06,0,0,RentPlus,per site,retained,unrooted,SPR,0.20900000000000002,0.023434267985128925
1194,5000,100000,16,1e-08,3.5000000000000016e-06,0,0,RentPlus,per site,retained,unrooted,path,1.5440964755492705,0.1514794884486197
1195,5000,100000,16,1e-08,3.5000000000000016e-06,0,0,fastARG,per site,retained,rooted,KC,11.60185363658984,0.32287950036666035
1196,5000,100000,16,1e-08,3.5000000000000016e-06,0,0,fastARG,per site,retained,rooted,RF,3.361750888244839,0.11384398846464357
1198,5000,100000,16,1e-08,3.5000000000000016e-06,0,0,fastARG,per site,retained,unrooted,RF,0.47404579238888267,0.048971188475026836
1199,5000,100000,16,1e-08,3.5000000000000016e-06,0,0,fastARG,per site,retained,unrooted,SPR,0.1978719435995568,0.022022392332881037
1200,5000,100000,16,1e-08,3.5000000000000016e-06,0,0,fastARG,per site,retained,unrooted,path,1.363847413832812,0.13174782460283116
1202,5000,100000,16,1e-08,3.5000000000000016e-06,0,0,tsinfer,per site,broken,rooted,KC,0.8133350861211186,0.049800160650906984
1203,5000,100000,16,1e-08,3.5000000000000016e-06,0,0,tsinfer,per site,broken,rooted,RF,0.4663277404776043,0.03446370505405296
1205,5000,100000,16,1e-08,3.5000000000000016e-06,0,0,tsinfer,per site,broken,unrooted,RF,0.42887758381354923,0.03404514766843823
1206,5000,100000,16,1e-08,3.5000000000000016e-06,0,0,tsinfer,per site,broken,unrooted,SPR,0.18871433343462737,0.015634492483157948
1207,5000,100000,16,1e-08,3.5000000000000016e-06,0,0,tsinfer,per site,broken,unrooted,path,1.2714899622376314,0.09536021987620949
1209,5000,100000,16,1e-08,3.5000000000000016e-06,0,0,tsinfer,per site,retained,rooted,KC,0.8288753416639179,0.05145284675519855
1213,5000,100000,16,1e-08,3.5000000000000016e-06,0,0,tsinfer,per site,retained,unrooted,SPR,0.16286240612436598,0.013114423602094838
1214,5000,100000,16,1e-08,3.5000000000000016e-06,0,0,tsinfer,per site,retained,unrooted,path,1.33809547552129,0.10248904280788385
1216,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.01,ARGweaver,per site,retained,rooted,KC,2.530717375350807,0.22915598800357387
1217,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.01,ARGweaver,per site,retained,rooted,RF,0.61293075,0.06078031524537039
1219,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.01,ARGweaver,per site,retained,unrooted,RF,0.29450409999999994,0.04969533122351764
1220,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.01,ARGweaver,per site,retained,unrooted,SPR,0.13075055,0.023696256164779675
1221,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.01,ARGweaver,per site,retained,unrooted,path,0.8919936266911964,0.1466067609727799
1223,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.01,RentPlus,per site,retained,rooted,KC,6.442329918070543,0.11418636008395402
1224,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.01,RentPlus,per site,retained,rooted,RF,2.0052191176470586,0.05049458463643048
1225,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.01,RentPlus,per site,retained,unrooted,RF,0.6888264705882354,0.06725561572200932
1226,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.01,RentPlus,per site,retained,unrooted,SPR,0.24639294117647068,0.025705708639233646
1227,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.01,RentPlus,per site,retained,unrooted,path,1.8415046007920632,0.18315940953154194
1228,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.01,fastARG,per site,retained,rooted,KC,11.658491166899381,0.37262080791003493
1229,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.01,fastARG,per site,retained,rooted,RF,3.4054852917588536,0.12876335094003005
1231,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.01,fastARG,per site,retained,unrooted,RF,0.45285935262496646,0.047011532782199446
1232,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.01,fastARG,per site,retained,unrooted,SPR,0.1933005984456013,0.02141827384844836
1233,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.01,fastARG,per site,retained,unrooted,path,1.2910697932887594,0.12166906818674593
1235,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.01,tsinfer,per site,broken,rooted,KC,1.804637085363282,0.0732637343699528
1236,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.01,tsinfer,per site,broken,rooted,RF,0.9470258804637419,0.047292644343008346
1238,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.01,tsinfer,per site,broken,unrooted,RF,0.788304359374769,0.046483485818651075
1239,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.01,tsinfer,per site,broken,unrooted,SPR,0.33436468843169864,0.019086659285668738
1240,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.01,tsinfer,per site,broken,unrooted,path,2.2216689879899905,0.1198205139734119
1242,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.01,tsinfer,per site,retained,rooted,KC,1.8481382780504336,0.0763373758496014
1246,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.01,tsinfer,per site,retained,unrooted,SPR,0.24340467416181188,0.016617389187203777
1247,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.01,tsinfer,per site,retained,unrooted,path,2.4959569736825187,0.12938059586418083
1249,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.02,ARGweaver,per site,retained,rooted,KC,2.6700725210529854,0.20993737515202116
1250,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.02,ARGweaver,per site,retained,rooted,RF,0.5983931724137933,0.04552859829150611
1252,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.02,ARGweaver,per site,retained,unrooted,RF,0.23807268965517242,0.03803155765528737
1253,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.02,ARGweaver,per site,retained,unrooted,SPR,0.10712072413793104,0.01892698345437041
1254,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.02,ARGweaver,per site,retained,unrooted,path,0.7072105406061142,0.10367331142853259
1256,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.02,RentPlus,per site,retained,rooted,KC,6.469872024994021,0.08761061444704844
1257,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.02,RentPlus,per site,retained,rooted,RF,1.9266118181818177,0.03838606558376809
1258,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.02,RentPlus,per site,retained,unrooted,RF,0.5776425000000001,0.044973353052571316
1259,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.02,RentPlus,per site,retained,unrooted,SPR,0.20869420454545456,0.017472666443519434
1260,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.02,RentPlus,per site,retained,unrooted,path,1.5808296095549323,0.11951305019684362
1261,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.02,fastARG,per site,retained,rooted,KC,11.861335109943429,0.34363496402070753
1262,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.02,fastARG,per site,retained,rooted,RF,3.4346299396387994,0.12177771562626907
1264,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.02,fastARG,per site,retained,unrooted,RF,0.4696067100438459,0.04755698106816424
1265,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.02,fastARG,per site,retained,unrooted,SPR,0.2011725964375182,0.021591552895697388
1266,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.02,fastARG,per site,retained,unrooted,path,1.3621368654459496,0.12350644837634074
1268,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.02,tsinfer,per site,broken,rooted,KC,2.5703623104873565,0.07710619670078425
1269,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.02,tsinfer,per site,broken,rooted,RF,1.3533090659906863,0.04721766006368959
1271,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.02,tsinfer,per site,broken,unrooted,RF,1.1037349390373905,0.0468384918290259
1272,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.02,tsinfer,per site,broken,unrooted,SPR,0.4617649554774538,0.019212331258310154
1273,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.02,tsinfer,per site,broken,unrooted,path,3.006605898892697,0.11396469448863762
1275,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.02,tsinfer,per site,retained,rooted,KC,2.6296348814487023,0.08038166660770475
1279,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.02,tsinfer,per site,retained,unrooted,SPR,0.30446647842057784,0.015896154922565443
1280,5000,100000,16,1e-08,3.5000000000000016e-06,0,0.02,tsinfer,per site,retained,unrooted,path,3.4640432928795297,0.12839614097453173
1282,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0,ARGweaver,per site,retained,rooted,KC,2.8455737309571325,0.19007778935258793
1283,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0,ARGweaver,per site,retained,rooted,RF,0.9414284102564104,0.09520745145817927
1285,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0,ARGweaver,per site,retained,unrooted,RF,0.6093258974358975,0.09330332483646113
1286,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0,ARGweaver,per site,retained,unrooted,SPR,0.2411262564102564,0.0318051209033134
1287,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0,ARGweaver,per site,retained,unrooted,path,1.5896565297911829,0.21284948572808132
1289,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0,RentPlus,per site,retained,rooted,KC,8.338162291343155,0.09673672455290641
1290,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0,RentPlus,per site,retained,rooted,RF,6.423005172413792,0.19387435024815178
1291,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0,RentPlus,per site,retained,unrooted,RF,5.484077586206899,0.21694060924722106
1292,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0,RentPlus,per site,retained,unrooted,SPR,1.8162656896551725,0.06515539477724828
1293,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0,RentPlus,per site,retained,unrooted,path,10.177719819429573,0.27939352741995244
1294,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0,fastARG,per site,retained,rooted,KC,14.55379385436275,0.19973684454971347
1295,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0,fastARG,per site,retained,rooted,RF,12.844018566732144,0.20040595491204186
1297,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0,fastARG,per site,retained,unrooted,RF,10.317832854521784,0.18489547809627926
1298,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0,fastARG,per site,retained,unrooted,SPR,3.083031806434663,0.047280244065809156
1299,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0,fastARG,per site,retained,unrooted,path,15.644399361071217,0.22613635128086723
