Unnamed: 0,replicate,sample_size,Ne,length,recombination_rate,mutation_rate,error_param,edges,n_trees,n_sites,seed,ancestral_state_error_param,RentPlus_completed,fastARG_completed,tsinfer_completed,ARGweaver_completed,tsinfer_max_polytomy,tsinfer_2_pathunrooted,tsinfer_2_wRFunrooted,tsinfer_2_RFunrooted,tsinfer_edges,tsinfer_2_KCrooted,tsinfer_2_SPRunrooted,tsinfer_var_polytomy,tsinfer_0_RFrooted,tsinfer_0_wRFunrooted,tsinfer_0_RFunrooted,tsinfer_2_RFrooted,tsinfer_cputime,tsinfer_memory,tsinfer_0_KCrooted,tsinfer_0_SPRunrooted,tsinfer_0_pathunrooted,tsinfer_ts_filesize,tsinfer_2_wRFrooted,tsinfer_mean_polytomy,tsinfer_0_wRFrooted,fastARG_0_RFunrooted,fastARG_ts_filesize,fastARG_0_KCrooted,fastARG_0_SPRunrooted,fastARG_0_pathunrooted,fastARG_cputime,fastARG_0_wRFunrooted,fastARG_0_RFrooted,fastARG_edges,fastARG_0_wRFrooted,fastARG_memory,RentPlus_0_KCrooted,RentPlus_0_RFunrooted,RentPlus_memory,RentPlus_cputime,RentPlus_0_wRFunrooted,RentPlus_0_SPRunrooted,RentPlus_0_pathunrooted,RentPlus_0_RFrooted,RentPlus_0_wRFrooted,ARGweaver_0_wRFunrooted,ARGweaver_cputime,ARGweaver_iterations,ARGweaver_0_RFunrooted,ARGweaver_memory,ARGweaver_0_SPRunrooted,ARGweaver_0_pathunrooted,ARGweaver_ts_filesize,ARGweaver_edges,ARGweaver_0_wRFrooted,ARGweaver_0_RFrooted,ARGweaver_0_KCrooted
10,0,16,5000,100000,1e-08,1.4898859031336945e-08,EmpiricalErrorPlatinum1000G,208,56,87,1137898847,0.01,True,True,True,False,12.0,20.085333307203445,64529.35666385964,12.965539169550388,98.0,14.12388161763599,3.522294649218632,7.5763888888888875,12.964435595086801,64529.35666385963,11.586013072193206,14.41727564302391,0.48,57651200.0,12.571667956705994,,20.763114345321,13964.0,64531.12843251581,4.083333333333333,64531.12843251581,10.424031223951241,12060.0,15.877661107462902,3.280768148074497,17.651800587505782,0.0,64107.002493098924,13.280068726404114,91.0,64117.739798755196,2064384.0,14.670567070177787,13.36368,87851008.0,2.25,,3.43023,19.59195806020867,14.82041,,,,,,,,,,,,,
11,0,16,5000,100000,1e-08,1.4898859031336945e-08,EmpiricalErrorPlatinum1000G,208,56,87,1137898847,0.02,False,True,True,True,13.0,18.454849482017213,64525.70575558008,12.140063669338383,100.0,13.375436036800759,3.2705517167493907,5.541838134430726,12.128456166106501,64525.70575558008,10.903341773395708,13.383093384100338,0.47,57683968.0,12.148294794502714,,19.390395524680926,14108.0,64527.09865327501,3.7037037037037037,64527.098653275,9.078984286142617,11836.0,13.239292907142937,2.6424817288867524,16.150211820773137,0.0,64171.30447742175,11.444554862249575,86.0,64177.524489642194,2088960.0,,,,,,,,,,57957.928739115014,2314.54,"0,20,40,60,80,100,120,140,160,180",12.527961999999999,197107712.0,3.48186,19.867013180144404,13175.2,207.1,58892.41026118683,13.849146,15.04291274457342
12,0,16,5000,100000,1e-08,4.439520008713e-08,0,177,47,283,716355064,0,True,False,True,True,13.0,14.532857411361706,61627.2858941609,8.974756651868542,128.0,9.52974558732348,2.3396165613548168,7.1913580246913575,9.410628876510255,61627.28589416091,8.753547409345204,9.647130061024363,0.5,58060800.0,9.690803349264886,2.242248862555244,14.737487142309387,23060.0,61628.3855416804,3.5555555555555562,61628.38554168043,,,,,,,,,,,,10.132606223201146,9.62466,207388672.0,5.5,,2.617795,14.754513012840482,10.44976,,38135.69489113971,2539.2799999999997,"0,20,40,60,80,100,120,140,160,180",7.771801999999999,201846784.0,2.274561,13.338566760635421,13031.2,203.2,38404.85848723494,8.39301,8.449228753948894
13,0,16,5000,100000,1e-08,4.439520008713e-08,0,177,47,283,716355064,0.01,False,False,True,False,14.0,14.661101647655272,61624.117507811374,8.967085396327924,130.0,9.815482003536431,2.330921306272088,7.682098765432098,9.410088074383756,61624.117507811345,8.753006607218701,9.633016834488362,0.49,57815040.0,9.877973515983905,2.228395033498788,14.914728271223796,23124.0,61625.604401378936,3.611111111111111,61625.604401378936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,16,5000,100000,1e-08,4.439520008713e-08,0,177,47,283,716355064,0.02,False,True,True,False,14.0,14.344941768107404,61622.292142134014,8.709930803604411,137.0,9.143022166898195,2.29768667830968,7.1216305062458884,9.00626050174903,61622.29214213399,8.445869690261196,9.285011557083015,0.48,57790464.0,9.260069393784374,2.2476011053031724,15.109661800006974,23444.0,61623.659811597674,3.5128205128205128,61623.659811597674,8.20834361384183,20140.0,11.347236627750409,2.3236855777603598,14.506487151834301,0.0,61183.740686444056,9.785131733122011,99.0,61186.337775237094,2093056.0,,,,,,,,,,,,,,,,,,,,,
15,0,16,5000,100000,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,177,47,283,716355064,0,False,False,True,False,24.0,16.08705833359427,61624.264831797635,11.14818605550699,255.0,10.387496469116352,2.9704921506627118,15.854875283446713,10.461698993057228,61624.26483179763,9.751512049195467,11.897861095121412,0.51,57651200.0,9.9290264605511,2.225752064751466,16.597993697435815,27796.0,61625.18289879426,4.047619047619048,61625.18289879426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0,16,5000,100000,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,177,47,283,716355064,0.01,False,True,True,False,29.0,17.187714323511308,61618.48363521554,10.631802624249094,261.0,11.421628710946347,2.780783081457705,17.424036281179138,10.783311239308086,61618.483635215525,10.015778557110565,11.435050929547293,0.5,58101760.0,10.74105689863082,2.500185106414963,17.702692254107667,27988.0,61619.543519765626,4.142857142857143,61619.543519765626,12.483475892720492,23484.0,13.1857612313304,3.6826641640406113,17.651540408001477,0.0,60907.950532676885,14.504298138510515,186.0,60913.22434488049,2068480.0,,,,,,,,,,,,,,,,,,,,,
17,0,16,5000,100000,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,177,47,283,716355064,0.02,True,True,True,False,30.0,15.681951136673973,61620.72406109901,10.034916199447848,228.0,10.800005470193536,2.58029881877857,20.269752066115704,10.24386752346436,61620.724061099005,9.41522086155881,10.8921520036105,0.49,57208832.0,10.60771879341442,2.70868240960988,16.857237937511954,26724.0,61622.5637785672,4.1454545454545455,61622.563778567186,11.378838232112598,23068.0,15.499735555622038,3.067404314346346,17.013714650375167,0.0,60991.376779875856,14.014582358599814,174.0,60997.668085329075,2093056.0,9.922973171574112,10.65665,217542656.0,5.8999999999999995,,3.07586,15.629469796238538,11.38318,,,,,,,,,,,,,
18,0,16,5000,100000,1e-08,1.3228756555322952e-07,0,221,61,836,309401769,0,False,True,True,True,22.0,10.225848602710382,66227.0115564227,4.238646542223655,263.0,8.480336861956285,1.2896924189128258,12.51341715143554,4.34109486533045,66227.01155642273,3.9182295173208894,4.670339716110447,0.55,58134528.0,8.433126911335055,0.997771761603086,10.819491484780428,50412.0,66228.26324834037,3.602739726027397,66228.26324834039,5.415828515144293,46548.0,11.820791576747434,1.714332051005907,11.867798251803075,0.0,65396.92100911328,7.39064850015465,209.0,65404.674054813135,2097152.0,,,,,,,,,,27966.86201343724,2061.14,"0,20,40,60,80,100,120,140,160,180",3.798474,157364224.0,1.2355040000000002,8.990493129078311,14799.2,248.6,28127.348968452126,4.1052,6.183107074530641
19,0,16,5000,100000,1e-08,1.3228756555322952e-07,0,221,61,836,309401769,0.01,True,True,True,False,30.0,10.31446861828547,66225.76775940228,4.208517324526712,303.0,8.949355674751324,1.2386656559763631,18.571733333333334,4.486203978448124,66225.76775940228,3.906968106418365,4.814055171307662,0.56,57933824.0,8.706666258961821,0.8812346028376259,10.69750046165114,51740.0,66227.34822965752,4.04,66227.34822965754,5.415828515144293,46548.0,11.820791576747434,1.714332051005907,11.867798251803075,0.0,65396.92100911328,7.39064850015465,209.0,65404.674054813135,2162688.0,9.788462588413196,4.8792,464015360.0,11.950000000000001,,1.33554,10.739168892030367,5.72086,,,,,,,,,,,,,
20,0,16,5000,100000,1e-08,1.3228756555322952e-07,0,221,61,836,309401769,0.02,True,False,True,False,44.0,10.393709018433544,66226.72021137505,4.5464432262424035,350.0,9.00320973983074,1.3210721312114764,24.454028925619834,4.799736009235301,66226.72021137508,4.259770309989906,5.095781695961627,0.56,58114048.0,8.769947292254024,0.9741126555711156,10.673340648103908,53532.0,66227.99469248972,3.977272727272727,66227.9946924897,,,,,,,,,,,,9.788462588413196,4.8792,451170304.0,10.83,,1.33554,10.739168892030367,5.72086,,,,,,,,,,,,,
21,0,16,5000,100000,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,221,61,836,309401769,0,False,True,True,False,67.0,13.039078050511494,66225.83786557433,6.695343070486356,711.0,10.07418010178115,1.9019908069720919,40.68112382934443,6.774585290458658,66225.83786557433,6.196785695050581,7.301661159157151,0.6000000000000001,58494976.0,9.929409015374704,1.5546441500299546,13.721408360380735,66716.0,66227.24316364735,4.587096774193548,66227.24316364732,10.86206089808865,67220.0,20.898064346741496,3.113507914502813,16.888636460435706,0.01,64141.30864834947,14.03936760010054,745.0,64178.73247526852,2121728.0,,,,,,,,,,,,,,,,,,,,,
22,0,16,5000,100000,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,221,61,836,309401769,0.01,False,False,True,True,60.0,13.831975497694913,66226.37284882227,7.008387281006203,605.0,10.168194767694214,2.0714719718028767,39.65684730098719,6.954506053663293,66226.37284882227,6.3806060504032125,7.6279601771145975,0.6000000000000001,58171392.0,10.16182019744672,2.084206766477664,14.637804471810794,62892.0,66227.67783423423,4.384057971014493,66227.67783423424,,,,,,,,,,,,,,,,,,,,,30974.323888558214,2178.27,"0,20,40,60,80,100,120,140,160,180",3.9218339999999996,158392320.0,1.1696170000000001,8.247542745048216,16871.2,302.9,31237.37778164981,4.211869999999999,5.7992467474462845
