Unnamed: 0,Unnamed: 0.1,replicate,sample_size,Ne,length,recombination_rate,mutation_rate,error_param,edges,n_trees,n_sites,seed,ts_filesize,vcf_filesize,vcfgz_filesize,tsinfer_completed,tsinfer_cputime,tsinfer_var_polytomy,tsinfer_edges,tsinfer_memory,tsinfer_max_polytomy,tsinfer_mean_polytomy,tsinfer_ts_filesize,internal_nodes,internal_nodes_with_mutations
559,559,4,60000,5000,50000000,1e-08,1e-08,0,538026,109745,116227,570230646,26333644,13950873967,378045362,True,81173.61,1389.4690707602704,432318.0,8310616064.0,10335.0,5.570821091696304,22751892.0,135656,40873
560,560,4,60000,5000,50000000,2e-08,1e-08,0,950781,217939,115654,532805843,41204220,13882097221,376905610,True,91656.23,2624.129410470894,616855.0,8350830592.0,15482.0,6.698829329742409,28981692.0,205830,52530
561,561,4,65000,5000,50000000,5e-09,1e-08,0,340440,55280,117660,598834242,19440340,15299500037,403840668,True,84951.6,747.5704163250161,308775.0,8510554112.0,6793.0,4.930381464863396,18696412.0,104614,32337
562,562,4,65000,5000,50000000,1e-08,1e-08,0,549791,110198,117368,1820620571,27006340,15261531324,404684033,True,91537.02,1384.6603787455194,440675.0,8926171136.0,10389.0,5.598930209511224,23291444.0,141191,41524
563,563,4,65000,5000,50000000,2e-08,1e-08,0,963787,218696,116446,19956896,41925980,15141645043,405807125,True,95883.04,2554.5981118065315,627028.0,9020571648.0,15399.0,6.698873955684707,29575324.0,212308,53456
564,564,4,70000,5000,50000000,5e-09,1e-08,0,353844,56187,118498,242394223,20161404,16593469195,444721170,True,92972.71,739.5950463799246,314862.0,9161297920.0,6795.0,4.967296133276538,19142948.0,110459,32913
565,565,4,70000,5000,50000000,1e-08,1e-08,0,559449,109967,116851,67599211,27540604,16362841449,434695420,True,100784.62,1306.1180942664262,441384.0,9453674496.0,10082.0,5.611574450772986,23492212.0,146393,41662
566,566,4,70000,5000,50000000,2e-08,1e-08,0,985668,221760,118167,1933431991,42976508,16547119725,442673195,True,104884.66,2533.3068838556383,642025.0,9765343232.0,15497.0,6.712582989178734,30373116.0,219181,54057
567,567,4,75000,5000,50000000,5e-09,1e-08,0,363600,56062,118873,1940299695,20724196,17834735312,477223301,True,96771.3,771.626523527961,321059.0,9697288192.0,6980.0,5.006455737653791,19574076.0,115307,33407
568,568,4,75000,5000,50000000,1e-08,1e-08,0,569247,110001,116128,986847209,28072868,17422905629,457974007,True,97400.78,1314.1192045995122,448725.0,9934495744.0,10143.0,5.66872583946032,23910260.0,151652,42061
569,569,4,75000,5000,50000000,2e-08,1e-08,0,999765,222869,118087,1098166721,43698780,17716812611,471581729,True,110807.06,2458.218617617537,650159.0,10337230848.0,15304.0,6.760377240776943,30842844.0,225606,54523
570,570,4,80000,5000,50000000,5e-09,1e-08,0,373908,56134,118590,1349350054,21286124,18978201476,494440288,True,102835.57,676.2860789933744,327276.0,10079006720.0,6542.0,5.0714518153502866,19971372.0,120425,33550
571,571,4,80000,5000,50000000,1e-08,1e-08,0,584144,111157,117501,1834736608,28868036,18803930045,488352193,True,105823.08,1236.389883683603,456373.0,10534158336.0,9901.0,5.685261544977763,24436692.0,157748,42675
572,572,4,80000,5000,50000000,2e-08,1e-08,0,1012946,223365,118287,2041784629,44363644,18929713213,499682562,True,125506.19,2581.2326649390416,659169.0,10894811136.0,15781.0,6.76945591225584,31368012.0,230418,55091
573,573,4,85000,5000,50000000,5e-09,1e-08,0,379773,55096,116883,14992781,21635772,19873888304,518941599,True,108694.1,672.4286101334727,326411.0,10404225024.0,6483.0,5.113514953080696,20058628.0,124876,33608
574,574,4,85000,5000,50000000,1e-08,1e-08,0,595119,111391,118743,1099145440,29505292,20190141338,525856132,True,111222.82,1221.6246240070595,463025.0,11226787840.0,9893.0,5.706283967809916,24920108.0,162700,43032
575,575,4,85000,5000,50000000,2e-08,1e-08,0,1027606,224594,119504,1470574106,45164804,20319533074,531188867,True,132064.12999999998,2393.984307776257,668155.0,11599446016.0,15263.0,6.796685858442007,31926612.0,237326,55709
576,576,4,90000,5000,50000000,5e-09,1e-08,0,399316,57428,120739,247511076,22686668,21736933918,569372244,True,118254.14,756.6276096160541,342532.0,11358068736.0,7024.0,5.152096745081524,20992340.0,131501,34840
577,577,4,90000,5000,50000000,1e-08,1e-08,0,609677,112509,119702,173566014,30273116,21550243809,548371178,True,121373.09,1268.9560050525822,474126.0,11915055104.0,10176.0,5.736759954989291,25549788.0,168763,43820
578,578,4,90000,5000,50000000,2e-08,1e-08,0,1042440,225728,120208,1540870293,45917092,21641338558,562084130,True,129971.75,2386.0677424920154,679458.0,12282757120.0,15346.0,6.81290671907431,32550660.0,242778,55905
579,579,4,95000,5000,50000000,5e-09,1e-08,0,406736,56782,119859,1792792503,23119692,22777123065,577990191,True,112454.37,658.5102119535276,345351.0,11710828544.0,6531.0,5.208442674871052,21243092.0,136044,34913
580,580,4,95000,5000,50000000,1e-08,1e-08,0,623922,113692,120553,4303043,31024964,22909003076,585725523,True,127139.35,1368.527452236496,482786.0,12561154048.0,10633.0,5.772121328056812,26084812.0,174750,44433
581,581,4,95000,5000,50000000,2e-08,1e-08,0,1056240,226555,120073,1789529206,46619492,22817789973,586844647,True,142622.04,2378.747355243472,687812.0,12967120896.0,15377.0,6.845194613907107,33030604.0,248858,56462
582,582,4,100000,5000,50000000,5e-09,1e-08,0,418311,57208,121272,2074576326,23800836,24258379103,622181023,True,125902.23,671.1722853937865,353974.0,12452769792.0,6649.0,5.2459244768510285,21803604.0,141754,35441
583,583,4,100000,5000,50000000,1e-08,1e-08,0,636827,114516,121263,1140411656,31724732,24256579059,632376524,True,108677.32,1301.7586455174064,488945.0,13158514688.0,10409.0,5.795659285951353,26527644.0,180576,44716
584,584,4,100000,5000,50000000,2e-08,1e-08,0,1068328,227260,120772,328377341,47298916,24158364486,621924652,True,149589.19999999998,2484.875638204584,695560.0,13694402560.0,15795.0,6.8552392966963644,33530076.0,254943,56913
585,585,5,5000,5000,50000000,5e-09,1e-08,0,167046,41906,90566,456820406,9694812,908287790,31728075,True,6840.4000000000015,1073.8907132155127,188779.0,1228500992.0,6512.0,4.749515686718494,10823660.0,32641,17045
586,586,5,5000,5000,50000000,1e-08,1e-08,0,324583,84006,90461,218555024,15358724,907234834,31984973,True,6700.8,1908.3021735189602,280231.0,1221967872.0,9889.0,5.441061685727044,14028068.0,58754,25131
587,587,5,5000,5000,50000000,2e-08,1e-08,0,646513,169669,91741,1208157501,26960532,920072044,32298617,True,6864.06,3326.906356080519,414804.0,1151381504.0,14549.0,6.490642799023597,18683300.0,110896,36009
588,588,5,10000,5000,50000000,5e-09,1e-08,0,191985,45668,97767,138429021,11081052,1958197593,64276785,True,13656.1,937.4191737053177,210729.0,2003697664.0,6449.0,4.713135470018563,12133228.0,40747,20188
589,589,5,10000,5000,50000000,1e-08,1e-08,0,364556,91467,98034,808959732,17311116,1963545073,63187337,True,13772.84,1732.6557722293298,313714.0,1897332736.0,9953.0,5.455231537030275,15746532.0,69816,28767
590,590,5,10000,5000,50000000,2e-08,1e-08,0,706124,181791,98032,1683475528,29584948,1963505503,62786870,True,14695.83,3037.8129920857605,459054.0,1835704320.0,14546.0,6.556790264526081,20697428.0,125805,39957
591,591,5,15000,5000,50000000,5e-09,1e-08,0,208930,47301,99903,2109097240,11985116,3000031832,90661962,True,18727.81,854.1938447229575,223595.0,2518986752.0,6347.0,4.700237539677534,12899020.0,47442,22162
592,592,5,15000,5000,50000000,1e-08,1e-08,0,391025,95594,102440,1586756720,18649012,3076214647,95667632,True,21736.36,1639.0134707555615,334275.0,2566508544.0,10020.0,5.423108746086083,16879892.0,78293,31203
593,593,5,15000,5000,50000000,2e-08,1e-08,0,751744,190712,102558,1314661365,31623244,3079758061,95137675,True,23107.85,3002.3100697270092,491210.0,2481385472.0,14929.0,6.580703070574996,22218636.0,137741,42526
594,594,5,20000,5000,50000000,5e-09,1e-08,0,226972,49485,105470,874478467,13053948,4221924399,130259836,True,26353.15,917.3211336011923,236067.0,3237638144.0,6762.0,4.697663774576136,13785148.0,54106,24020
595,595,5,20000,5000,50000000,1e-08,1e-08,0,410911,97872,104494,1324287505,19656556,4182856381,125635214,True,28247.67,1584.5544102750782,349393.0,3236601856.0,10053.0,5.442004267713346,17707372.0,85507,32881
596,596,5,20000,5000,50000000,2e-08,1e-08,0,782832,196110,104982,1012659568,33053036,4202390532,128194638,True,29252.74,2965.1719168089203,511016.0,3176841216.0,15142.0,6.570947292623025,23224396.0,147027,44614
597,597,5,25000,5000,50000000,5e-09,1e-08,0,240291,50334,107186,1360135653,13808188,5362498546,159847645,True,31076.04,798.2808644334042,244920.0,3874193408.0,6425.0,4.690157027958637,14384308.0,60056,25362
598,598,5,25000,5000,50000000,1e-08,1e-08,0,432758,100950,106847,194890693,20733628,5345539468,158367804,True,34987.93,1615.7660123966946,363187.0,3882389504.0,10316.0,5.477272727272728,18493404.0,92531,34180
599,599,5,25000,5000,50000000,2e-08,1e-08,0,805303,198925,106383,987789232,34136540,5322325583,157724372,True,37020.07,2875.864359999237,526269.0,3828117504.0,15092.0,6.603787080258996,24014684.0,154993,45967
600,600,5,30000,5000,50000000,5e-09,1e-08,0,254349,51281,109176,1762947201,14595972,6553841103,189967097,True,38028.65,809.2721523284389,255927.0,4463316992.0,6580.0,4.736494364554994,15059652.0,65986,26472
601,601,5,30000,5000,50000000,1e-08,1e-08,0,449991,102688,109478,136402522,21665404,6571969063,190423711,True,42562.87,1573.7349990565408,375852.0,4602421248.0,10376.0,5.455828131804326,19265884.0,99211,35620
602,602,5,30000,5000,50000000,2e-08,1e-08,0,834644,203831,108223,1789929754,35470892,6496633041,189971143,True,44190.83,2769.673367795413,542794.0,4493934592.0,15006.0,6.6322181764864006,24868668.0,163557,47289
603,603,5,35000,5000,50000000,5e-09,1e-08,0,267874,52129,110229,1152269732,15324228,7719366065,221059081,True,44568.06,822.451933177186,263667.0,5002932224.0,6725.0,4.7482756757730185,15585364.0,71630,27427
604,604,5,35000,5000,50000000,1e-08,1e-08,0,463148,103562,109771,492102564,22358924,7687293092,218296725,True,49357.8,1474.725627985379,383190.0,5141307392.0,10136.0,5.458858054590005,19743764.0,105102,36464
605,605,5,35000,5000,50000000,2e-08,1e-08,0,859102,207681,110533,892138717,36654916,7740654992,221819719,True,53557.52,2805.3773794752396,559061.0,5170749440.0,15336.0,6.624965930771327,25742724.0,171623,48837
606,606,5,40000,5000,50000000,5e-09,1e-08,0,278697,52370,112181,1893646855,15995268,8977897714,255095950,True,50964.18,762.9249377516272,271025.0,5625995264.0,6562.0,4.748742838119601,16135956.0,77068,28478
607,607,5,40000,5000,50000000,1e-08,1e-08,0,477936,104697,111266,519184533,23162588,8904671079,249524571,True,54879.01,1467.5804392870646,391483.0,5712953344.0,10188.0,5.491646443250524,20295156.0,111503,37277
608,608,5,40000,5000,50000000,2e-08,1e-08,0,874765,209067,111849,315518059,37483364,8951328320,251022553,True,61920.45,2712.4594439663106,570876.0,5780860928.0,15208.0,6.647987702627167,26409068.0,178173,49302
609,609,5,45000,5000,50000000,5e-09,1e-08,0,291773,53118,113733,1860090356,16726164,10239456933,292929121,True,59426.79,826.1864801031185,279457.0,6243700736.0,6906.0,4.789979774433513,16698308.0,82630,29379
610,610,5,45000,5000,50000000,1e-08,1e-08,0,491596,105789,113216,923265060,23945140,10192912385,285775833,True,56447.15,1438.9843783696685,402296.0,6432514048.0,10220.0,5.496597895887416,20964804.0,117809,38407
611,611,5,45000,5000,50000000,2e-08,1e-08,0,891464,210594,113096,55090911,38347492,10182108796,287579763,True,70269.22,2673.7140258856743,582305.0,6459703296.0,15270.0,6.629381695640789,27071844.0,184940,50207
612,612,5,50000,5000,5000000,5e-09,1e-08,0,120705,5410,11503,1083904497,6808844,1150858658,31205506,True,1988.72,253.30720628726488,74386.0,663224320.0,621.0,9.552587646076796,5033500.0,54363,4630
613,613,5,50000,5000,10000000,5e-09,1e-08,0,140606,10725,22865,761441984,7970692,2287377008,61954507,True,5761.54,173.74075274342871,95566.0,1136041984.0,1228.0,6.880696954424366,6312204.0,58249,8118
614,614,5,50000,5000,15000000,5e-09,1e-08,0,161219,16078,34177,1396825350,9153540,3418904721,89720862,True,10315.83,223.51641545979462,118815.0,1732247552.0,1950.0,5.923866979109538,7656700.0,62139,11383
615,615,5,50000,5000,20000000,5e-09,1e-08,0,180812,21314,45440,2119982721,10301332,4545530948,127759114,True,14606.57,268.31099347302853,140943.0,2335834112.0,2518.0,5.479259806398941,8951284.0,66008,14224
616,616,5,50000,5000,25000000,5e-09,1e-08,0,202965,27050,57356,275908495,11554500,5737477020,158273969,True,20204.2,350.6369781930211,166439.0,3063001088.0,3266.0,5.217523510971787,10392044.0,69818,17265
617,617,5,50000,5000,30000000,5e-09,1e-08,0,221279,31939,67235,1309001216,12597644,6725664368,183529487,True,30182.78,442.04976053357836,187416.0,3613798400.0,3971.0,5.090889335578856,11576388.0,73222,19570
618,618,5,50000,5000,35000000,5e-09,1e-08,0,241798,37247,78817,1309952502,13783876,7884200118,210238516,True,36409.93,473.5894120464298,210853.0,4376010752.0,4423.0,4.979054500802873,12922492.0,76952,22218
619,619,5,50000,5000,40000000,5e-09,1e-08,0,260794,42305,89654,2016363749,14888892,8968214660,243200513,True,44323.14,556.7425578945291,233956.0,5078167552.0,5092.0,4.927567977421597,14218396.0,80508,24730
620,620,5,50000,5000,45000000,5e-09,1e-08,0,283199,48126,102286,804504941,16179244,10231780184,275627682,True,55602.17,640.7056327040914,260711.0,5943271424.0,5812.0,4.867371133058269,15725868.0,84398,27539
621,621,5,50000,5000,50000000,5e-09,1e-08,0,304843,53836,114040,2073306098,17414148,11407520633,311590910,True,66780.35,716.4786123398982,286428.0,6757548032.0,6472.0,4.83675847278745,17154692.0,88383,30102
622,622,5,50000,5000,55000000,5e-09,1e-08,0,323606,58921,125250,1607763583,18521964,12528845603,352614550,True,75328.31,905.8874539721567,306969.0,7575318528.0,7582.0,4.791374654658403,18376788.0,91776,32425
623,623,5,50000,5000,60000000,5e-09,1e-08,0,345441,64486,136397,84901398,19731956,13643869287,373658592,True,88299.99,885.6914020441175,335761.0,8432033792.0,7844.0,4.7864657581114205,19889940.0,95429,35077
624,624,5,50000,5000,65000000,5e-09,1e-08,0,367150,70205,149503,1389398002,21016972,14954849263,410763358,True,102086.95,1038.931747093898,361632.0,9420247040.0,8844.0,4.764584980237153,21380076.0,99276,37549
625,625,5,50000,5000,70000000,5e-09,1e-08,0,385906,75190,159616,480886536,22076436,15966442433,436071067,True,109823.45,1101.511659251839,385240.0,10186543104.0,9415.0,4.752235860112256,22664020.0,102400,39637
626,626,5,50000,5000,75000000,5e-09,1e-08,0,403118,79781,169449,1815399362,23080516,16950028030,460979497,True,125944.2,1159.7206613799447,402432.0,10953715712.0,9874.0,4.753059006944771,23693964.0,105718,41520
627,627,5,50000,5000,80000000,5e-09,1e-08,0,426984,86067,182932,465796543,24454436,18298718621,510655618,True,138337.4,1300.530915050557,434934.0,12078792704.0,10872.0,4.756079958008924,25436060.0,109795,44380
628,628,5,50000,5000,85000000,5e-09,1e-08,0,447954,91592,194089,1266453587,25637476,19414742790,536879862,True,161341.98,1356.0976298161124,460767.0,13005021184.0,11443.0,4.744012931655788,26845292.0,113463,46615
629,629,5,50000,5000,90000000,5e-09,1e-08,0,468977,97141,206688,1266506663,26872164,20675007210,572027043,True,172947.24,1514.7174546434203,484858.0,13937553408.0,12412.0,4.742258563017155,28242916.0,116929,48614
630,630,5,50000,5000,95000000,5e-09,1e-08,0,488675,102274,218027,1142012839,28016876,21809236193,605321748,True,182152.24,1512.2257364326974,510284.0,15014928384.0,12735.0,4.733661722279427,29643492.0,120408,51127
631,631,5,50000,5000,100000000,5e-09,1e-08,0,508716,107407,227573,1283405073,29096788,22764113514,617495331,True,192518.19,1592.7223725342649,534535.0,15807492096.0,13368.0,4.7409710150069175,30920148.0,123569,52884
632,632,5,50000,5000,5000000,1e-08,1e-08,0,139920,10478,11010,2072064846,7493452,1101544941,30466853,True,1985.96,278.2535675266417,88336.0,751079424.0,946.0,9.327983104540657,5500580.0,58049,5058
633,633,5,50000,5000,10000000,1e-08,1e-08,0,181187,21338,22474,548750612,9440268,2248265979,62351772,True,6042.69,284.43003591160857,122763.0,1206165504.0,1982.0,7.101052753354927,7248452.0,65992,9444
634,634,5,50000,5000,15000000,1e-08,1e-08,0,221510,31847,33946,1872043925,11341180,3395798411,92605385,True,10029.48,360.665084726402,156938.0,1825714176.0,2867.0,6.275260906073814,8986228.0,73269,13566
635,635,5,50000,5000,20000000,1e-08,1e-08,0,261560,42383,45176,1722400085,13224996,4519124051,121041865,True,16060.75,533.0940608576606,191911.0,2419343360.0,4043.0,5.9960944822845725,10722484.0,80581,17424
636,636,5,50000,5000,25000000,1e-08,1e-08,0,302916,53309,56225,1918247528,15144676,5624344660,155194163,True,20282.28,672.2128331931938,226667.0,3136864256.0,5060.0,5.793405750798723,12447516.0,87932,21135
637,637,5,50000,5000,30000000,1e-08,1e-08,0,345522,64584,68251,943826740,17144284,6827292916,190508749,True,30568.61,823.6724088481574,265109.0,3921989632.0,6138.0,5.685130382569909,14338852.0,95400,25121
638,638,5,50000,5000,35000000,1e-08,1e-08,0,389004,75987,80386,1770964420,19180524,8041144645,221400931,True,40308.99,992.4308291907643,303943.0,4693315584.0,7274.0,5.618689342822812,16246068.0,103053,28920
639,639,5,50000,5000,40000000,1e-08,1e-08,0,429002,86466,92104,718071334,21072580,9213284777,253318674,True,48176.01,1129.5178128811906,340296.0,5491855360.0,8264.0,5.5612099818600775,18048356.0,110005,32581
640,640,5,50000,5000,45000000,1e-08,1e-08,0,463405,95552,101779,2001390790,22688508,10181065667,283845660,True,57130.3,1263.3485620079325,370654.0,6151503872.0,9143.0,5.545060140027528,19542484.0,116145,35402
641,641,5,50000,5000,50000000,1e-08,1e-08,0,512315,108395,114155,1477918147,24922732,11419023577,312428100,True,69270.42,1429.8546248881448,415512.0,7081680896.0,10316.0,5.534699096891066,21670500.0,124429,39334
642,642,5,50000,5000,55000000,1e-08,1e-08,0,551440,118633,125302,979075029,26756172,12534047684,341805747,True,78615.51000000001,1598.5857938029737,450218.0,7845601280.0,11374.0,5.521505046664786,23382140.0,131007,42596
643,643,5,50000,5000,60000000,1e-08,1e-08,0,590717,128982,136507,60194383,28602780,13654872602,375242596,True,92364.84,1749.0739464374053,485401.0,8705675264.0,12376.0,5.50559745930925,25115236.0,137838,46060
644,644,5,50000,5000,65000000,1e-08,1e-08,0,633585,140192,148665,498371195,30609028,14871024981,410002258,True,99227.26,1904.625515485216,526265.0,9635627008.0,13458.0,5.500778710372003,27089356.0,145024,49641
645,645,5,50000,5000,70000000,1e-08,1e-08,0,666108,148770,158526,1051942141,32165196,15857411150,437395063,True,111245.79,2132.323160917395,558099.0,10396626944.0,14683.0,5.490452439276333,28645948.0,150888,52407
646,646,5,50000,5000,75000000,1e-08,1e-08,0,710491,160493,170790,2084979371,34225260,17084166178,464026197,True,133993.59999999998,2216.192585762084,596732.0,11371081728.0,15472.0,5.49618686217441,30538892.0,158128,56042
647,647,5,50000,5000,80000000,1e-08,1e-08,0,752233,171464,181193,1454268152,36136180,18124768529,499374487,True,145061.75,2333.108996652447,632972.0,12174049280.0,16328.0,5.512108888559909,32264972.0,165622,58817
648,648,5,50000,5000,85000000,1e-08,1e-08,0,796196,182837,194098,168396308,38199868,19415642867,525214942,True,166347.43,2524.343174620644,676992.0,13309317120.0,17574.0,5.508657726858481,34383316.0,172559,62931
649,649,5,50000,5000,90000000,1e-08,1e-08,0,838405,194021,206290,1899262878,40190236,20635195813,567183473,True,169544.81000000006,2628.0272605899913,714705.0,14224740352.0,18430.0,5.5062866916285325,36243476.0,179908,66098
650,650,5,50000,5000,95000000,1e-08,1e-08,0,876051,204047,217676,1310548159,41977716,21774125690,603785097,True,202650.76,2886.2738730578426,752928.0,15214903296.0,19846.0,5.496426616052854,38094524.0,186164,69188
651,651,5,50000,5000,100000000,1e-08,1e-08,0,915962,214414,228893,607168363,43836036,22896151651,634442776,True,200481.49,2975.7315273836653,787157.0,16092454912.0,20580.0,5.509911663003458,39779588.0,192620,72382
652,652,5,50000,5000,5000000,2e-08,1e-08,0,182947,21746,11362,1433126656,9079980,1136754568,31299831,True,2043.14,354.73551941318414,117092.0,818827264.0,1517.0,9.578077709611453,6500980.0,66227,6159
653,653,5,50000,5000,10000000,2e-08,1e-08,0,263792,43046,23120,1469295725,12465828,2312883952,64640391,True,6898.04,503.0622128123032,167675.0,1294610432.0,3112.0,7.655693543968588,8822196.0,80895,11643
654,654,5,50000,5000,15000000,2e-08,1e-08,0,345448,64401,34428,964125627,15858116,3444012362,93692477,True,11476.21,737.7651846968896,219299.0,1949519872.0,4640.0,7.119866238109152,11140076.0,95461,17066
655,655,5,50000,5000,20000000,2e-08,1e-08,0,426759,85742,46021,1102283787,19242420,4603647967,127057445,True,16476.02,978.3509406473244,271681.0,2567905280.0,6118.0,6.884099835297098,13487956.0,109703,22163
656,656,5,50000,5000,25000000,2e-08,1e-08,0,504941,106392,56687,229399536,22473372,5670557727,158768936,True,25573.23,1257.1233633392405,322218.0,3284193280.0,7669.0,6.74787962555758,15730620.0,123196,26918
657,657,5,50000,5000,30000000,2e-08,1e-08,0,588153,128186,68727,1663260925,25935228,6874906484,189353608,True,33873.21,1517.2265218841587,377905.0,4052934656.0,9194.0,6.680898081852736,18205756.0,137427,32183
658,658,5,50000,5000,35000000,2e-08,1e-08,0,668753,149297,79765,1184471269,29265364,7979026835,219367221,True,45571.59,1800.5129000776349,431788.0,4767260672.0,10745.0,6.653127889060094,20571556.0,151239,36907
659,659,5,50000,5000,40000000,2e-08,1e-08,0,752168,171137,90181,1804696570,32666212,9020929633,248230932,True,50681.69,2066.113346164754,485342.0,5440913408.0,12161.0,6.711034292035397,22880004.0,165230,41234
660,660,5,50000,5000,45000000,2e-08,1e-08,0,832104,192264,102471,1338946007,36018956,10250285203,284701300,True,63274.36,2415.252705844148,539997.0,6331449344.0,13954.0,6.642029520295202,25336092.0,178887,46581
661,661,5,50000,5000,50000000,2e-08,1e-08,0,916484,214227,113933,843922589,39484788,11396817632,310766200,True,78634.0,2680.610889209231,598082.0,7166140416.0,15469.0,6.6502323926434945,27860500.0,192642,51342
662,662,5,50000,5000,55000000,2e-08,1e-08,0,998638,235958,125795,666851755,42902972,12583361694,346582093,True,89282.21,3013.7761974887603,653953.0,7990251520.0,17149.0,6.65872110783016,30321492.0,206746,56162
663,663,5,50000,5000,60000000,2e-08,1e-08,0,1082633,258091,137462,1244792234,46353308,13750399688,379400531,True,99303.71,3198.588267582229,709112.0,8831934464.0,18418.0,6.645972745506008,32756956.0,220043,61143
664,664,5,50000,5000,65000000,2e-08,1e-08,0,1157977,277735,147753,424669575,49459236,14779798627,404265149,True,117945.84,3394.471914589776,759271.0,9571516416.0,19617.0,6.659570922359049,34949244.0,232704,65211
665,665,5,50000,5000,70000000,2e-08,1e-08,0,1246991,301130,160132,1960863931,53131972,16018057370,446478432,True,126654.31,3867.1268628562657,821321.0,10543484928.0,21794.0,6.654521442518817,37655868.0,247449,70500
666,666,5,50000,5000,75000000,2e-08,1e-08,0,1326907,322052,171211,1155028877,56426092,17126279028,467628100,True,137994.74000000002,4165.688450361809,875831.0,11341664256.0,23308.0,6.685324560332194,40025380.0,260608,74801
667,667,5,50000,5000,80000000,2e-08,1e-08,0,1403516,342197,182165,386236556,59586596,18221996637,503139284,True,158433.37000000002,4465.943145269157,926958.0,12240494592.0,24835.0,6.6834758533173755,42284052.0,272807,79382
668,668,5,50000,5000,85000000,2e-08,1e-08,0,1495686,366201,194952,729161191,63396788,19501066748,536264794,True,174694.4,4798.12464595132,991033.0,13168816128.0,26588.0,6.700379292393192,45067060.0,288426,84679
669,669,5,50000,5000,90000000,2e-08,1e-08,0,1575675,387527,206956,1261910967,66714948,20701815196,569596939,True,205434.96,4926.957010974448,1047343.0,14188519424.0,27710.0,6.695025441714183,47553836.0,301023,89327
670,670,5,50000,5000,95000000,2e-08,1e-08,0,1649165,406868,216614,1490089115,69722252,21667895743,597482066,True,207299.32,5166.692417000452,1094590.0,14935289856.0,28998.0,6.701092779087207,49617868.0,313049,92868
671,671,5,50000,5000,100000000,2e-08,1e-08,0,1738098,430208,228453,795904547,73372180,22852138969,633562742,True,231588.54,5621.349096720315,1157801.0,15903068160.0,31090.0,6.710995055731701,52334468.0,327808,98416
672,672,5,55000,5000,50000000,5e-09,1e-08,0,317013,54396,115870,1095667855,18124652,12749299125,344958741,True,70453.52,693.6412114573271,293191.0,7347863552.0,6428.0,4.853111085362422,17672988.0,93863,30797
673,673,5,55000,5000,50000000,1e-08,1e-08,0,519456,107624,114193,1663812389,25382756,12564780425,341679984,True,77880.01999999999,1343.8197371622819,416415.0,7552286720.0,10003.0,5.5403805215540185,21903004.0,129016,39624
674,674,5,55000,5000,50000000,2e-08,1e-08,0,934580,216399,114992,396989621,40379460,12652693275,344232749,True,81300.23,2638.3273914316705,610356.0,7752773632.0,15479.0,6.669172521552903,28533668.0,199115,52383
675,675,5,60000,5000,50000000,5e-09,1e-08,0,325399,54036,115724,1127039233,18625124,13890499788,372181337,True,79104.45,729.842907696709,296115.0,7857655808.0,6598.0,4.893896573950122,17962972.0,98766,31328
676,676,5,60000,5000,50000000,1e-08,1e-08,0,534948,108975,115090,1114023265,26187772,13814401424,366487621,True,80361.67,1359.5649443269804,425998.0,8153579520.0,10135.0,5.583271078257908,22472868.0,135482,40520
677,677,5,60000,5000,50000000,2e-08,1e-08,0,945657,216491,114585,651763769,40975924,13753786949,369373484,True,93874.24,2491.5804060091573,613982.0,8288149504.0,15035.0,6.708939322748778,28833388.0,204842,51885
678,678,5,65000,5000,50000000,5e-09,1e-08,0,338719,54834,115827,1930236678,19310092,15061157460,408638959,True,82817.87000000001,766.9175973542848,305121.0,8355237888.0,6831.0,4.944513766225348,18484132.0,104383,31785
679,679,5,65000,5000,50000000,1e-08,1e-08,0,550372,110376,117417,1033259607,27027956,15267903185,409939492,True,88192.68,1427.212266449356,437474.0,8898711552.0,10529.0,5.579811996989911,23183676.0,141240,41312
680,680,5,65000,5000,50000000,2e-08,1e-08,0,970526,220495,116868,599240702,42169556,15196517357,407077443,True,97895.0,2624.2299185007864,630534.0,9042612224.0,15637.0,6.7118070339776885,29712604.0,212804,53562
681,681,5,70000,5000,50000000,5e-09,1e-08,0,352614,55867,118826,1229025595,20123852,16639398877,446511725,True,88128.64,718.1755156017357,315109.0,9140285440.0,6688.0,4.9808579919069285,19161028.0,110015,32612
682,682,5,70000,5000,50000000,1e-08,1e-08,0,562042,110703,117162,556290522,27645564,16406390650,434169920,True,87536.06999999999,1322.3152330082685,445094.0,9486647296.0,10173.0,5.6271207868719815,23633988.0,146817,41805
683,683,5,70000,5000,50000000,2e-08,1e-08,0,978357,219725,117213,1291555374,42679252,16413532042,434369774,True,105675.6,2480.5226669325584,638215.0,9747501056.0,15292.0,6.710141727647406,30200244.0,218053,53989
684,684,5,75000,5000,50000000,5e-09,1e-08,0,361265,55438,118042,1219591685,20606220,17710061397,467884499,True,97206.54,691.3475640659883,316627.0,9569427456.0,6551.0,5.011665453164076,19376180.0,114820,33070
685,685,5,75000,5000,50000000,1e-08,1e-08,0,570405,110329,116488,2128823668,28127588,17476916119,459189887,True,105156.85,1313.2217276302306,445398.0,9899118592.0,10092.0,5.677258995831901,23801268.0,151818,41772
686,686,5,75000,5000,50000000,2e-08,1e-08,0,995377,221608,118328,1876602736,43536708,17752969484,471021141,True,110274.53,2581.406174728895,650228.0,10401169408.0,15719.0,6.734136313265737,30863924.0,224322,54520
