Unnamed: 0,Unnamed: 0.1,replicate,sample_size,Ne,length,recombination_rate,mutation_rate,error_param,edges,n_trees,n_sites,seed,ts_filesize,vcf_filesize,vcfgz_filesize,tsinfer_completed,tsinfer_cputime,tsinfer_var_polytomy,tsinfer_edges,tsinfer_memory,tsinfer_max_polytomy,tsinfer_mean_polytomy,tsinfer_ts_filesize,internal_nodes,internal_nodes_with_mutations
269,269,2,50000,5000,45000000,5e-09,1e-08,0,285473,48842,103722,1389856074,16316076,10375421493,288866714,True,54220.22,716.6208465086273,262709.0,5993852928.0,6181.0,4.861740321267304,15858596.0,84793,27657
270,270,2,50000,5000,50000000,5e-09,1e-08,0,302562,53222,113689,1791169109,17311172,11372411295,310085165,True,62501.28,708.4655547483559,282862.0,6732972032.0,6405.0,4.821977122790269,17013164.0,87690,29872
271,271,2,50000,5000,55000000,5e-09,1e-08,0,321995,58391,125676,1632653383,18477492,12571457694,346359180,True,79171.9,847.5993146637497,308148.0,7572705280.0,7336.0,4.802655777563044,18433804.0,91396,32428
272,272,2,50000,5000,60000000,5e-09,1e-08,0,344538,64434,137218,1423617216,19733932,13725993045,386347802,True,85214.66,951.0373320751207,335481.0,8512245760.0,8131.0,4.782065170909713,19913972.0,95416,34945
273,273,2,50000,5000,65000000,5e-09,1e-08,0,361658,68765,146319,1232220362,20701276,14636357749,398036783,True,97758.9,1018.7390998388156,356106.0,9148944384.0,8681.0,4.77507509118215,21044108.0,98486,36847
274,274,2,50000,5000,70000000,5e-09,1e-08,0,386811,75404,159984,477946035,22126052,16003253170,443503846,True,106741.04,1079.5399512621682,385058.0,10177667072.0,9311.0,4.758384617285781,22669476.0,102677,39376
275,275,2,50000,5000,75000000,5e-09,1e-08,0,404939,80328,171684,769830877,23224580,17173592919,474077097,True,125857.76,1172.528958003721,407586.0,11146072064.0,10017.0,4.73040632289962,23984172.0,105753,41917
276,276,2,50000,5000,80000000,5e-09,1e-08,0,427689,86123,181809,1209197858,24434692,18186386362,495037804,True,135463.78,1255.701532415533,434531.0,12009476096.0,10691.0,4.743632850452496,25381996.0,109810,44203
277,277,2,50000,5000,85000000,5e-09,1e-08,0,446059,91044,194490,810741428,25580284,19454854499,539597633,True,146220.67,1358.3001723801515,457731.0,12987658240.0,11427.0,4.7341035081912946,26753668.0,112971,46576
278,278,2,50000,5000,90000000,5e-09,1e-08,0,467605,96632,204913,1060818179,26757284,20497455658,560319393,True,175144.27,1422.7594939532544,481849.0,13846380544.0,11993.0,4.740042299936058,28061580.0,116782,48587
279,279,2,50000,5000,95000000,5e-09,1e-08,0,486946,101813,217479,1262640712,27937484,21754421096,597150001,True,188379.7,1481.7384580223636,508139.0,14963122176.0,12577.0,4.734405426306031,29541660.0,120274,50638
280,280,2,50000,5000,100000000,5e-09,1e-08,0,507952,107301,228324,1614618522,29104820,22839235365,628129869,True,203204.44,1618.1439621265204,535009.0,15938224128.0,13490.0,4.734509123732323,30971452.0,123733,53073
281,281,2,50000,5000,5000000,1e-08,1e-08,0,140892,10717,11533,610246334,7548596,1153859451,31713728,True,2146.19,269.5319657084896,90518.0,655212544.0,940.0,9.28009021939717,5598132.0,58223,5293
282,282,2,50000,5000,10000000,1e-08,1e-08,0,183502,21924,23097,827904254,9548116,2310583251,63040585,True,5946.28,275.54496328895164,123957.0,1238638592.0,1991.0,6.998080505843166,7321788.0,66413,9778
283,283,2,50000,5000,15000000,1e-08,1e-08,0,224769,32818,34792,1385190136,11491156,3480422379,96619594,True,10165.95,390.1361500119378,159920.0,1878011904.0,3033.0,6.263267144479692,9128052.0,73833,13945
284,284,2,50000,5000,20000000,1e-08,1e-08,0,262169,42629,45149,885320540,13247188,4516423127,122226316,True,16054.99,501.0325539442186,191664.0,2418962432.0,3923.0,5.969539352789113,10715924.0,80736,17519
285,285,2,50000,5000,25000000,1e-08,1e-08,0,303021,53247,55771,2132571212,15130028,5578931726,150611765,True,22552.41,654.5736327375353,226682.0,3125633024.0,4991.0,5.799125073550104,12428948.0,87900,21206
286,286,2,50000,5000,30000000,1e-08,1e-08,0,345840,64590,68443,1965390410,17165532,6846498639,187204934,True,29932.02,809.8427255231269,265583.0,3904856064.0,6101.0,5.667947158375482,14367108.0,95557,25111
287,287,2,50000,5000,35000000,1e-08,1e-08,0,384035,74529,78571,633775447,18926156,7859592658,213548244,True,37592.41,903.6613692739327,297550.0,4576063488.0,6868.0,5.610974919856684,15943300.0,101953,28366
288,288,2,50000,5000,40000000,1e-08,1e-08,0,428797,86463,91908,1653792099,21055588,9193678885,255885689,True,44570.38000000001,1184.299900454046,338649.0,5441986560.0,8442.0,5.565582526665242,17979580.0,109880,32236
289,289,2,50000,5000,45000000,1e-08,1e-08,0,466444,96340,102638,532722958,22830956,10266990038,280170871,True,58945.42,1230.59535938964,372964.0,6174928896.0,9037.0,5.5619780481985215,19655852.0,116669,35617
290,290,2,50000,5000,50000000,1e-08,1e-08,0,505628,106751,113025,1896369221,24639300,11305991709,317781410,True,67602.82,1486.3611244265558,407359.0,6955950080.0,10434.0,5.5165553945533095,21334892.0,123325,38894
291,291,2,50000,5000,55000000,1e-08,1e-08,0,549483,118101,125398,1517302359,26695884,12543650380,344741771,True,77105.72,1583.153666324542,449503.0,7857065984.0,11305.0,5.526019448508168,23358412.0,130952,42704
292,292,2,50000,5000,60000000,1e-08,1e-08,0,589880,128813,136731,1655689972,28583324,13677279197,377563678,True,91424.82,1656.1877256995858,486771.0,8708472832.0,12065.0,5.4994915943600855,25176356.0,137789,46099
293,293,2,50000,5000,65000000,1e-08,1e-08,0,632689,139991,149147,1876519378,30595484,14919239461,411575358,True,108093.64,1929.5992150036027,526303.0,9690836992.0,13561.0,5.49004329004329,27114500.0,144891,49533
294,294,2,50000,5000,70000000,1e-08,1e-08,0,670038,149894,159943,531707344,32351996,15999151847,441216210,True,120109.85,2060.57127459522,560768.0,10479620096.0,14470.0,5.488094422533005,28800732.0,151188,52691
295,295,2,50000,5000,75000000,1e-08,1e-08,0,717519,162392,171603,319056063,34514508,17165490337,474233003,True,128865.43,2214.0601376633567,601540.0,11378036736.0,15503.0,5.513303454407141,30738116.0,159522,56227
296,296,2,50000,5000,80000000,1e-08,1e-08,0,746639,170110,182115,259027667,35958604,18216995267,501316951,True,150538.69,2318.2980541944753,630030.0,12266426368.0,16276.0,5.486775758314681,32207556.0,164222,59078
297,297,2,50000,5000,85000000,1e-08,1e-08,0,792293,182009,192952,44168271,38008964,19301009498,530504086,True,156560.36,2490.863827085964,670467.0,13169115136.0,17388.0,5.498650898444228,34105572.0,171623,62321
298,298,2,50000,5000,90000000,1e-08,1e-08,0,836700,193571,207059,1743485622,40146284,20712118665,570425781,True,184987.3,2689.9321444240936,714660.0,14264844288.0,18673.0,5.490753474649846,36281396.0,179133,65802
299,299,2,50000,5000,95000000,1e-08,1e-08,0,876866,204088,216929,1807397739,41970388,21699404425,590796559,True,196115.22,2809.531951488046,752358.0,15199477760.0,19562.0,5.501744071254635,38040748.0,185955,69341
300,300,2,50000,5000,100000000,1e-08,1e-08,0,913120,213522,227508,1840494295,43673028,22757611396,617141128,True,199677.51,2931.743563670409,785874.0,16019496960.0,20432.0,5.498198456619535,39684828.0,191810,71992
301,301,2,50000,5000,5000000,2e-08,1e-08,0,181575,21503,11605,366487876,9040708,1161061600,31919815,True,2395.99,370.7322995437896,116723.0,680837120.0,1649.0,9.426067996446742,6502692.0,66036,6181
302,302,2,50000,5000,10000000,2e-08,1e-08,0,261537,42493,22875,2077434634,12377628,2288377135,62207957,True,6721.99,489.24259180920717,165499.0,1277747200.0,3046.0,7.638650420012922,8737108.0,80614,11572
303,303,2,50000,5000,15000000,2e-08,1e-08,0,343286,63921,33574,114029811,15745356,3358588093,93708143,True,11171.67,757.6592531761304,215621.0,1889742848.0,4663.0,7.1537440695398296,10972380.0,94998,16577
304,304,2,50000,5000,20000000,2e-08,1e-08,0,426799,85626,45167,1109505810,19206348,4518223648,122148644,True,17066.26,897.1798244788858,271958.0,2572496896.0,5831.0,6.935580944608793,13456556.0,109499,21881
305,305,2,50000,5000,25000000,2e-08,1e-08,0,509075,107363,56693,516386830,22621396,5671158250,154786063,True,24888.8,1248.6504149699174,324739.0,3283574784.0,7642.0,6.797684836305787,15812052.0,123842,26976
306,306,2,50000,5000,30000000,2e-08,1e-08,0,587273,128075,68210,762021101,25886396,6823191944,188821141,True,34004.14,1545.0775746395457,374986.0,3999436800.0,9225.0,6.7051586946803745,18076308.0,137384,31667
307,307,2,50000,5000,35000000,2e-08,1e-08,0,667211,148914,79102,304686912,29180620,7912707776,218685265,True,43997.92000000001,1756.9433862300884,429013.0,4697649152.0,10550.0,6.688488042156465,20438060.0,150814,36508
308,308,2,50000,5000,40000000,2e-08,1e-08,0,752017,171243,91177,1454447023,32698340,9120557868,251430074,True,53858.73,2130.921250618354,487457.0,5532258304.0,12415.0,6.672283285653667,23005244.0,165192,41534
309,309,2,50000,5000,45000000,2e-08,1e-08,0,838653,193851,103168,49469603,36272500,10320005562,285365139,True,62422.12,2321.594751479189,545836.0,6357131264.0,13711.0,6.680652110055813,25560500.0,179615,46572
310,310,2,50000,5000,50000000,2e-08,1e-08,0,910271,212726,113804,2035148938,39258484,11383913904,312608167,True,67884.76,2620.0635912264515,593771.0,7107796992.0,15249.0,6.639728493631678,27705244.0,191700,51071
311,311,2,50000,5000,55000000,2e-08,1e-08,0,994317,234922,124933,583751126,42710452,12497136856,344664988,True,85163.29999999999,2966.6786248696944,648975.0,7940796416.0,16950.0,6.657724386265478,30110132.0,205850,55925
312,312,2,50000,5000,60000000,2e-08,1e-08,0,1076116,256569,136673,1897564363,46095908,13671477109,375419166,True,99456.49,3094.755465970144,701322.0,8761212928.0,18014.0,6.646404912859294,32447836.0,219257,60432
313,313,2,50000,5000,65000000,2e-08,1e-08,0,1163017,279266,148399,1949136799,49670620,14844417321,405843316,True,118638.6,3473.616848720203,762253.0,9629143040.0,19869.0,6.670047252362617,35076924.0,233769,65372
314,314,2,50000,5000,70000000,2e-08,1e-08,0,1239025,298898,158865,1921962620,52791956,15891321090,435609900,True,136216.69,3796.298582521296,814764.0,10388271104.0,21461.0,6.68244672998376,37359420.0,245909,69697
315,315,2,50000,5000,75000000,2e-08,1e-08,0,1321831,320736,171302,212456656,56247132,17135381626,470848975,True,147307.42,4118.642389778161,872657.0,11370569728.0,23160.0,6.670312703035307,39923116.0,259775,74951
316,316,2,50000,5000,80000000,2e-08,1e-08,0,1412078,344351,183282,505389037,59936732,18333728815,504595822,True,156582.07,4367.247610168864,932891.0,12317913088.0,24623.0,6.690939996844205,42536180.0,274211,79610
317,317,2,50000,5000,85000000,2e-08,1e-08,0,1487825,364277,192640,419750093,63016868,19269800351,527628110,True,171329.96,4649.499200515179,982911.0,13043273728.0,26024.0,6.72034541464115,44675124.0,286737,83764
318,318,2,50000,5000,90000000,2e-08,1e-08,0,1573960,387033,205167,1284607238,66579884,20522863608,566179584,True,181832.58,5000.556706348058,1041443.0,13992206336.0,27806.0,6.710458320714962,47263740.0,300516,88754
319,319,2,50000,5000,95000000,2e-08,1e-08,0,1649492,406911,216032,345650628,69711892,21609678262,593079119,True,214903.27,5195.239759333077,1093391.0,14934978560.0,29027.0,6.717398783559624,49542420.0,313104,93252
320,320,2,50000,5000,100000000,2e-08,1e-08,0,1734666,429069,227309,1496056544,73205012,22737705574,622845327,True,238227.42,5552.859097722599,1150246.0,15805796352.0,30806.0,6.707873359109385,52021828.0,327230,97949
321,321,2,55000,5000,50000000,5e-09,1e-08,0,314657,53784,115327,1979632242,18015772,12689553421,348524799,True,71176.8,728.2597906854018,291370.0,7289479168.0,6565.0,4.856733285549981,17582892.0,93328,30587
322,322,2,55000,5000,50000000,1e-08,1e-08,0,517871,107076,113601,1169963832,25306324,12499643141,333651471,True,70896.23,1381.903615541218,417202.0,7492202496.0,10138.0,5.558617014189593,21901980.0,128881,39542
323,323,2,55000,5000,50000000,2e-08,1e-08,0,932917,215825,114391,255979771,40293820,12586566282,341887668,True,82620.04000000001,2596.1960348066864,606947.0,7693996032.0,15314.0,6.666084568918178,28389292.0,198715,51789
324,324,2,60000,5000,50000000,5e-09,1e-08,0,327220,54483,116676,1371274993,18726740,14004767282,383616162,True,78676.65,729.1497938270909,300098.0,7950684160.0,6643.0,4.890217869539002,18149132.0,99065,31587
325,325,2,60000,5000,50000000,1e-08,1e-08,0,535374,108908,116050,158089622,26232060,13929628783,376059333,True,82346.59,1386.9477899711414,429765.0,8226222080.0,10287.0,5.579262355736152,22649348.0,135239,40520
326,326,2,60000,5000,50000000,2e-08,1e-08,0,947385,217150,115803,503610842,41099772,13899981611,373946101,True,89876.84000000003,2591.3693797324013,617073.0,8379416576.0,15398.0,6.688775676115116,28998740.0,205770,52627
327,327,2,65000,5000,50000000,5e-09,1e-08,0,339926,55166,116535,1749816743,19380156,15153217008,405684047,True,86595.23999999999,667.9758187276427,306606.0,8360796160.0,6371.0,4.962466618111192,18561772.0,104573,32007
328,328,2,65000,5000,50000000,1e-08,1e-08,0,547789,109741,116287,1197814950,26893436,15120970988,406534410,True,87513.84999999999,1386.550370625814,434899.0,8810467328.0,10332.0,5.594491683496917,23040092.0,140868,41129
329,329,2,65000,5000,50000000,2e-08,1e-08,0,965611,219051,116955,1459247990,41998412,15207829732,410301917,True,97360.62,2520.199122229816,630586.0,9048272896.0,15330.0,6.70465274528984,29720340.0,212088,53451
330,330,2,70000,5000,50000000,5e-09,1e-08,0,351426,55526,118659,1053276300,20075884,16616014373,446703721,True,87697.32999999999,695.4966144669423,314126.0,9160400896.0,6589.0,4.95076438140268,19127332.0,109865,32826
331,331,2,70000,5000,50000000,1e-08,1e-08,0,557384,109406,115657,178070778,27424868,16195647611,430907611,True,86446.42,1317.1673136799036,440621.0,9336557568.0,10093.0,5.6365578467993664,23408444.0,146215,41418
332,332,2,70000,5000,50000000,2e-08,1e-08,0,980948,220334,117448,741210585,42772772,16446438734,441238896,True,99122.68,2666.1408366368364,639231.0,9700560896.0,15874.0,6.708339892327551,30246404.0,218124,53566
333,333,2,75000,5000,50000000,5e-09,1e-08,0,362988,55938,118526,500255557,20692860,17782674641,469281787,True,92877.38,713.2999512022768,319573.0,9610985472.0,6680.0,5.023153096510531,19500412.0,115367,32964
334,334,2,75000,5000,50000000,1e-08,1e-08,0,575778,111579,118263,483285191,28386060,17743217595,469800706,True,101111.77,1330.3144134179124,452792.0,10121961472.0,10257.0,5.663297978787272,24144844.0,152614,42352
335,335,2,75000,5000,50000000,2e-08,1e-08,0,997393,221909,117692,983637784,43589204,17657550939,460659450,True,115779.7,2486.782228723125,648663.0,10319929344.0,15367.0,6.768186560934893,30771212.0,224828,54506
336,336,2,80000,5000,50000000,5e-09,1e-08,0,372138,55683,119144,257715798,21249156,19066857520,502875015,True,103124.68,699.2179677951157,324995.0,10157457408.0,6651.0,5.045409383053373,19917684.0,120368,33669
337,337,2,80000,5000,50000000,1e-08,1e-08,0,584615,111367,118198,844595542,28911228,18915470250,493282940,True,110925.36,1307.6794826380692,459440.0,10658701312.0,10223.0,5.681919366806826,24576780.0,157815,42792
338,338,2,80000,5000,50000000,2e-08,1e-08,0,1015827,224186,119362,2117337328,44529100,19101744301,504319492,True,119356.61,2520.855805539317,661554.0,11034603520.0,15623.0,6.768785299173282,31496020.0,231767,55469
339,339,2,85000,5000,50000000,5e-09,1e-08,0,385235,56366,119052,1341273765,21915188,20242679463,527344528,True,101198.48,710.5957773612773,334441.0,10716008448.0,6762.0,5.098496859564609,20444652.0,125801,34280
340,340,2,85000,5000,50000000,1e-08,1e-08,0,594496,111229,118510,75051236,29484556,20150524057,521454660,True,111943.95,1268.1011032727868,463733.0,11189194752.0,10088.0,5.707202106973195,24936108.0,163036,43120
341,341,2,85000,5000,50000000,2e-08,1e-08,0,1030556,225199,120438,825685606,45295900,20478339933,532296172,True,128831.64,2449.734527713991,672132.0,11700858880.0,15501.0,6.78660716088774,32108796.0,237376,55738
342,342,2,90000,5000,50000000,5e-09,1e-08,0,391377,55466,119354,887756448,22349100,21487593540,562936823,True,106804.42,677.1768463151269,334269.0,11180654592.0,6566.0,5.135962755823244,20638948.0,130213,34177
343,343,2,90000,5000,50000000,1e-08,1e-08,0,609453,112528,119313,937135891,30252100,21480212783,555232304,True,121339.09,1325.8208753263514,472781.0,11819864064.0,10375.0,5.752083510761257,25480316.0,168802,43593
344,344,2,90000,5000,50000000,2e-08,1e-08,0,1044405,226340,120416,999591617,46003476,21678784325,560993911,True,139389.14,2468.348251487346,680292.0,12329541632.0,15638.0,6.7982971579326055,32593748.0,243427,56497
345,345,2,95000,5000,50000000,5e-09,1e-08,0,405454,56478,119777,2001384947,23073476,22761540965,593881167,True,122758.97,666.844198269529,342586.0,11687948288.0,6543.0,5.209482679967153,21138268.0,135957,34805
346,346,2,95000,5000,50000000,1e-08,1e-08,0,624656,113941,119723,1267898568,31019980,22751279220,591597242,True,120699.32,1292.34259037004,480499.0,12370964480.0,10289.0,5.788656378377727,25963220.0,174878,44053
347,347,2,95000,5000,50000000,2e-08,1e-08,0,1055867,226409,119846,263977545,46602620,22774652762,578664535,True,136654.19,2368.9955752218593,686952.0,12861079552.0,15323.0,6.85635579687001,32987052.0,249011,56199
348,348,2,100000,5000,50000000,5e-09,1e-08,0,417359,57003,120799,1506089660,23744988,24163765085,630508774,True,121157.92,657.4948650122856,350882.0,12482908160.0,6557.0,5.237904730627417,21674060.0,141445,35496
349,349,2,100000,5000,50000000,1e-08,1e-08,0,634399,113993,120894,894092948,31621884,24182768274,630887137,True,133119.13999999998,1253.5889465875975,487129.0,13148418048.0,10172.0,5.815771251193889,26440284.0,180112,44515
350,350,2,100000,5000,50000000,2e-08,1e-08,0,1076008,229354,121429,64761062,47592532,24289783794,629524388,True,161817.1,2456.848443308167,698260.0,13693992960.0,15739.0,6.852269827873839,33653268.0,255897,57305
351,351,3,5000,5000,50000000,5e-09,1e-08,0,165230,41427,90065,1319895890,9610756,903263497,31467384,True,6500.4900000000025,963.4238929882996,185974.0,1318952960.0,6129.0,4.733367269025197,10702876.0,32353,16949
352,352,3,5000,5000,50000000,1e-08,1e-08,0,331598,85755,92645,1368909602,15689844,929137673,32269456,True,6913.4,1903.4744940062906,289218.0,1304764416.0,10038.0,5.43632638484239,14443748.0,59740,25598
353,353,3,5000,5000,50000000,2e-08,1e-08,0,640202,167715,90425,876425101,26690612,906873943,31437565,True,6697.37,3359.7347516332056,411602.0,1160560640.0,14530.0,6.521047545113198,18509276.0,110148,35725
354,354,3,10000,5000,50000000,5e-09,1e-08,0,191302,45453,97349,835101741,11040196,1949825750,61702147,True,13457.34,992.5105548566668,209988.0,2019303424.0,6615.0,4.728288036747654,12085588.0,40618,20143
355,355,3,10000,5000,50000000,1e-08,1e-08,0,365387,91751,97730,2108905383,17325964,1957456884,62507216,True,13751.46,1731.9625395265814,313037.0,1929789440.0,9950.0,5.444879287553051,15712356.0,69807,28733
356,356,3,10000,5000,50000000,2e-08,1e-08,0,708725,182547,97881,957418436,29670308,1960481077,62877017,True,14714.67,3128.143866399541,460450.0,1800679424.0,14768.0,6.570441929822057,20737692.0,126132,40092
357,357,3,15000,5000,50000000,5e-09,1e-08,0,208110,47128,100581,1834884567,11980644,3020391196,90951885,True,19006.72,882.8210122996708,221991.0,2526400512.0,6422.0,4.712084226613742,12863780.0,47275,22018
358,358,3,15000,5000,50000000,1e-08,1e-08,0,391695,95539,102158,132967303,18656716,3067746453,93372063,True,21565.44,1655.0131208618332,335280.0,2553741312.0,10066.0,5.442945502362051,16899804.0,78167,31164
359,359,3,15000,5000,50000000,2e-08,1e-08,0,749955,190312,101998,100942506,31532364,3062941740,93883876,True,21268.0,3029.009735398461,487963.0,2466418688.0,14921.0,6.6016776026516935,22074860.0,137226,42513
360,360,3,20000,5000,50000000,5e-09,1e-08,0,224347,48831,104799,1045234429,12937596,4195064456,127967375,True,28074.58,864.0428871496291,234991.0,3181449216.0,6545.0,4.697846904300193,13718332.0,53820,23864
361,361,3,20000,5000,50000000,1e-08,1e-08,0,412524,98465,105803,2046019354,19754636,4235253333,129103264,True,27628.51,1608.897808721981,352601.0,3280982016.0,10199.0,5.418795143691408,17883188.0,85371,33041
362,362,3,20000,5000,50000000,2e-08,1e-08,0,784110,196470,104972,409379193,33098356,4201989754,129384975,True,28538.91,2957.823869070614,511814.0,3155267584.0,15088.0,6.6113881210117045,23241004.0,147227,44647
363,363,3,25000,5000,50000000,5e-09,1e-08,0,240947,50408,107218,1818910571,13832892,5364099283,156943042,True,33787.32000000001,827.5498541695221,246246.0,3873431552.0,6554.0,4.699889300301561,14432196.0,60160,25445
364,364,3,25000,5000,50000000,1e-08,1e-08,0,428181,99758,105647,1406775544,20527484,5285504076,155538164,True,33046.74,1480.4330767136373,359279.0,3859464192.0,9827.0,5.4671465092214975,18306140.0,91944,34031
365,365,3,25000,5000,50000000,2e-08,1e-08,0,816610,202087,107995,417957935,34595420,5402972042,160949353,True,39176.51,2920.4346725552423,533332.0,3902046208.0,15300.0,6.613412033133278,24328020.0,156485,46343
366,366,3,30000,5000,50000000,5e-09,1e-08,0,253872,51079,108551,1474329574,14552428,6516323464,188831517,True,39313.07,824.7429924110709,254451.0,4450676736.0,6652.0,4.697961670543924,14990508.0,65798,26605
367,367,3,30000,5000,50000000,1e-08,1e-08,0,447835,102249,108669,1742189501,21564244,6523406617,189312432,True,42254.68,1538.5305615970706,373313.0,4534362112.0,10223.0,5.4567552950462614,19140852.0,99152,35555
368,368,3,30000,5000,50000000,2e-08,1e-08,0,841086,205730,109747,1446561706,35757628,6588117360,191959902,True,47152.98,2984.8314699662114,548324.0,4591579136.0,15689.0,6.609737574888195,25133364.0,164502,47798
369,369,3,35000,5000,50000000,5e-09,1e-08,0,264935,51261,110023,1751670350,15210012,7704940081,216738242,True,44928.34,741.5565036967023,260624.0,5002248192.0,6363.0,4.7214492753623185,15471820.0,71115,27453
370,370,3,35000,5000,50000000,1e-08,1e-08,0,461903,103305,109679,1230975262,22318668,7680850585,221513826,True,46400.03,1472.2499916884783,381293.0,5112283136.0,10089.0,5.4725292074518475,19666860.0,105230,36287
371,371,3,35000,5000,50000000,2e-08,1e-08,0,854887,206604,110072,1524602292,36481268,7708371650,220963259,True,52659.82,2880.1642738763567,556513.0,5138202624.0,15520.0,6.611773791136985,25637524.0,170737,48363
372,372,3,40000,5000,50000000,5e-09,1e-08,0,275491,51458,110175,382534745,15802188,8817360108,240907784,True,50898.16,722.5216355896628,266903.0,5468237824.0,6319.0,4.7716635380352175,15896492.0,76474,28091
373,373,3,40000,5000,50000000,1e-08,1e-08,0,478281,104773,111484,1017686885,23177668,8922116961,250846783,True,53579.38,1443.7239733155575,392569.0,5757681664.0,10119.0,5.4905523154169975,20343708.0,111326,37433
374,374,3,40000,5000,50000000,2e-08,1e-08,0,880633,210363,112631,914967947,37723932,9013910362,256514770,True,62975.77,2727.927463994565,575844.0,5849559040.0,15352.0,6.619733529526722,26626124.0,179135,49856
375,375,3,45000,5000,50000000,5e-09,1e-08,0,291203,52965,113093,1753610000,16684020,10181839022,283378702,True,57260.78,741.5243660684638,277326.0,6189273088.0,6513.0,4.789244637861361,16594036.0,82647,29058
376,376,3,45000,5000,50000000,1e-08,1e-08,0,495450,106568,113319,1521911528,24075036,10202184870,286809128,True,63569.9,1479.2535415511547,404844.0,6420758528.0,10385.0,5.50883113348755,21057660.0,117920,38570
377,377,3,45000,5000,50000000,2e-08,1e-08,0,899282,212708,113072,2069188940,38623156,10179947841,285715287,True,69916.66,2631.861097396601,584624.0,6468763648.0,15164.0,6.6418695538564645,27149492.0,186040,50372
378,378,3,50000,5000,5000000,5e-09,1e-08,0,120829,5482,11661,1080516752,6817252,1166663009,31865725,True,2347.25,282.2251716138203,73935.0,671305728.0,714.0,9.472773862908394,5025844.0,54298,4650
379,379,3,50000,5000,10000000,5e-09,1e-08,0,140750,10743,22693,305406647,7970740,2270172258,64631304,True,4964.049999999998,186.31109059149543,95785.0,1150865408.0,1292.0,6.855987402476559,6314308.0,58332,7970
380,380,3,50000,5000,15000000,5e-09,1e-08,0,162013,16354,34373,1137298903,9188692,3438510596,97036083,True,9906.26,225.43418143642327,119778.0,1718841344.0,1946.0,5.999699459026247,7693092.0,62235,11089
381,381,3,50000,5000,20000000,5e-09,1e-08,0,182475,21644,45339,1309973576,10353548,4535428860,119926923,True,15011.73,254.14292389339275,143039.0,2339876864.0,2451.0,5.5201836986724295,9018852.0,66125,14353
382,382,3,50000,5000,25000000,5e-09,1e-08,0,200254,26393,55931,644262334,11403724,5594936145,155531737,True,19744.37,352.6473183500463,163239.0,2930470912.0,3230.0,5.251713155100858,10213044.0,69407,16771
383,383,3,50000,5000,30000000,5e-09,1e-08,0,221737,31964,68001,1510721887,12643716,6802285805,183360253,True,27658.44,385.093273341152,189232.0,3685933056.0,3715.0,5.091535274175322,11673596.0,73318,19746
384,384,3,50000,5000,35000000,5e-09,1e-08,0,245154,38192,80870,836335030,13988268,8089558572,223290169,True,38411.65,537.4033441834454,216149.0,4501340160.0,4775.0,4.984526335208929,13198460.0,77743,22857
385,385,3,50000,5000,40000000,5e-09,1e-08,0,263487,42951,90970,1037691212,15033532,9099851300,247228101,True,43856.45,556.2262106892432,235439.0,5166936064.0,5120.0,4.900895087427143,14331972.0,80859,25256
386,386,3,50000,5000,45000000,5e-09,1e-08,0,282516,48030,101947,1740018438,16137996,10197870016,278754303,True,55605.4,688.3452986762512,259039.0,5894086656.0,6014.0,4.8597452300996204,15652564.0,84127,27428
387,387,3,50000,5000,50000000,5e-09,1e-08,0,304873,53858,114165,469816879,17419156,11420025114,308831400,True,66674.47,731.2424127255761,287652.0,6757150720.0,6552.0,4.838065123789019,17204548.0,88354,30223
388,388,3,50000,5000,55000000,5e-09,1e-08,0,325119,59113,124498,1498652570,18541004,12453625030,336767478,True,73054.94,853.832245439735,310561.0,7531663360.0,7385.0,4.811616881507189,18473092.0,91742,32374
389,389,3,50000,5000,60000000,5e-09,1e-08,0,344133,64158,136692,1569996646,19695172,13673377689,371762631,True,89356.54,896.8911522912907,334233.0,8460615680.0,7890.0,4.769578743078943,19851116.0,95173,34864
390,390,3,50000,5000,65000000,5e-09,1e-08,0,364032,69505,148138,1961723262,20857468,14818309957,416311264,True,98534.98,1002.466680084102,355510.0,9277935616.0,8605.0,4.772715068198903,21095700.0,98948,37111
391,391,3,50000,5000,70000000,5e-09,1e-08,0,386709,75344,159787,21769886,22115308,15983547293,443039034,True,104641.18,1123.7477227602492,383757.0,10163142656.0,9499.0,4.744652703939073,22619028.0,102677,39479
392,392,3,50000,5000,75000000,5e-09,1e-08,0,404461,80083,170343,302517477,23163036,17039454209,467914824,True,125815.0,1165.9338305302028,405706.0,11069276160.0,9946.0,4.748820713307504,23852844.0,105950,41619
393,393,3,50000,5000,80000000,5e-09,1e-08,0,428611,86329,182280,819504368,24484100,18233500073,497198443,True,133569.25,1281.3472301435522,437094.0,12024778752.0,10822.0,4.752519816028966,25491652.0,109894,44288
394,394,3,50000,5000,85000000,5e-09,1e-08,0,449815,91971,194989,977700537,25731188,19504768474,541841519,True,142102.47,1358.1536746472552,463775.0,13076918272.0,11489.0,4.744258605697918,26992644.0,113461,46660
395,395,3,50000,5000,90000000,5e-09,1e-08,0,463548,95620,204708,393105218,26601972,20476950241,567397314,True,168889.69,1438.8263320385354,480266.0,13872197632.0,12052.0,4.73168472906404,27998972.0,116045,48273
396,396,3,50000,5000,95000000,5e-09,1e-08,0,490285,102533,217423,1362129593,28050044,21748819245,592414079,True,184411.13,1535.9051012818636,512323.0,14946603008.0,12857.0,4.736188662500462,29693532.0,120600,51026
