,EAS,EUR,AFR,AMR,SAS,left,right
0,0.0,0.0,0.9666666666666667,0.03333333333333333,0.0,0.0,82571.0
8,0.0,0.0,0.96875,0.03125,0.0,83458.0,83611.0
32,0.0,0.0,0.9705882352941176,0.029411764705882353,0.0,88124.0,88155.0
55,0.0,0.0,0.9714285714285714,0.02857142857142857,0.0,91460.0,91508.0
159,0.201318154583583,0.20091871380067905,0.2640303574995007,0.1384062312762133,0.19532654284002396,105283.0,105391.0
177,0.0,0.0,0.9705882352941176,0.029411764705882353,0.0,107739.0,107761.0
402,0.0,0.0,0.9696969696969697,0.030303030303030304,0.0,138095.0,138148.0
423,0.0,0.0,0.96875,0.03125,0.0,139741.0,139745.0
531,0.0,0.0,0.967741935483871,0.03225806451612903,0.0,152884.0,152972.0
563,0.0,0.0,0.9655172413793103,0.034482758620689655,0.0,160216.0,160264.0
564,0.0,0.0,0.9583333333333333,0.041666666666666664,0.0,160264.0,160383.0
565,0.0,0.0,0.9565217391304348,0.043478260869565216,0.0,160383.0,160415.0
603,0.0,0.0,0.9545454545454546,0.045454545454545456,0.0,191867.0,191988.0
606,0.0,0.0,0.9523809523809523,0.047619047619047616,0.0,192192.0,192385.0
613,0.0,0.0,0.9500000000000001,0.05,0.0,193321.0,193479.0
620,0.0,0.0,0.9285714285714285,0.07142857142857142,0.0,193775.0,193776.0
622,0.0,0.0,1.0,0.0,0.0,193802.0,193832.0
672,1.0,0.0,0.0,0.0,0.0,198289.0,198332.0
678,0.5,0.0,0.5,0.0,0.0,198658.0,198773.0
686,0.0,0.0,1.0,0.0,0.0,198981.0,199078.0
1449,0.2341399607586658,0.23610202746893397,0.18051013734466972,0.1209941137998692,0.22825376062786137,259436.0,259458.0
1450,0.23398692810457514,0.23660130718954248,0.1803921568627451,0.12091503267973855,0.2281045751633987,259458.0,259472.0
1451,0.222,0.24133333333333332,0.184,0.12266666666666666,0.22999999999999998,259472.0,259790.0
1453,0.2236400268636669,0.2404298186702485,0.18535930154466085,0.12155809267965077,0.229012760241773,259818.0,259928.0
1454,0.0,0.0,1.0,0.0,0.0,259928.0,259929.0
1527,0.05714285714285714,0.0,0.6857142857142857,0.02857142857142857,0.22857142857142856,265238.0,265365.0
1528,0.0,0.0,1.0,0.0,0.0,265365.0,265371.0
1536,0.0,0.0,0.9642857142857142,0.03571428571428571,0.0,265737.0,265800.0
1540,0.0,0.0,0.9615384615384616,0.038461538461538464,0.0,265968.0,266028.0
1541,0.0,0.0,0.9705882352941176,0.029411764705882353,0.0,266028.0,266044.0
1578,0.0,0.0,0.9714285714285714,0.02857142857142857,0.0,269974.0,270081.0
1584,0.0,0.0,0.9722222222222222,0.027777777777777776,0.0,270747.0,270775.0
1587,0.0,0.0,0.972972972972973,0.02702702702702703,0.0,271595.0,271876.0
1591,0.0,0.0,0.9743589743589743,0.02564102564102564,0.0,272437.0,272504.0
1624,0.0,0.0,0.90625,0.09375,0.0,275726.0,275825.0
1633,0.0,0.0,0.9130434782608696,0.08695652173913043,0.0,277123.0,277174.0
1637,0.0,0.0,0.9473684210526315,0.02631578947368421,0.02631578947368421,277236.0,277250.0
1649,0.0,0.02564102564102564,0.923076923076923,0.02564102564102564,0.02564102564102564,277923.0,278187.0
1653,0.029411764705882353,0.029411764705882353,0.8823529411764706,0.029411764705882353,0.029411764705882353,278598.0,278622.0
1663,0.0,0.03333333333333333,0.9333333333333333,0.03333333333333333,0.0,280028.0,280043.0
1666,0.0,0.03225806451612903,0.9354838709677419,0.03225806451612903,0.0,280286.0,280291.0
1710,0.0,0.03333333333333333,0.9333333333333333,0.03333333333333333,0.0,284889.0,284895.0
1713,0.4925373134328358,0.014925373134328358,0.417910447761194,0.029850746268656716,0.04477611940298507,284918.0,284926.0
1742,0.46875,0.015625,0.4375,0.03125,0.046875,286164.0,286229.0
1744,0.4545454545454546,0.015151515151515152,0.4545454545454546,0.030303030303030304,0.045454545454545456,286316.0,286388.0
1749,0.37037037037037035,0.024691358024691357,0.5308641975308641,0.037037037037037035,0.037037037037037035,286533.0,286587.0
1751,0.375,0.025,0.525,0.037500000000000006,0.037500000000000006,286604.0,286731.0
1753,0.37037037037037035,0.024691358024691357,0.5308641975308641,0.037037037037037035,0.037037037037037035,286803.0,286923.0
1759,0.36250000000000004,0.025,0.5375,0.037500000000000006,0.037500000000000006,287257.0,287271.0
1765,0.5740740740740741,0.018518518518518517,0.31481481481481477,0.037037037037037035,0.05555555555555555,287312.0,287369.0
1771,0.48684210526315785,0.0,0.43421052631578944,0.02631578947368421,0.05263157894736842,287637.0,287654.0
1772,0.5161290322580645,0.0967741935483871,0.3064516129032258,0.03225806451612903,0.04838709677419355,287654.0,287706.0
1777,0.17391304347826086,0.0,0.7826086956521738,0.043478260869565216,0.0,288233.0,288298.0
1778,0.0,0.0,1.0,0.0,0.0,288298.0,288337.0
2263,0.0,0.0,0.8666666666666667,0.13333333333333333,0.0,333497.0,333614.0
2269,0.0,0.0,0.9,0.1,0.0,333970.0,334027.0
2280,0.0,0.0,0.8888888888888888,0.1111111111111111,0.0,334670.0,334714.0
2298,0.0,0.0,0.875,0.125,0.0,335928.0,335930.0
2449,0.0,0.0,0.9565217391304348,0.043478260869565216,0.0,347382.0,347395.0
2454,0.0,0.0,0.9444444444444444,0.05555555555555555,0.0,347642.0,347643.0
2456,0.0,0.0,0.9473684210526315,0.05263157894736842,0.0,347650.0,347681.0
2457,0.0,0.0,0.8974358974358974,0.05128205128205128,0.05128205128205128,347681.0,347723.0
2462,0.0,0.0,0.894736842105263,0.05263157894736842,0.05263157894736842,347779.0,347785.0
2464,0.008849557522123894,0.3008849557522124,0.46017699115044247,0.1415929203539823,0.08849557522123894,347786.0,347820.0
2465,0.010416666666666666,0.34375,0.47916666666666663,0.08333333333333333,0.08333333333333333,347820.0,347834.0
2466,0.010416666666666666,0.35416666666666663,0.47916666666666663,0.07291666666666666,0.08333333333333333,347834.0,347896.0
2468,0.010752688172043012,0.3655913978494624,0.49462365591397855,0.05376344086021506,0.07526881720430108,347898.0,347903.0
2469,0.010869565217391304,0.3695652173913043,0.4891304347826087,0.05434782608695652,0.07608695652173914,347903.0,347908.0
2471,0.0,0.1388888888888889,0.8055555555555555,0.027777777777777776,0.027777777777777776,347922.0,348010.0
2478,0.0,0.11363636363636365,0.8409090909090909,0.022727272727272728,0.022727272727272728,348201.0,348244.0
2483,0.0,0.1,0.86,0.02,0.02,348329.0,348334.0
2485,0.0,0.09803921568627451,0.8627450980392157,0.0196078431372549,0.0196078431372549,348410.0,348431.0
2491,0.0,0.0847457627118644,0.8813559322033898,0.01694915254237288,0.01694915254237288,348558.0,348573.0
2497,0.0,0.08620689655172414,0.8793103448275862,0.017241379310344827,0.017241379310344827,348894.0,348904.0
2499,0.0,0.0,0.9636363636363636,0.01818181818181818,0.01818181818181818,348931.0,348992.0
2500,0.0,0.0,0.9814814814814814,0.018518518518518517,0.0,348992.0,348993.0
2503,0.0,0.0,0.9791666666666666,0.020833333333333332,0.0,349033.0,349054.0
2507,0.0,0.0,0.98,0.02,0.0,349130.0,349131.0
2513,0.0,0.0,0.9803921568627451,0.0196078431372549,0.0,349224.0,349277.0
2523,0.0,0.0,0.9807692307692308,0.019230769230769232,0.0,349724.0,349733.0
2526,0.0,0.0,0.9811320754716981,0.018867924528301886,0.0,349928.0,349935.0
2527,0.0,0.0,0.9814814814814814,0.018518518518518517,0.0,349935.0,349940.0
2536,0.0,0.0,0.9811320754716981,0.018867924528301886,0.0,350253.0,350335.0
2537,0.0,0.0,0.9846153846153847,0.015384615384615385,0.0,350335.0,350501.0
2547,0.0,0.0,0.9848484848484849,0.015151515151515152,0.0,351535.0,351596.0
2551,0.0,0.0,0.9850746268656716,0.014925373134328358,0.0,351641.0,351662.0
2588,0.0,0.0,0.9830508474576272,0.01694915254237288,0.0,353882.0,353947.0
2593,0.0,0.0,0.9827586206896551,0.017241379310344827,0.0,354285.0,354338.0
2595,0.0,0.017543859649122806,0.9649122807017543,0.017543859649122806,0.0,354367.0,354392.0
2605,0.0,0.017857142857142856,0.9642857142857142,0.017857142857142856,0.0,354967.0,355006.0
2617,0.0,0.018518518518518517,0.9629629629629629,0.018518518518518517,0.0,355370.0,355378.0
2620,0.0,0.0,0.9807692307692308,0.019230769230769232,0.0,355387.0,355391.0
2634,0.0,0.0,1.0,0.0,0.0,355599.0,355606.0
2650,0.0,0.0,0.9999999999999999,0.0,0.0,356595.0,356861.0
2663,0.0,0.0,1.0,0.0,0.0,357700.0,357702.0
2681,0.17478510028653294,0.3825214899713467,0.11031518624641834,0.17478510028653294,0.15759312320916904,359780.0,359906.0
2686,0.1901743264659271,0.4231378763866878,0.05388272583201268,0.18858954041204437,0.14421553090332806,363638.0,363653.0
