,Ne,length,sample_size,recombination_rate,mutation_rate,error_param,tool,averaging,polytomies,rooting,metric,treedist_mean,treedist_se
172,5000,1000000,16,1e-08,2.714417616594907e-09,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,unrooted,RF,14.352124260000005,0.14967879297941128
173,5000,1000000,16,1e-08,2.714417616594907e-09,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,unrooted,SPR,3.7618382399999994,0.03605571058724728
174,5000,1000000,16,1e-08,2.714417616594907e-09,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,unrooted,path,21.030620979623635,0.1375653680666507
175,5000,1000000,16,1e-08,2.714417616594907e-09,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,rooted,KC,18.05263813616916,0.11363157456115769
176,5000,1000000,16,1e-08,2.714417616594907e-09,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,rooted,RF,18.296087035947746,0.1310926784312062
178,5000,1000000,16,1e-08,2.714417616594907e-09,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,unrooted,RF,16.13177178181833,0.1313208706613053
179,5000,1000000,16,1e-08,2.714417616594907e-09,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,unrooted,SPR,4.149714222530944,0.030878459224950687
180,5000,1000000,16,1e-08,2.714417616594907e-09,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,unrooted,path,22.356899748024592,0.12453737610855604
182,5000,1000000,16,1e-08,2.714417616594907e-09,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,rooted,KC,18.12976953222485,0.138864435840438
183,5000,1000000,16,1e-08,2.714417616594907e-09,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,rooted,RF,17.476175936671666,0.1604892710977393
185,5000,1000000,16,1e-08,2.714417616594907e-09,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,unrooted,RF,15.680307703912629,0.1598999646469045
186,5000,1000000,16,1e-08,2.714417616594907e-09,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,unrooted,SPR,4.050748604244799,0.03706547249139184
187,5000,1000000,16,1e-08,2.714417616594907e-09,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,unrooted,path,22.13365009191405,0.1497135789193312
