"","freq","p00","p01","p02","p10","p11","p12","p20","p21","p22"
"4383",0.8752,0.84,0.08,0.08,0,0.984126984126984,0.0158730158730159,0,0,1
"4384",0.875399,0.857142857142857,0,0.142857142857143,0,1,0,0,0,1
"4385",0.875599,0.882352941176471,0.0588235294117647,0.0588235294117647,0,1,0,0,0,1
"4386",0.875799,0.904761904761905,0,0.0952380952380952,0,0.990740740740741,0.00925925925925926,0,0,1
"4387",0.875998,0.7,0.1,0.2,0,1,0,0,0,1
"4388",0.876198,0.851851851851852,0,0.148148148148148,0,0.990196078431373,0.00980392156862745,0,0,1
"4389",0.876398,0.6875,0,0.3125,0,1,0,0,0,1
"4390",0.876597,0.866666666666667,0,0.133333333333333,0,1,0,0,0,1
"4391",0.876797,0.75,0,0.25,0,0.986486486486487,0.0135135135135135,0,0.0026525198938992,0.997347480106101
"4392",0.876997,0.769230769230769,0,0.230769230769231,0,0.980769230769231,0.0192307692307692,0,0,1
"4393",0.877196,0.9375,0.0625,0,0,0.990740740740741,0.00925925925925926,0,0,1
"4394",0.877396,0.7,0.1,0.2,0,0.991071428571429,0.00892857142857143,0,0,1
"4395",0.877596,0.833333333333333,0,0.166666666666667,0,0.96969696969697,0.0303030303030303,0,0,1
"4396",0.877796,0.785714285714286,0,0.214285714285714,0,0.963414634146341,0.0365853658536585,0,0,1
"4397",0.877995,0.782608695652174,0,0.217391304347826,0,0.977011494252874,0.0229885057471264,0,0,1
"4398",0.878195,0.55,0.3,0.15,0,0.990909090909091,0.00909090909090909,0,0,1
"4399",0.878395,0.684210526315789,0.105263157894737,0.210526315789474,0,0.988095238095238,0.0119047619047619,0,0,1
"4400",0.878594,0.722222222222222,0.166666666666667,0.111111111111111,0,1,0,0,0,1
"4401",0.878794,0.764705882352941,0.0588235294117647,0.176470588235294,0,1,0,0,0.00240384615384615,0.997596153846154
"4402",0.878994,0.846153846153846,0,0.153846153846154,0,0.981981981981982,0.018018018018018,0,0,1
"4403",0.879193,0.75,0,0.25,0,1,0,0,0,1
"4404",0.879393,0.6,0,0.4,0,0.98989898989899,0.0101010101010101,0,0,1
