Unnamed: 0,replicate,sample_size,Ne,length,recombination_rate,mutation_rate,error_rate,edges,n_trees,n_sites,seed,fastARG_completed,RentPlus_completed,ARGweaver_completed,tsinfer_completed,fastARG_0_SPRunrooted,fastARG_edges,fastARG_0_RFrooted,fastARG_memory,fastARG_0_RFunrooted,fastARG_ts_filesize,fastARG_0_wRFunrooted,fastARG_0_KCrooted,fastARG_0_wRFrooted,fastARG_cputime,fastARG_0_pathunrooted,RentPlus_cputime,RentPlus_0_pathunrooted,RentPlus_0_wRFunrooted,RentPlus_0_RFunrooted,RentPlus_0_KCrooted,RentPlus_0_wRFrooted,RentPlus_0_RFrooted,RentPlus_memory,RentPlus_0_SPRunrooted,tsinfer_0_KCrooted,tsinfer_max_polytomy,tsinfer_2_SPRunrooted,tsinfer_var_polytomy,tsinfer_cputime,tsinfer_mean_polytomy,tsinfer_2_pathunrooted,tsinfer_edges,tsinfer_0_RFrooted,tsinfer_0_SPRunrooted,tsinfer_0_wRFunrooted,tsinfer_2_wRFrooted,tsinfer_2_wRFunrooted,tsinfer_2_RFunrooted,tsinfer_0_RFunrooted,tsinfer_2_RFrooted,tsinfer_0_wRFrooted,tsinfer_memory,tsinfer_ts_filesize,tsinfer_2_KCrooted,tsinfer_0_pathunrooted
204,20,15,Gutenkunst.out.of.africa,100000,1e-08,1.3228756555322952e-07,0.0,315,88,1674,1389695619,False,False,False,True,,,,,,,,,,,,,,,,,,,,,6.052881356534732,63.0,1.2669124104523286,38.909090909090914,1.0,3.6666666666666665,8.201155609926701,363.0,3.820316353690722,1.2038356927762552,31151.711272405184,31151.906723862943,31151.711272405177,3.760936878390294,3.4952132402214686,4.109301102668588,31151.906723862943,57749504.0,109564.0,6.070542766720988,8.669674174740605
205,20,15,Gutenkunst.out.of.africa,100000,1e-08,1.3228756555322952e-07,0.001,315,88,1674,1389695619,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,20,15,Gutenkunst.out.of.africa,100000,1e-08,6.804457946348874e-07,0.0,264,80,5385,687209714,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,20,15,Gutenkunst.out.of.africa,100000,1e-08,6.804457946348874e-07,0.001,264,80,5385,687209714,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,20,15,Gutenkunst.out.of.africa,100000,1e-08,3.500000000000001e-06,0.0,277,78,34521,338142864,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,20,15,Gutenkunst.out.of.africa,100000,1e-08,3.500000000000001e-06,0.001,277,78,34521,338142864,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,21,15,Gutenkunst.out.of.africa,100000,1e-08,4.999999999999999e-09,0.0,270,78,60,558402106,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,21,15,Gutenkunst.out.of.africa,100000,1e-08,4.999999999999999e-09,0.001,270,78,60,558402106,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,21,15,Gutenkunst.out.of.africa,100000,1e-08,2.5718433618052004e-08,0.0,273,75,238,1332904594,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,21,15,Gutenkunst.out.of.africa,100000,1e-08,2.5718433618052004e-08,0.001,273,75,238,1332904594,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,21,15,Gutenkunst.out.of.africa,100000,1e-08,1.3228756555322952e-07,0.0,415,122,1722,1467228203,False,False,False,True,,,,,,,,,,,,,,,,,,,,,6.706092841152563,78.0,2.463358883707145,47.578824141519256,0.98,3.661290322580645,11.499307165617786,454.0,6.303837517532665,1.899174475026376,33108.831943437275,33109.11482482886,33108.831943437275,7.085795303393271,6.057808241427586,7.3427531409177025,33109.11482482886,57786368.0,111674.0,7.05679001840106,12.615526317239464
215,21,15,Gutenkunst.out.of.africa,100000,1e-08,1.3228756555322952e-07,0.001,415,122,1722,1467228203,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,21,15,Gutenkunst.out.of.africa,100000,1e-08,6.804457946348874e-07,0.0,298,81,7772,691689745,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,21,15,Gutenkunst.out.of.africa,100000,1e-08,6.804457946348874e-07,0.001,298,81,7772,691689745,False,True,False,False,,,,,,,,,,,,38.22,5.668042988107529,,2.61076,7.564758864105135,,4.12543,1489829888.0,0.981135,,,,,,,,,,,,,,,,,,,,,
218,21,15,Gutenkunst.out.of.africa,100000,1e-08,3.500000000000001e-06,0.0,333,93,43187,1930685648,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,21,15,Gutenkunst.out.of.africa,100000,1e-08,3.500000000000001e-06,0.001,333,93,43187,1930685648,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,22,15,Gutenkunst.out.of.africa,100000,1e-08,4.999999999999999e-09,0.0,301,86,51,867599895,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,22,15,Gutenkunst.out.of.africa,100000,1e-08,4.999999999999999e-09,0.001,301,86,51,867599895,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,22,15,Gutenkunst.out.of.africa,100000,1e-08,2.5718433618052004e-08,0.0,252,65,209,519647712,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,22,15,Gutenkunst.out.of.africa,100000,1e-08,2.5718433618052004e-08,0.001,252,65,209,519647712,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,22,15,Gutenkunst.out.of.africa,100000,1e-08,1.3228756555322952e-07,0.0,270,78,1412,373959427,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,22,15,Gutenkunst.out.of.africa,100000,1e-08,1.3228756555322952e-07,0.001,270,78,1412,373959427,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,22,15,Gutenkunst.out.of.africa,100000,1e-08,6.804457946348874e-07,0.0,312,83,8329,1021907544,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,22,15,Gutenkunst.out.of.africa,100000,1e-08,6.804457946348874e-07,0.001,312,83,8329,1021907544,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,22,15,Gutenkunst.out.of.africa,100000,1e-08,3.500000000000001e-06,0.0,358,100,38770,855615444,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,22,15,Gutenkunst.out.of.africa,100000,1e-08,3.500000000000001e-06,0.001,358,100,38770,855615444,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,23,15,Gutenkunst.out.of.africa,100000,1e-08,4.999999999999999e-09,0.0,347,94,58,646993230,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,23,15,Gutenkunst.out.of.africa,100000,1e-08,4.999999999999999e-09,0.001,347,94,58,646993230,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,23,15,Gutenkunst.out.of.africa,100000,1e-08,2.5718433618052004e-08,0.0,281,80,292,1874578921,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,23,15,Gutenkunst.out.of.africa,100000,1e-08,2.5718433618052004e-08,0.001,281,80,292,1874578921,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,23,15,Gutenkunst.out.of.africa,100000,1e-08,1.3228756555322952e-07,0.0,387,110,1506,867755091,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,23,15,Gutenkunst.out.of.africa,100000,1e-08,1.3228756555322952e-07,0.001,387,110,1506,867755091,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,23,15,Gutenkunst.out.of.africa,100000,1e-08,6.804457946348874e-07,0.0,332,99,8378,1043206958,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,23,15,Gutenkunst.out.of.africa,100000,1e-08,6.804457946348874e-07,0.001,332,99,8378,1043206958,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,23,15,Gutenkunst.out.of.africa,100000,1e-08,3.500000000000001e-06,0.0,314,89,39342,1180919019,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,23,15,Gutenkunst.out.of.africa,100000,1e-08,3.500000000000001e-06,0.001,314,89,39342,1180919019,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,24,15,Gutenkunst.out.of.africa,100000,1e-08,4.999999999999999e-09,0.0,376,105,92,949267129,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,24,15,Gutenkunst.out.of.africa,100000,1e-08,4.999999999999999e-09,0.001,376,105,92,949267129,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,24,15,Gutenkunst.out.of.africa,100000,1e-08,2.5718433618052004e-08,0.0,301,89,240,1191216436,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,24,15,Gutenkunst.out.of.africa,100000,1e-08,2.5718433618052004e-08,0.001,301,89,240,1191216436,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,24,15,Gutenkunst.out.of.africa,100000,1e-08,1.3228756555322952e-07,0.0,336,92,1370,1730570449,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,24,15,Gutenkunst.out.of.africa,100000,1e-08,1.3228756555322952e-07,0.001,336,92,1370,1730570449,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,24,15,Gutenkunst.out.of.africa,100000,1e-08,6.804457946348874e-07,0.0,316,95,7875,1484771445,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,24,15,Gutenkunst.out.of.africa,100000,1e-08,6.804457946348874e-07,0.001,316,95,7875,1484771445,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,24,15,Gutenkunst.out.of.africa,100000,1e-08,3.500000000000001e-06,0.0,294,80,34218,1842957449,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,24,15,Gutenkunst.out.of.africa,100000,1e-08,3.500000000000001e-06,0.001,294,80,34218,1842957449,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,25,15,Gutenkunst.out.of.africa,100000,1e-08,4.999999999999999e-09,0.0,254,70,49,551747662,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,25,15,Gutenkunst.out.of.africa,100000,1e-08,4.999999999999999e-09,0.001,254,70,49,551747662,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,25,15,Gutenkunst.out.of.africa,100000,1e-08,2.5718433618052004e-08,0.0,296,85,248,388089359,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,25,15,Gutenkunst.out.of.africa,100000,1e-08,2.5718433618052004e-08,0.001,296,85,248,388089359,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,25,15,Gutenkunst.out.of.africa,100000,1e-08,1.3228756555322952e-07,0.0,315,93,1378,1611820752,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,25,15,Gutenkunst.out.of.africa,100000,1e-08,1.3228756555322952e-07,0.001,315,93,1378,1611820752,False,False,False,True,,,,,,,,,,,,,,,,,,,,,6.525548204266255,69.0,2.354577938777724,67.93725754764716,0.77,4.467532467532467,11.811333465617194,344.0,6.370633025472431,1.6233040916775698,26564.554113030437,26564.666223822656,26564.55411303044,7.041906273658055,6.16853098309876,7.288353039846379,26564.666223822656,57704448.0,103559.0,7.2720496012082965,12.506510529756946
256,25,15,Gutenkunst.out.of.africa,100000,1e-08,6.804457946348874e-07,0.0,232,71,6117,352041423,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,25,15,Gutenkunst.out.of.africa,100000,1e-08,6.804457946348874e-07,0.001,232,71,6117,352041423,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,25,15,Gutenkunst.out.of.africa,100000,1e-08,3.500000000000001e-06,0.0,364,104,38911,738394621,False,True,False,False,,,,,,,,,,,,717.92,0.9659708256675147,,0.37027,7.308053641246719,,2.10423,8805978112.0,0.128065,,,,,,,,,,,,,,,,,,,,,
259,25,15,Gutenkunst.out.of.africa,100000,1e-08,3.500000000000001e-06,0.001,364,104,38911,738394621,True,False,False,False,1.9298596943420137,7487.0,8.269029994314707,5943296.0,5.086348937932178,988097.0,23734.179605004796,14.605168635390532,23758.844550305676,4.06,10.194221349252846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,26,15,Gutenkunst.out.of.africa,100000,1e-08,4.999999999999999e-09,0.0,340,97,55,1242561699,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,26,15,Gutenkunst.out.of.africa,100000,1e-08,4.999999999999999e-09,0.001,340,97,55,1242561699,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,26,15,Gutenkunst.out.of.africa,100000,1e-08,2.5718433618052004e-08,0.0,405,117,316,1363062594,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,26,15,Gutenkunst.out.of.africa,100000,1e-08,2.5718433618052004e-08,0.001,405,117,316,1363062594,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,26,15,Gutenkunst.out.of.africa,100000,1e-08,1.3228756555322952e-07,0.0,262,70,1210,838408480,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,26,15,Gutenkunst.out.of.africa,100000,1e-08,1.3228756555322952e-07,0.001,262,70,1210,838408480,True,False,False,False,2.696222169098933,480.0,12.796696137070988,2195456.0,8.709153344172842,99396.0,22016.482239593963,16.77563803750885,22026.649289919424,0.01,13.065723716511705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,26,15,Gutenkunst.out.of.africa,100000,1e-08,6.804457946348874e-07,0.0,236,70,6827,1107978778,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,26,15,Gutenkunst.out.of.africa,100000,1e-08,6.804457946348874e-07,0.001,236,70,6827,1107978778,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,26,15,Gutenkunst.out.of.africa,100000,1e-08,3.500000000000001e-06,0.0,322,91,44989,35962310,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,26,15,Gutenkunst.out.of.africa,100000,1e-08,3.500000000000001e-06,0.001,322,91,44989,35962310,False,True,False,False,,,,,,,,,,,,267.89,5.07777279673385,,2.2971,5.948864682654446,,3.25833,5134151680.0,0.827645,,,,,,,,,,,,,,,,,,,,,
270,27,15,Gutenkunst.out.of.africa,100000,1e-08,4.999999999999999e-09,0.0,280,73,37,1071088445,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,27,15,Gutenkunst.out.of.africa,100000,1e-08,4.999999999999999e-09,0.001,280,73,37,1071088445,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,27,15,Gutenkunst.out.of.africa,100000,1e-08,2.5718433618052004e-08,0.0,345,94,277,328303119,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,27,15,Gutenkunst.out.of.africa,100000,1e-08,2.5718433618052004e-08,0.001,345,94,277,328303119,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,27,15,Gutenkunst.out.of.africa,100000,1e-08,1.3228756555322952e-07,0.0,246,67,1299,720241436,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,27,15,Gutenkunst.out.of.africa,100000,1e-08,1.3228756555322952e-07,0.001,246,67,1299,720241436,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,27,15,Gutenkunst.out.of.africa,100000,1e-08,6.804457946348874e-07,0.0,293,82,7376,1140946554,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,27,15,Gutenkunst.out.of.africa,100000,1e-08,6.804457946348874e-07,0.001,293,82,7376,1140946554,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,27,15,Gutenkunst.out.of.africa,100000,1e-08,3.500000000000001e-06,0.0,348,95,35714,446498299,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,27,15,Gutenkunst.out.of.africa,100000,1e-08,3.500000000000001e-06,0.001,348,95,35714,446498299,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,28,15,Gutenkunst.out.of.africa,100000,1e-08,4.999999999999999e-09,0.0,298,85,58,1797859436,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,28,15,Gutenkunst.out.of.africa,100000,1e-08,4.999999999999999e-09,0.001,298,85,58,1797859436,False,False,False,True,,,,,,,,,,,,,,,,,,,,,16.56543792399643,22.0,4.3681884329819,16.937599999999996,0.7,4.68,22.889674082577017,117.0,13.65156045480526,,29359.42817242311,29359.500032423115,29359.428172423108,17.644180198781488,12.776487451441936,19.136441822409733,29359.50003242311,56025088.0,76733.0,17.8884428281128,29.31083976271638
282,28,15,Gutenkunst.out.of.africa,100000,1e-08,2.5718433618052004e-08,0.0,404,112,406,1078932329,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,28,15,Gutenkunst.out.of.africa,100000,1e-08,2.5718433618052004e-08,0.001,404,112,406,1078932329,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,28,15,Gutenkunst.out.of.africa,100000,1e-08,1.3228756555322952e-07,0.0,287,85,1409,1878513457,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,28,15,Gutenkunst.out.of.africa,100000,1e-08,1.3228756555322952e-07,0.001,287,85,1409,1878513457,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,28,15,Gutenkunst.out.of.africa,100000,1e-08,6.804457946348874e-07,0.0,441,116,8714,869803459,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,28,15,Gutenkunst.out.of.africa,100000,1e-08,6.804457946348874e-07,0.001,441,116,8714,869803459,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,28,15,Gutenkunst.out.of.africa,100000,1e-08,3.500000000000001e-06,0.0,252,83,42207,1120544004,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,28,15,Gutenkunst.out.of.africa,100000,1e-08,3.500000000000001e-06,0.001,252,83,42207,1120544004,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,29,15,Gutenkunst.out.of.africa,100000,1e-08,4.999999999999999e-09,0.0,262,73,45,1553548340,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,29,15,Gutenkunst.out.of.africa,100000,1e-08,4.999999999999999e-09,0.001,262,73,45,1553548340,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,29,15,Gutenkunst.out.of.africa,100000,1e-08,2.5718433618052004e-08,0.0,294,83,308,562152092,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,29,15,Gutenkunst.out.of.africa,100000,1e-08,2.5718433618052004e-08,0.001,294,83,308,562152092,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,29,15,Gutenkunst.out.of.africa,100000,1e-08,1.3228756555322952e-07,0.0,492,135,1743,344666240,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,29,15,Gutenkunst.out.of.africa,100000,1e-08,1.3228756555322952e-07,0.001,492,135,1743,344666240,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,29,15,Gutenkunst.out.of.africa,100000,1e-08,6.804457946348874e-07,0.0,365,105,8201,1697490028,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,29,15,Gutenkunst.out.of.africa,100000,1e-08,6.804457946348874e-07,0.001,365,105,8201,1697490028,False,True,False,False,,,,,,,,,,,,53.86,4.285850827892146,,1.99965,6.799711572074822,,3.07078,1831456768.0,0.601665,,,,,,,,,,,,,,,,,,,,,
298,29,15,Gutenkunst.out.of.africa,100000,1e-08,3.500000000000001e-06,0.0,295,78,31846,1098177596,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,29,15,Gutenkunst.out.of.africa,100000,1e-08,3.500000000000001e-06,0.001,295,78,31846,1098177596,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,30,15,Gutenkunst.out.of.africa,100000,1e-08,4.999999999999999e-09,0.0,382,110,61,1128170998,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,30,15,Gutenkunst.out.of.africa,100000,1e-08,4.999999999999999e-09,0.001,382,110,61,1128170998,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,30,15,Gutenkunst.out.of.africa,100000,1e-08,2.5718433618052004e-08,0.0,356,102,279,1544128412,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,30,15,Gutenkunst.out.of.africa,100000,1e-08,2.5718433618052004e-08,0.001,356,102,279,1544128412,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,30,15,Gutenkunst.out.of.africa,100000,1e-08,1.3228756555322952e-07,0.0,385,108,1650,1803384465,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,30,15,Gutenkunst.out.of.africa,100000,1e-08,1.3228756555322952e-07,0.001,385,108,1650,1803384465,False,False,False,True,,,,,,,,,,,,,,,,,,,,,6.161516902840552,125.0,1.7529795051994779,123.35831846123338,0.7799999999999999,4.219512195121951,9.6494606481819,519.0,5.285401894078202,1.8141333048981314,31285.771539759895,31286.00580056756,31285.771539759888,5.251302979510955,4.883930375630391,5.706502058817053,31286.00580056756,57872384.0,111733.0,5.842097602123311,10.750377221686149
306,30,15,Gutenkunst.out.of.africa,100000,1e-08,6.804457946348874e-07,0.0,282,79,7755,1803535825,True,False,False,False,1.20051603346796,327.0,6.692562518315632,2691072.0,3.0156079354526546,211068.0,28188.334606910077,15.036238320188636,28193.911004749207,0.04,6.68371361431894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,30,15,Gutenkunst.out.of.africa,100000,1e-08,6.804457946348874e-07,0.001,282,79,7755,1803535825,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,30,15,Gutenkunst.out.of.africa,100000,1e-08,3.500000000000001e-06,0.0,238,66,32702,251715352,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,30,15,Gutenkunst.out.of.africa,100000,1e-08,3.500000000000001e-06,0.001,238,66,32702,251715352,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,31,15,Gutenkunst.out.of.africa,100000,1e-08,4.999999999999999e-09,0.0,374,108,62,1605647102,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,31,15,Gutenkunst.out.of.africa,100000,1e-08,4.999999999999999e-09,0.001,374,108,62,1605647102,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,31,15,Gutenkunst.out.of.africa,100000,1e-08,2.5718433618052004e-08,0.0,371,102,370,1548111398,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,31,15,Gutenkunst.out.of.africa,100000,1e-08,2.5718433618052004e-08,0.001,371,102,370,1548111398,False,True,False,False,,,,,,,,,,,,6.71,12.02943391438611,,7.16208,10.605357468330043,,8.58777,216154112.0,2.223585,,,,,,,,,,,,,,,,,,,,,
314,31,15,Gutenkunst.out.of.africa,100000,1e-08,1.3228756555322952e-07,0.0,314,86,1801,1625717908,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,31,15,Gutenkunst.out.of.africa,100000,1e-08,1.3228756555322952e-07,0.001,314,86,1801,1625717908,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,31,15,Gutenkunst.out.of.africa,100000,1e-08,6.804457946348874e-07,0.0,309,83,6830,1580435434,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,31,15,Gutenkunst.out.of.africa,100000,1e-08,6.804457946348874e-07,0.001,309,83,6830,1580435434,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,31,15,Gutenkunst.out.of.africa,100000,1e-08,3.500000000000001e-06,0.0,393,108,49431,1749185856,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,31,15,Gutenkunst.out.of.africa,100000,1e-08,3.500000000000001e-06,0.001,393,108,49431,1749185856,True,False,False,False,2.55250738088186,14090.0,10.800971965115702,7192576.0,7.677468152222294,1360124.0,35444.92643483661,14.494434778067612,35583.973811289135,10.45,12.666865674325342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
