,Ne,length,sample_size,recombination_rate,mutation_rate,error_param,subsample_size,restrict_sample_size_comparison,tool,averaging,polytomies,rooting,metric,treedist_mean,treedist_se
326,5000,5000000,1000,1e-08,1e-08,0,500,6,tsinfer,per variant,broken,unrooted,SPR,0.6029590848717175,0.0070036720071173595
327,5000,5000000,1000,1e-08,1e-08,0,500,6,tsinfer,per variant,broken,unrooted,path,1.9704249636460731,0.02349228919405994
329,5000,5000000,1000,1e-08,1e-08,0,500,6,tsinfer,per variant,retained,rooted,KC,2.207078328164829,0.015067643473660108
333,5000,5000000,1000,1e-08,1e-08,0,500,6,tsinfer,per variant,retained,unrooted,SPR,0.5388109998062904,0.0070705844432938205
334,5000,5000000,1000,1e-08,1e-08,0,500,6,tsinfer,per variant,retained,unrooted,path,2.0892203194053325,0.02497536655312505
336,5000,5000000,1000,1e-08,1e-08,0,1000,6,tsinfer,per variant,broken,rooted,KC,2.2529926144787633,0.016413570006347043
337,5000,5000000,1000,1e-08,1e-08,0,1000,6,tsinfer,per variant,broken,rooted,RF,2.3944813996033414,0.025308165819960194
339,5000,5000000,1000,1e-08,1e-08,0,1000,6,tsinfer,per variant,broken,unrooted,RF,1.6038633169430572,0.022398296147578805
340,5000,5000000,1000,1e-08,1e-08,0,1000,6,tsinfer,per variant,broken,unrooted,SPR,0.6052288876854001,0.007355210893017631
341,5000,5000000,1000,1e-08,1e-08,0,1000,6,tsinfer,per variant,broken,unrooted,path,1.9779865961317722,0.024664376690160625
343,5000,5000000,1000,1e-08,1e-08,0,1000,6,tsinfer,per variant,retained,rooted,KC,2.210610703483998,0.015487914036983283
347,5000,5000000,1000,1e-08,1e-08,0,1000,6,tsinfer,per variant,retained,unrooted,SPR,0.5417122641904514,0.007209539927829242
348,5000,5000000,1000,1e-08,1e-08,0,1000,6,tsinfer,per variant,retained,unrooted,path,2.098506117241957,0.025969988325772686
350,5000,5000000,1000,1e-08,1e-08,EmpiricalErrorPlatinum1000G,12,6,tsinfer,per variant,broken,rooted,KC,2.4580574825743375,0.014620815096833786
351,5000,5000000,1000,1e-08,1e-08,EmpiricalErrorPlatinum1000G,12,6,tsinfer,per variant,broken,rooted,RF,2.6750069399301486,0.022484073103639205
353,5000,5000000,1000,1e-08,1e-08,EmpiricalErrorPlatinum1000G,12,6,tsinfer,per variant,broken,unrooted,RF,1.8078176029162558,0.019561456073682176
354,5000,5000000,1000,1e-08,1e-08,EmpiricalErrorPlatinum1000G,12,6,tsinfer,per variant,broken,unrooted,SPR,0.6706488114397209,0.006193139591081078
355,5000,5000000,1000,1e-08,1e-08,EmpiricalErrorPlatinum1000G,12,6,tsinfer,per variant,broken,unrooted,path,2.2025608570678754,0.020726028844169016
357,5000,5000000,1000,1e-08,1e-08,EmpiricalErrorPlatinum1000G,12,6,tsinfer,per variant,retained,rooted,KC,2.39963141365967,0.01382690088506611
361,5000,5000000,1000,1e-08,1e-08,EmpiricalErrorPlatinum1000G,12,6,tsinfer,per variant,retained,unrooted,SPR,0.6026798038473848,0.006553311488243986
362,5000,5000000,1000,1e-08,1e-08,EmpiricalErrorPlatinum1000G,12,6,tsinfer,per variant,retained,unrooted,path,2.337370648360978,0.021469670284222586
364,5000,5000000,1000,1e-08,1e-08,EmpiricalErrorPlatinum1000G,50,6,tsinfer,per variant,broken,rooted,KC,2.413140675083374,0.014040496683404246
365,5000,5000000,1000,1e-08,1e-08,EmpiricalErrorPlatinum1000G,50,6,tsinfer,per variant,broken,rooted,RF,2.627373369959269,0.02209927770396111
367,5000,5000000,1000,1e-08,1e-08,EmpiricalErrorPlatinum1000G,50,6,tsinfer,per variant,broken,unrooted,RF,1.7761670696647212,0.019343373763260223
368,5000,5000000,1000,1e-08,1e-08,EmpiricalErrorPlatinum1000G,50,6,tsinfer,per variant,broken,unrooted,SPR,0.6562799045132138,0.006060203474327829
369,5000,5000000,1000,1e-08,1e-08,EmpiricalErrorPlatinum1000G,50,6,tsinfer,per variant,broken,unrooted,path,2.162621103598477,0.020244283450478552
371,5000,5000000,1000,1e-08,1e-08,EmpiricalErrorPlatinum1000G,50,6,tsinfer,per variant,retained,rooted,KC,2.3586726620605485,0.013282388935578418
375,5000,5000000,1000,1e-08,1e-08,EmpiricalErrorPlatinum1000G,50,6,tsinfer,per variant,retained,unrooted,SPR,0.5920630407667766,0.006439564808805372
376,5000,5000000,1000,1e-08,1e-08,EmpiricalErrorPlatinum1000G,50,6,tsinfer,per variant,retained,unrooted,path,2.287578274403648,0.02058721103154642
378,5000,5000000,1000,1e-08,1e-08,EmpiricalErrorPlatinum1000G,100,6,tsinfer,per variant,broken,rooted,KC,2.3952187995592644,0.014404489667636097
379,5000,5000000,1000,1e-08,1e-08,EmpiricalErrorPlatinum1000G,100,6,tsinfer,per variant,broken,rooted,RF,2.6008520835544,0.022192404865149593
381,5000,5000000,1000,1e-08,1e-08,EmpiricalErrorPlatinum1000G,100,6,tsinfer,per variant,broken,unrooted,RF,1.7558692308398065,0.019467401429807234
382,5000,5000000,1000,1e-08,1e-08,EmpiricalErrorPlatinum1000G,100,6,tsinfer,per variant,broken,unrooted,SPR,0.6546444745490426,0.006247042109515125
383,5000,5000000,1000,1e-08,1e-08,EmpiricalErrorPlatinum1000G,100,6,tsinfer,per variant,broken,unrooted,path,2.144439098663818,0.020937640064543985
385,5000,5000000,1000,1e-08,1e-08,EmpiricalErrorPlatinum1000G,100,6,tsinfer,per variant,retained,rooted,KC,2.3421902169070186,0.013536894984836203
389,5000,5000000,1000,1e-08,1e-08,EmpiricalErrorPlatinum1000G,100,6,tsinfer,per variant,retained,unrooted,SPR,0.5911118415836697,0.00652608670105277
390,5000,5000000,1000,1e-08,1e-08,EmpiricalErrorPlatinum1000G,100,6,tsinfer,per variant,retained,unrooted,path,2.2703296339178825,0.021768472103296133
392,5000,5000000,1000,1e-08,1e-08,EmpiricalErrorPlatinum1000G,500,6,tsinfer,per variant,broken,rooted,KC,2.367316256871143,0.015110113669216801
393,5000,5000000,1000,1e-08,1e-08,EmpiricalErrorPlatinum1000G,500,6,tsinfer,per variant,broken,rooted,RF,2.5571763652802764,0.02275262225678626
395,5000,5000000,1000,1e-08,1e-08,EmpiricalErrorPlatinum1000G,500,6,tsinfer,per variant,broken,unrooted,RF,1.716960481354193,0.020017843771616365
396,5000,5000000,1000,1e-08,1e-08,EmpiricalErrorPlatinum1000G,500,6,tsinfer,per variant,broken,unrooted,SPR,0.6373144278731219,0.006424975679990631
397,5000,5000000,1000,1e-08,1e-08,EmpiricalErrorPlatinum1000G,500,6,tsinfer,per variant,broken,unrooted,path,2.096881227399949,0.021764791797345737
399,5000,5000000,1000,1e-08,1e-08,EmpiricalErrorPlatinum1000G,500,6,tsinfer,per variant,retained,rooted,KC,2.3154940437438314,0.014521434040386152
403,5000,5000000,1000,1e-08,1e-08,EmpiricalErrorPlatinum1000G,500,6,tsinfer,per variant,retained,unrooted,SPR,0.5756958609392762,0.00673075915592143
404,5000,5000000,1000,1e-08,1e-08,EmpiricalErrorPlatinum1000G,500,6,tsinfer,per variant,retained,unrooted,path,2.2113638394871717,0.022586158814507998
406,5000,5000000,1000,1e-08,1e-08,EmpiricalErrorPlatinum1000G,1000,6,tsinfer,per variant,broken,rooted,KC,2.3626038325450973,0.015127503743574747
407,5000,5000000,1000,1e-08,1e-08,EmpiricalErrorPlatinum1000G,1000,6,tsinfer,per variant,broken,rooted,RF,2.555269369011398,0.022857510788396877
409,5000,5000000,1000,1e-08,1e-08,EmpiricalErrorPlatinum1000G,1000,6,tsinfer,per variant,broken,unrooted,RF,1.7215896894218432,0.02003058806730765
410,5000,5000000,1000,1e-08,1e-08,EmpiricalErrorPlatinum1000G,1000,6,tsinfer,per variant,broken,unrooted,SPR,0.6389661516324991,0.006316826976156191
411,5000,5000000,1000,1e-08,1e-08,EmpiricalErrorPlatinum1000G,1000,6,tsinfer,per variant,broken,unrooted,path,2.1013450452587947,0.02161064788886275
413,5000,5000000,1000,1e-08,1e-08,EmpiricalErrorPlatinum1000G,1000,6,tsinfer,per variant,retained,rooted,KC,2.3103956101926797,0.014475690251177089
417,5000,5000000,1000,1e-08,1e-08,EmpiricalErrorPlatinum1000G,1000,6,tsinfer,per variant,retained,unrooted,SPR,0.5769080363971709,0.006530651995818653
418,5000,5000000,1000,1e-08,1e-08,EmpiricalErrorPlatinum1000G,1000,6,tsinfer,per variant,retained,unrooted,path,2.2147511299961073,0.02258811501098894
