,Ne,length,sample_size,recombination_rate,mutation_rate,error_param,tool,averaging,polytomy_treatment,rooting,metric,treedist_mean,treedist_se
188,5000,1000000,16,1e-08,2.714417616594907e-09,EmpiricalErrorPlatinum1000G,tsinfer,per site,,unrooted,wRF,67490.17064931463,553.0344931395285
189,5000,1000000,16,1e-08,2.714417616594907e-09,EmpiricalErrorPlatinum1000G,tsinfer,per site,breaking polytomies,rooted,KC,18.12976953222485,0.138864435840438
190,5000,1000000,16,1e-08,2.714417616594907e-09,EmpiricalErrorPlatinum1000G,tsinfer,per site,breaking polytomies,rooted,RF,17.476175936671666,0.1604892710977393
191,5000,1000000,16,1e-08,2.714417616594907e-09,EmpiricalErrorPlatinum1000G,tsinfer,per site,breaking polytomies,rooted,wRF,67493.17949985451,553.0417767501068
192,5000,1000000,16,1e-08,2.714417616594907e-09,EmpiricalErrorPlatinum1000G,tsinfer,per site,breaking polytomies,unrooted,RF,15.680307703912629,0.1598999646469045
193,5000,1000000,16,1e-08,2.714417616594907e-09,EmpiricalErrorPlatinum1000G,tsinfer,per site,breaking polytomies,unrooted,SPR,4.050748604244799,0.03706547249139184
194,5000,1000000,16,1e-08,2.714417616594907e-09,EmpiricalErrorPlatinum1000G,tsinfer,per site,breaking polytomies,unrooted,path,22.13365009191405,0.14971357891933118
195,5000,1000000,16,1e-08,2.714417616594907e-09,EmpiricalErrorPlatinum1000G,tsinfer,per site,breaking polytomies,unrooted,wRF,67490.17064931463,553.0344931395284
196,5000,1000000,16,1e-08,1e-08,0,ARGweaver,per site,,rooted,KC,12.223656595016976,0.2461488428007671
197,5000,1000000,16,1e-08,1e-08,0,ARGweaver,per site,,rooted,RF,10.346975666666667,0.7342841318070211
198,5000,1000000,16,1e-08,1e-08,0,ARGweaver,per site,,rooted,wRF,61735.498727803504,1959.9092860050828
199,5000,1000000,16,1e-08,1e-08,0,ARGweaver,per site,,unrooted,RF,9.047334000000001,0.7229518375171156
200,5000,1000000,16,1e-08,1e-08,0,ARGweaver,per site,,unrooted,SPR,2.5928253,0.20315127522762438
201,5000,1000000,16,1e-08,1e-08,0,ARGweaver,per site,,unrooted,path,15.476940408148948,0.6694613591142814
202,5000,1000000,16,1e-08,1e-08,0,ARGweaver,per site,,unrooted,wRF,61146.37676738535,1906.1011303897174
203,5000,1000000,16,1e-08,1e-08,0,RentPlus,per site,,rooted,KC,13.138965464429424,0.07600728493134624
204,5000,1000000,16,1e-08,1e-08,0,RentPlus,per site,,rooted,RF,11.414358790000001,0.1280011061202943
205,5000,1000000,16,1e-08,1e-08,0,RentPlus,per site,,unrooted,RF,9.815489130000001,0.12677192851841335
206,5000,1000000,16,1e-08,1e-08,0,RentPlus,per site,,unrooted,SPR,2.8102857949999986,0.03401998535650809
207,5000,1000000,16,1e-08,1e-08,0,RentPlus,per site,,unrooted,path,16.1601455369864,0.12821276799914696
208,5000,1000000,16,1e-08,1e-08,0,fastARG,per site,,rooted,KC,15.988398196845031,0.110298686032925
209,5000,1000000,16,1e-08,1e-08,0,fastARG,per site,,rooted,RF,14.057386725190204,0.1516531199002286
210,5000,1000000,16,1e-08,1e-08,0,fastARG,per site,,rooted,wRF,64178.88089824422,521.9272214420591
211,5000,1000000,16,1e-08,1e-08,0,fastARG,per site,,unrooted,RF,11.76946841467639,0.15400800116311522
212,5000,1000000,16,1e-08,1e-08,0,fastARG,per site,,unrooted,SPR,3.2662203333876607,0.038286838460796155
213,5000,1000000,16,1e-08,1e-08,0,fastARG,per site,,unrooted,path,17.82144831143195,0.14415903414938644
214,5000,1000000,16,1e-08,1e-08,0,fastARG,per site,,unrooted,wRF,64164.58019511393,521.9458098006378
215,5000,1000000,16,1e-08,1e-08,0,tsinfer,per site,,rooted,KC,11.943210627677866,0.07603568201957864
216,5000,1000000,16,1e-08,1e-08,0,tsinfer,per site,,rooted,RF,10.795399251209965,0.12035105452955516
217,5000,1000000,16,1e-08,1e-08,0,tsinfer,per site,,rooted,wRF,66231.68024138076,538.2985442960421
218,5000,1000000,16,1e-08,1e-08,0,tsinfer,per site,,unrooted,RF,9.6116359552783,0.11900623860335353
219,5000,1000000,16,1e-08,1e-08,0,tsinfer,per site,,unrooted,SPR,2.710380800405555,0.05089973445770901
220,5000,1000000,16,1e-08,1e-08,0,tsinfer,per site,,unrooted,path,17.422274429289686,0.15013952977969014
221,5000,1000000,16,1e-08,1e-08,0,tsinfer,per site,,unrooted,wRF,66228.95928678972,538.3009614330448
222,5000,1000000,16,1e-08,1e-08,0,tsinfer,per site,breaking polytomies,rooted,KC,12.758876564309737,0.0881607010471254
223,5000,1000000,16,1e-08,1e-08,0,tsinfer,per site,breaking polytomies,rooted,RF,11.870267481758344,0.14333255279122092
224,5000,1000000,16,1e-08,1e-08,0,tsinfer,per site,breaking polytomies,rooted,wRF,66231.68024138076,538.2985442960419
225,5000,1000000,16,1e-08,1e-08,0,tsinfer,per site,breaking polytomies,unrooted,RF,10.598282021456107,0.14201505664118058
226,5000,1000000,16,1e-08,1e-08,0,tsinfer,per site,breaking polytomies,unrooted,SPR,3.0193803199586533,0.03460200879584259
227,5000,1000000,16,1e-08,1e-08,0,tsinfer,per site,breaking polytomies,unrooted,path,16.719044429127,0.13475943866519596
228,5000,1000000,16,1e-08,1e-08,0,tsinfer,per site,breaking polytomies,unrooted,wRF,66228.95928678972,538.300961433045
229,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,ARGweaver,per site,,rooted,KC,12.179727766954699,0.26323216789182213
230,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,ARGweaver,per site,,rooted,RF,12.293364799999999,1.2985268000000005
231,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,ARGweaver,per site,,rooted,wRF,61719.07990617173,7249.873800279084
232,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,ARGweaver,per site,,unrooted,RF,11.1162466,1.3482845999999995
233,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,ARGweaver,per site,,unrooted,SPR,3.0911591,0.31207220000000024
234,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,ARGweaver,per site,,unrooted,path,17.01332377558166,1.5277491598701818
235,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,ARGweaver,per site,,unrooted,wRF,61201.16776769972,7199.884324933978
236,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,RentPlus,per site,,rooted,KC,13.560089970755836,0.07666729799949461
237,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,RentPlus,per site,,rooted,RF,12.500228060000005,0.11871340269760447
238,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,RentPlus,per site,,unrooted,RF,10.952097279999997,0.11657487217411448
239,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,RentPlus,per site,,unrooted,SPR,3.0995394450000004,0.030686649557240424
240,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,RentPlus,per site,,unrooted,path,17.1992565692084,0.11244313468623504
241,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,fastARG,per site,,rooted,KC,16.699609112837855,0.0967569366091682
242,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,fastARG,per site,,rooted,RF,16.18144534691031,0.11575198999645564
243,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,fastARG,per site,,rooted,wRF,63950.96945154866,521.0623289203378
244,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,fastARG,per site,,unrooted,RF,13.90883652424239,0.11371755582947123
245,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,fastARG,per site,,unrooted,SPR,3.7579101498213663,0.027661840300625164
246,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,fastARG,per site,,unrooted,path,19.753033771003228,0.11691002236858597
247,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,fastARG,per site,,unrooted,wRF,63932.627639568906,520.9685635120935
248,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,tsinfer,per site,,rooted,KC,12.568924773480715,0.07199694871257467
249,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,tsinfer,per site,,rooted,RF,11.925048308048044,0.10367579150744852
250,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,tsinfer,per site,,rooted,wRF,66230.53552411195,538.3175627873786
251,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,tsinfer,per site,,unrooted,RF,10.682853356730261,0.1034543768347582
252,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,tsinfer,per site,,unrooted,SPR,2.8986167215431693,0.05594181411254447
253,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,tsinfer,per site,,unrooted,path,18.69381110814418,0.1323045332607771
254,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,tsinfer,per site,,unrooted,wRF,66227.81036116494,538.3159286089756
255,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,tsinfer,per site,breaking polytomies,rooted,KC,13.644297220087577,0.08324522600721038
256,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,tsinfer,per site,breaking polytomies,rooted,RF,13.247833496946287,0.12005441276551812
257,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,tsinfer,per site,breaking polytomies,rooted,wRF,66230.53552411195,538.3175627873785
258,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,tsinfer,per site,breaking polytomies,unrooted,RF,11.886472141714284,0.1203917158653659
259,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,tsinfer,per site,breaking polytomies,unrooted,SPR,3.316206553217536,0.02931062058593038
260,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,tsinfer,per site,breaking polytomies,unrooted,path,17.89886738092379,0.11951482555689194
261,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,tsinfer,per site,breaking polytomies,unrooted,wRF,66227.81036116494,538.3159286089756
262,5000,1000000,16,1e-08,3.6840314986403866e-08,0,ARGweaver,per site,,rooted,KC,8.414118203300104,0.2678532863162284
263,5000,1000000,16,1e-08,3.6840314986403866e-08,0,ARGweaver,per site,,rooted,RF,6.66107575,0.4257732461099246
264,5000,1000000,16,1e-08,3.6840314986403866e-08,0,ARGweaver,per site,,rooted,wRF,38408.56064092711,1077.062638807896
265,5000,1000000,16,1e-08,3.6840314986403866e-08,0,ARGweaver,per site,,unrooted,RF,5.84272505,0.43043397576445513
266,5000,1000000,16,1e-08,3.6840314986403866e-08,0,ARGweaver,per site,,unrooted,SPR,1.9151578000000002,0.09382476573445316
267,5000,1000000,16,1e-08,3.6840314986403866e-08,0,ARGweaver,per site,,unrooted,path,10.897885268099154,0.5700597526029095
268,5000,1000000,16,1e-08,3.6840314986403866e-08,0,ARGweaver,per site,,unrooted,wRF,37904.52614698879,1041.7181296676572
269,5000,1000000,16,1e-08,3.6840314986403866e-08,0,RentPlus,per site,,rooted,KC,10.613965351536983,0.05597929256324419
270,5000,1000000,16,1e-08,3.6840314986403866e-08,0,RentPlus,per site,,rooted,RF,7.907838029999999,0.08593631053395752
271,5000,1000000,16,1e-08,3.6840314986403866e-08,0,RentPlus,per site,,unrooted,RF,6.522212929999999,0.08448250520581378
272,5000,1000000,16,1e-08,3.6840314986403866e-08,0,RentPlus,per site,,unrooted,SPR,2.062191705,0.026497718171848345
273,5000,1000000,16,1e-08,3.6840314986403866e-08,0,RentPlus,per site,,unrooted,path,12.213228776607144,0.09545107572621939
274,5000,1000000,16,1e-08,3.6840314986403866e-08,0,fastARG,per site,,rooted,KC,14.33143249591172,0.09497271423509086
275,5000,1000000,16,1e-08,3.6840314986403866e-08,0,fastARG,per site,,rooted,RF,10.77385698751636,0.11434426081679852
276,5000,1000000,16,1e-08,3.6840314986403866e-08,0,fastARG,per site,,rooted,wRF,62648.42641136154,463.54159270847265
277,5000,1000000,16,1e-08,3.6840314986403866e-08,0,fastARG,per site,,unrooted,RF,8.37002431381851,0.11399159120931217
278,5000,1000000,16,1e-08,3.6840314986403866e-08,0,fastARG,per site,,unrooted,SPR,2.5682557139094517,0.031229477570136305
279,5000,1000000,16,1e-08,3.6840314986403866e-08,0,fastARG,per site,,unrooted,path,14.116792395638361,0.12054419833222
280,5000,1000000,16,1e-08,3.6840314986403866e-08,0,fastARG,per site,,unrooted,wRF,62624.25014070987,463.37434933743805
281,5000,1000000,16,1e-08,3.6840314986403866e-08,0,tsinfer,per site,,rooted,KC,8.568646335126843,0.06109328093768403
282,5000,1000000,16,1e-08,3.6840314986403866e-08,0,tsinfer,per site,,rooted,RF,7.19677372757757,0.08951971655950935
283,5000,1000000,16,1e-08,3.6840314986403866e-08,0,tsinfer,per site,,rooted,wRF,65805.5501074228,491.70416256831777
284,5000,1000000,16,1e-08,3.6840314986403866e-08,0,tsinfer,per site,,unrooted,RF,6.500907237110648,0.08779555360745796
285,5000,1000000,16,1e-08,3.6840314986403866e-08,0,tsinfer,per site,,unrooted,SPR,1.938691926305203,0.03126093459513019
286,5000,1000000,16,1e-08,3.6840314986403866e-08,0,tsinfer,per site,,unrooted,path,12.899431870146987,0.113521164632117
287,5000,1000000,16,1e-08,3.6840314986403866e-08,0,tsinfer,per site,,unrooted,wRF,65803.70859779353,491.7006736413596
288,5000,1000000,16,1e-08,3.6840314986403866e-08,0,tsinfer,per site,breaking polytomies,rooted,KC,8.839809143100924,0.06453103767008349
289,5000,1000000,16,1e-08,3.6840314986403866e-08,0,tsinfer,per site,breaking polytomies,rooted,RF,7.6697857609119895,0.09747667127569579
290,5000,1000000,16,1e-08,3.6840314986403866e-08,0,tsinfer,per site,breaking polytomies,rooted,wRF,65805.5501074228,491.7041625683176
291,5000,1000000,16,1e-08,3.6840314986403866e-08,0,tsinfer,per site,breaking polytomies,unrooted,RF,6.941058464764218,0.09588249302342765
292,5000,1000000,16,1e-08,3.6840314986403866e-08,0,tsinfer,per site,breaking polytomies,unrooted,SPR,2.2068648503012143,0.028728722117999123
293,5000,1000000,16,1e-08,3.6840314986403866e-08,0,tsinfer,per site,breaking polytomies,unrooted,path,12.453135049212108,0.10307312998060911
294,5000,1000000,16,1e-08,3.6840314986403866e-08,0,tsinfer,per site,breaking polytomies,unrooted,wRF,65803.70859779352,491.7006736413593
295,5000,1000000,16,1e-08,3.6840314986403866e-08,EmpiricalErrorPlatinum1000G,ARGweaver,per site,,rooted,KC,9.028882172587469,0.012050658289573855
296,5000,1000000,16,1e-08,3.6840314986403866e-08,EmpiricalErrorPlatinum1000G,ARGweaver,per site,,rooted,RF,7.658623999999998,0.5706246000000004
297,5000,1000000,16,1e-08,3.6840314986403866e-08,EmpiricalErrorPlatinum1000G,ARGweaver,per site,,rooted,wRF,47312.89681225312,1462.115169675846
298,5000,1000000,16,1e-08,3.6840314986403866e-08,EmpiricalErrorPlatinum1000G,ARGweaver,per site,,unrooted,RF,6.7912125,0.49617829999999946
299,5000,1000000,16,1e-08,3.6840314986403866e-08,EmpiricalErrorPlatinum1000G,ARGweaver,per site,,unrooted,SPR,2.1219087500000002,0.22563204999999986
300,5000,1000000,16,1e-08,3.6840314986403866e-08,EmpiricalErrorPlatinum1000G,ARGweaver,per site,,unrooted,path,12.283605833533546,0.014858776844500099
301,5000,1000000,16,1e-08,3.6840314986403866e-08,EmpiricalErrorPlatinum1000G,ARGweaver,per site,,unrooted,wRF,46746.702268469424,1435.018095258647
302,5000,1000000,16,1e-08,3.6840314986403866e-08,EmpiricalErrorPlatinum1000G,RentPlus,per site,,rooted,KC,11.266467220945305,0.05549370142601542
303,5000,1000000,16,1e-08,3.6840314986403866e-08,EmpiricalErrorPlatinum1000G,RentPlus,per site,,rooted,RF,9.751780459999999,0.07898771413579109
304,5000,1000000,16,1e-08,3.6840314986403866e-08,EmpiricalErrorPlatinum1000G,RentPlus,per site,,unrooted,RF,8.505293660000001,0.07719352467194399
305,5000,1000000,16,1e-08,3.6840314986403866e-08,EmpiricalErrorPlatinum1000G,RentPlus,per site,,unrooted,SPR,2.5861704700000008,0.020119835457505914
306,5000,1000000,16,1e-08,3.6840314986403866e-08,EmpiricalErrorPlatinum1000G,RentPlus,per site,,unrooted,path,14.332707926397257,0.0836621030771947
307,5000,1000000,16,1e-08,3.6840314986403866e-08,EmpiricalErrorPlatinum1000G,fastARG,per site,,rooted,KC,15.871281034973922,0.10970113715668597
308,5000,1000000,16,1e-08,3.6840314986403866e-08,EmpiricalErrorPlatinum1000G,fastARG,per site,,rooted,RF,14.96453268279189,0.10455186011712285
309,5000,1000000,16,1e-08,3.6840314986403866e-08,EmpiricalErrorPlatinum1000G,fastARG,per site,,rooted,wRF,63013.262608119956,487.7029704024417
310,5000,1000000,16,1e-08,3.6840314986403866e-08,EmpiricalErrorPlatinum1000G,fastARG,per site,,unrooted,RF,12.591003574048056,0.09958000208247902
311,5000,1000000,16,1e-08,3.6840314986403866e-08,EmpiricalErrorPlatinum1000G,fastARG,per site,,unrooted,SPR,3.526579345894108,0.022763055135541464
312,5000,1000000,16,1e-08,3.6840314986403866e-08,EmpiricalErrorPlatinum1000G,fastARG,per site,,unrooted,path,18.15832392369454,0.11313949101360424
313,5000,1000000,16,1e-08,3.6840314986403866e-08,EmpiricalErrorPlatinum1000G,fastARG,per site,,unrooted,wRF,62973.934817951595,487.4378118832519
314,5000,1000000,16,1e-08,3.6840314986403866e-08,EmpiricalErrorPlatinum1000G,tsinfer,per site,,rooted,KC,9.66394648396896,0.059045445795417505
315,5000,1000000,16,1e-08,3.6840314986403866e-08,EmpiricalErrorPlatinum1000G,tsinfer,per site,,rooted,RF,9.029595543114162,0.0788513211691621
316,5000,1000000,16,1e-08,3.6840314986403866e-08,EmpiricalErrorPlatinum1000G,tsinfer,per site,,rooted,wRF,65804.13554243316,491.67769114283084
317,5000,1000000,16,1e-08,3.6840314986403866e-08,EmpiricalErrorPlatinum1000G,tsinfer,per site,,unrooted,RF,8.206244693658636,0.07692250053869856
318,5000,1000000,16,1e-08,3.6840314986403866e-08,EmpiricalErrorPlatinum1000G,tsinfer,per site,,unrooted,SPR,2.285870581798284,0.03199194011211588
319,5000,1000000,16,1e-08,3.6840314986403866e-08,EmpiricalErrorPlatinum1000G,tsinfer,per site,,unrooted,path,15.136451526806356,0.10016547189447059
320,5000,1000000,16,1e-08,3.6840314986403866e-08,EmpiricalErrorPlatinum1000G,tsinfer,per site,,unrooted,wRF,65802.18604421431,491.6751997316006
321,5000,1000000,16,1e-08,3.6840314986403866e-08,EmpiricalErrorPlatinum1000G,tsinfer,per site,breaking polytomies,rooted,KC,10.22785667857911,0.06471527653688633
322,5000,1000000,16,1e-08,3.6840314986403866e-08,EmpiricalErrorPlatinum1000G,tsinfer,per site,breaking polytomies,rooted,RF,9.846756726127149,0.09123413479817413
323,5000,1000000,16,1e-08,3.6840314986403866e-08,EmpiricalErrorPlatinum1000G,tsinfer,per site,breaking polytomies,rooted,wRF,65804.13554243316,491.6776911428309
324,5000,1000000,16,1e-08,3.6840314986403866e-08,EmpiricalErrorPlatinum1000G,tsinfer,per site,breaking polytomies,unrooted,RF,8.962421783096334,0.0896480638743941
325,5000,1000000,16,1e-08,3.6840314986403866e-08,EmpiricalErrorPlatinum1000G,tsinfer,per site,breaking polytomies,unrooted,SPR,2.7067971151508363,0.023808320097672652
326,5000,1000000,16,1e-08,3.6840314986403866e-08,EmpiricalErrorPlatinum1000G,tsinfer,per site,breaking polytomies,unrooted,path,14.52249577486563,0.09207155680845944
327,5000,1000000,16,1e-08,3.6840314986403866e-08,EmpiricalErrorPlatinum1000G,tsinfer,per site,breaking polytomies,unrooted,wRF,65802.18604421431,491.6751997316007
328,5000,1000000,16,1e-08,1.3572088082974523e-07,0,ARGweaver,per site,,rooted,KC,5.604963578633754,0.04090037706196046
329,5000,1000000,16,1e-08,1.3572088082974523e-07,0,ARGweaver,per site,,rooted,RF,3.5729756666666668,0.36270467509230936
330,5000,1000000,16,1e-08,1.3572088082974523e-07,0,ARGweaver,per site,,rooted,wRF,24324.61908830257,1102.9483830315285
331,5000,1000000,16,1e-08,1.3572088082974523e-07,0,ARGweaver,per site,,unrooted,RF,3.0464268000000003,0.3443262994615041
332,5000,1000000,16,1e-08,1.3572088082974523e-07,0,ARGweaver,per site,,unrooted,SPR,1.1351136333333331,0.13424021258376503
333,5000,1000000,16,1e-08,1.3572088082974523e-07,0,ARGweaver,per site,,unrooted,path,6.648901861710324,0.4158593494457505
334,5000,1000000,16,1e-08,1.3572088082974523e-07,0,ARGweaver,per site,,unrooted,wRF,23882.55347492085,1084.7646749661017
335,5000,1000000,16,1e-08,1.3572088082974523e-07,0,RentPlus,per site,,rooted,KC,8.61655802061224,0.03333844719188771
336,5000,1000000,16,1e-08,1.3572088082974523e-07,0,RentPlus,per site,,rooted,RF,5.03818069,0.05028410470347505
337,5000,1000000,16,1e-08,1.3572088082974523e-07,0,RentPlus,per site,,unrooted,RF,3.76242594,0.05093588530420765
338,5000,1000000,16,1e-08,1.3572088082974523e-07,0,RentPlus,per site,,unrooted,SPR,1.283404505,0.017656577418343984
339,5000,1000000,16,1e-08,1.3572088082974523e-07,0,RentPlus,per site,,unrooted,path,8.229558592915224,0.07863490406579357
340,5000,1000000,16,1e-08,1.3572088082974523e-07,0,fastARG,per site,,rooted,KC,12.93601030637469,0.08366591735435436
341,5000,1000000,16,1e-08,1.3572088082974523e-07,0,fastARG,per site,,rooted,RF,7.488934524111723,0.07769695873609114
342,5000,1000000,16,1e-08,1.3572088082974523e-07,0,fastARG,per site,,rooted,wRF,62996.28827182735,506.2896073753659
343,5000,1000000,16,1e-08,1.3572088082974523e-07,0,fastARG,per site,,unrooted,RF,4.979121363986755,0.07505064173444281
344,5000,1000000,16,1e-08,1.3572088082974523e-07,0,fastARG,per site,,unrooted,SPR,1.6949113294264522,0.024527396821218062
345,5000,1000000,16,1e-08,1.3572088082974523e-07,0,fastARG,per site,,unrooted,path,10.016954012652164,0.0982786705343784
346,5000,1000000,16,1e-08,1.3572088082974523e-07,0,fastARG,per site,,unrooted,wRF,62973.92383956803,506.34321706035854
347,5000,1000000,16,1e-08,1.3572088082974523e-07,0,tsinfer,per site,,rooted,KC,5.521514206548817,0.047194320108137774
348,5000,1000000,16,1e-08,1.3572088082974523e-07,0,tsinfer,per site,,rooted,RF,4.051846114392779,0.05647522517142154
349,5000,1000000,16,1e-08,1.3572088082974523e-07,0,tsinfer,per site,,rooted,wRF,67425.73294656212,543.896289797088
350,5000,1000000,16,1e-08,1.3572088082974523e-07,0,tsinfer,per site,,unrooted,RF,3.704878585732914,0.056047095508620734
351,5000,1000000,16,1e-08,1.3572088082974523e-07,0,tsinfer,per site,,unrooted,SPR,1.216595913471716,0.02033569365035273
352,5000,1000000,16,1e-08,1.3572088082974523e-07,0,tsinfer,per site,,unrooted,path,8.561201711095435,0.09893051048751496
353,5000,1000000,16,1e-08,1.3572088082974523e-07,0,tsinfer,per site,,unrooted,wRF,67424.6795514918,543.8991918774457
354,5000,1000000,16,1e-08,1.3572088082974523e-07,0,tsinfer,per site,breaking polytomies,rooted,KC,5.570883337649369,0.049161778340520976
355,5000,1000000,16,1e-08,1.3572088082974523e-07,0,tsinfer,per site,breaking polytomies,rooted,RF,4.22248128480283,0.0605244872281512
356,5000,1000000,16,1e-08,1.3572088082974523e-07,0,tsinfer,per site,breaking polytomies,rooted,wRF,67425.73294656212,543.896289797088
357,5000,1000000,16,1e-08,1.3572088082974523e-07,0,tsinfer,per site,breaking polytomies,unrooted,RF,3.865395901638716,0.06012574635428438
358,5000,1000000,16,1e-08,1.3572088082974523e-07,0,tsinfer,per site,breaking polytomies,unrooted,SPR,1.3723952837938365,0.02008330611494073
359,5000,1000000,16,1e-08,1.3572088082974523e-07,0,tsinfer,per site,breaking polytomies,unrooted,path,8.283310070516277,0.09205232450942877
360,5000,1000000,16,1e-08,1.3572088082974523e-07,0,tsinfer,per site,breaking polytomies,unrooted,wRF,67424.6795514918,543.8991918774456
361,5000,1000000,16,1e-08,1.3572088082974523e-07,EmpiricalErrorPlatinum1000G,ARGweaver,per site,,rooted,KC,5.85755402130332,0.19714556491233437
362,5000,1000000,16,1e-08,1.3572088082974523e-07,EmpiricalErrorPlatinum1000G,ARGweaver,per site,,rooted,RF,3.9175177999999997,0.2401968159663322
363,5000,1000000,16,1e-08,1.3572088082974523e-07,EmpiricalErrorPlatinum1000G,ARGweaver,per site,,rooted,wRF,30212.81208578665,1212.3850630234674
364,5000,1000000,16,1e-08,1.3572088082974523e-07,EmpiricalErrorPlatinum1000G,ARGweaver,per site,,unrooted,RF,3.35296496,0.2049698515094297
365,5000,1000000,16,1e-08,1.3572088082974523e-07,EmpiricalErrorPlatinum1000G,ARGweaver,per site,,unrooted,SPR,1.19355138,0.08231030696406988
366,5000,1000000,16,1e-08,1.3572088082974523e-07,EmpiricalErrorPlatinum1000G,ARGweaver,per site,,unrooted,path,7.309689695490718,0.32037530814108406
367,5000,1000000,16,1e-08,1.3572088082974523e-07,EmpiricalErrorPlatinum1000G,ARGweaver,per site,,unrooted,wRF,29743.533237028856,1183.1683238912156
368,5000,1000000,16,1e-08,1.3572088082974523e-07,EmpiricalErrorPlatinum1000G,RentPlus,per site,,rooted,KC,9.716799316538156,0.034181400199344444
369,5000,1000000,16,1e-08,1.3572088082974523e-07,EmpiricalErrorPlatinum1000G,RentPlus,per site,,rooted,RF,7.830412269999999,0.0581116475867692
370,5000,1000000,16,1e-08,1.3572088082974523e-07,EmpiricalErrorPlatinum1000G,RentPlus,per site,,unrooted,RF,6.777539829999999,0.05989974652686801
371,5000,1000000,16,1e-08,1.3572088082974523e-07,EmpiricalErrorPlatinum1000G,RentPlus,per site,,unrooted,SPR,2.150080925000001,0.018389276371525664
372,5000,1000000,16,1e-08,1.3572088082974523e-07,EmpiricalErrorPlatinum1000G,RentPlus,per site,,unrooted,path,12.183876874790714,0.06991824411002977
373,5000,1000000,16,1e-08,1.3572088082974523e-07,EmpiricalErrorPlatinum1000G,fastARG,per site,,rooted,KC,15.521168336521002,0.09661154894417588
374,5000,1000000,16,1e-08,1.3572088082974523e-07,EmpiricalErrorPlatinum1000G,fastARG,per site,,rooted,RF,13.932548794283784,0.0796142747570566
375,5000,1000000,16,1e-08,1.3572088082974523e-07,EmpiricalErrorPlatinum1000G,fastARG,per site,,rooted,wRF,74306.97897287413,666.104558504244
376,5000,1000000,16,1e-08,1.3572088082974523e-07,EmpiricalErrorPlatinum1000G,fastARG,per site,,unrooted,RF,11.430225702251425,0.072709258848579
377,5000,1000000,16,1e-08,1.3572088082974523e-07,EmpiricalErrorPlatinum1000G,fastARG,per site,,unrooted,SPR,3.2835610939101354,0.01801211007992497
378,5000,1000000,16,1e-08,1.3572088082974523e-07,EmpiricalErrorPlatinum1000G,fastARG,per site,,unrooted,path,17.088347962237005,0.08392573880834063
379,5000,1000000,16,1e-08,1.3572088082974523e-07,EmpiricalErrorPlatinum1000G,fastARG,per site,,unrooted,wRF,74192.18283893882,665.296489741425
380,5000,1000000,16,1e-08,1.3572088082974523e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,,rooted,KC,7.39969001482817,0.035087480635357896
381,5000,1000000,16,1e-08,1.3572088082974523e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,,rooted,RF,6.692139574879133,0.05317910875870439
