Unnamed: 0,replicate,sample_size,Ne,length,recombination_rate,mutation_rate,error_rate,edges,n_trees,n_sites,seed,subsample_size,restrict_sample_size_comparison,tsinfer_completed,tsinfer_mean_polytomy,tsinfer_max_polytomy,tsinfer_3_wRFunrooted,tsinfer_3_wRFrooted,tsinfer_3_pathunrooted,tsinfer_1_wRFrooted,tsinfer_ts_filesize,tsinfer_1_wRFunrooted,tsinfer_memory,tsinfer_1_KCrooted,tsinfer_1_RFunrooted,tsinfer_3_KCrooted,tsinfer_1_RFrooted,tsinfer_var_polytomy,tsinfer_1_SPRunrooted,tsinfer_3_RFrooted,tsinfer_cputime,tsinfer_3_SPRunrooted,tsinfer_1_pathunrooted,tsinfer_edges,tsinfer_3_RFunrooted
0,0,1000,5000,10000,1e-08,1e-08,0.0,2056,17,12,808716224,12,6,False,,,,,,,,,,,,,,,,,,,,,
1,0,1000,5000,10000,1e-08,1e-08,0.0,2056,17,12,808716224,50,6,False,,,,,,,,,,,,,,,,,,,,,
2,0,1000,5000,10000,1e-08,1e-08,0.0,2056,17,12,808716224,100,6,False,,,,,,,,,,,,,,,,,,,,,
3,0,1000,5000,10000,1e-08,1e-08,0.0,2056,17,12,808716224,500,6,False,,,,,,,,,,,,,,,,,,,,,
4,0,1000,5000,10000,1e-08,1e-08,0.0,2056,17,12,808716224,1000,6,False,,,,,,,,,,,,,,,,,,,,,
5,0,1000,5000,10000,1e-08,1e-08,0.001,2056,17,12,808716224,12,6,False,,,,,,,,,,,,,,,,,,,,,
6,0,1000,5000,10000,1e-08,1e-08,0.001,2056,17,12,808716224,50,6,False,,,,,,,,,,,,,,,,,,,,,
7,0,1000,5000,10000,1e-08,1e-08,0.001,2056,17,12,808716224,100,6,False,,,,,,,,,,,,,,,,,,,,,
8,0,1000,5000,10000,1e-08,1e-08,0.001,2056,17,12,808716224,500,6,False,,,,,,,,,,,,,,,,,,,,,
9,0,1000,5000,10000,1e-08,1e-08,0.001,2056,17,12,808716224,1000,6,False,,,,,,,,,,,,,,,,,,,,,
10,0,1000,5000,100000,1e-08,1e-08,0.0,2481,133,156,1137898847,12,6,False,,,,,,,,,,,,,,,,,,,,,
11,0,1000,5000,100000,1e-08,1e-08,0.0,2481,133,156,1137898847,50,6,False,,,,,,,,,,,,,,,,,,,,,
12,0,1000,5000,100000,1e-08,1e-08,0.0,2481,133,156,1137898847,100,6,False,,,,,,,,,,,,,,,,,,,,,
13,0,1000,5000,100000,1e-08,1e-08,0.0,2481,133,156,1137898847,500,6,False,,,,,,,,,,,,,,,,,,,,,
14,0,1000,5000,100000,1e-08,1e-08,0.0,2481,133,156,1137898847,1000,6,False,,,,,,,,,,,,,,,,,,,,,
15,0,1000,5000,100000,1e-08,1e-08,0.001,2481,133,156,1137898847,12,6,False,,,,,,,,,,,,,,,,,,,,,
16,0,1000,5000,100000,1e-08,1e-08,0.001,2481,133,156,1137898847,50,6,False,,,,,,,,,,,,,,,,,,,,,
17,0,1000,5000,100000,1e-08,1e-08,0.001,2481,133,156,1137898847,100,6,False,,,,,,,,,,,,,,,,,,,,,
18,0,1000,5000,100000,1e-08,1e-08,0.001,2481,133,156,1137898847,500,6,False,,,,,,,,,,,,,,,,,,,,,
19,0,1000,5000,100000,1e-08,1e-08,0.001,2481,133,156,1137898847,1000,6,False,,,,,,,,,,,,,,,,,,,,,
20,0,1000,5000,1000000,1e-08,1e-08,0.0,6911,1315,1499,716355064,12,6,False,,,,,,,,,,,,,,,,,,,,,
21,0,1000,5000,1000000,1e-08,1e-08,0.0,6911,1315,1499,716355064,50,6,False,,,,,,,,,,,,,,,,,,,,,
22,0,1000,5000,1000000,1e-08,1e-08,0.0,6911,1315,1499,716355064,100,6,False,,,,,,,,,,,,,,,,,,,,,
23,0,1000,5000,1000000,1e-08,1e-08,0.0,6911,1315,1499,716355064,500,6,False,,,,,,,,,,,,,,,,,,,,,
24,0,1000,5000,1000000,1e-08,1e-08,0.0,6911,1315,1499,716355064,1000,6,False,,,,,,,,,,,,,,,,,,,,,
25,0,1000,5000,1000000,1e-08,1e-08,0.001,6911,1315,1499,716355064,12,6,False,,,,,,,,,,,,,,,,,,,,,
26,0,1000,5000,1000000,1e-08,1e-08,0.001,6911,1315,1499,716355064,50,6,False,,,,,,,,,,,,,,,,,,,,,
27,0,1000,5000,1000000,1e-08,1e-08,0.001,6911,1315,1499,716355064,100,6,False,,,,,,,,,,,,,,,,,,,,,
28,0,1000,5000,1000000,1e-08,1e-08,0.001,6911,1315,1499,716355064,500,6,False,,,,,,,,,,,,,,,,,,,,,
29,0,1000,5000,1000000,1e-08,1e-08,0.001,6911,1315,1499,716355064,1000,6,False,,,,,,,,,,,,,,,,,,,,,
30,1,1000,5000,10000,1e-08,1e-08,0.0,2034,11,18,309401769,12,6,False,,,,,,,,,,,,,,,,,,,,,
31,1,1000,5000,10000,1e-08,1e-08,0.0,2034,11,18,309401769,50,6,False,,,,,,,,,,,,,,,,,,,,,
32,1,1000,5000,10000,1e-08,1e-08,0.0,2034,11,18,309401769,100,6,False,,,,,,,,,,,,,,,,,,,,,
33,1,1000,5000,10000,1e-08,1e-08,0.0,2034,11,18,309401769,500,6,True,2.25,3.0,19767.765718028797,19767.765718028797,2.262741699796952,19767.765718028797,4904.0,19767.765718028797,52666368.0,1.0,1.0,1.131370849898476,1.0,0.1875,,1.6,8.59,0.8,2.82842712474619,9.0,1.6
34,1,1000,5000,10000,1e-08,1e-08,0.0,2034,11,18,309401769,1000,6,False,,,,,,,,,,,,,,,,,,,,,
35,1,1000,5000,10000,1e-08,1e-08,0.001,2034,11,18,309401769,12,6,False,,,,,,,,,,,,,,,,,,,,,
36,1,1000,5000,10000,1e-08,1e-08,0.001,2034,11,18,309401769,50,6,False,,,,,,,,,,,,,,,,,,,,,
37,1,1000,5000,10000,1e-08,1e-08,0.001,2034,11,18,309401769,100,6,False,,,,,,,,,,,,,,,,,,,,,
38,1,1000,5000,10000,1e-08,1e-08,0.001,2034,11,18,309401769,500,6,False,,,,,,,,,,,,,,,,,,,,,
39,1,1000,5000,10000,1e-08,1e-08,0.001,2034,11,18,309401769,1000,6,True,2.25,3.0,19352.515718028797,19352.515718028797,2.262741699796952,19352.515718028797,4904.0,19352.515718028797,58683392.0,1.0,1.0,1.131370849898476,1.0,0.1875,,1.6,18.77,0.8,2.82842712474619,9.0,1.6
40,1,1000,5000,100000,1e-08,1e-08,0.0,2451,124,140,429519779,12,6,False,,,,,,,,,,,,,,,,,,,,,
41,1,1000,5000,100000,1e-08,1e-08,0.0,2451,124,140,429519779,50,6,False,,,,,,,,,,,,,,,,,,,,,
42,1,1000,5000,100000,1e-08,1e-08,0.0,2451,124,140,429519779,100,6,False,,,,,,,,,,,,,,,,,,,,,
43,1,1000,5000,100000,1e-08,1e-08,0.0,2451,124,140,429519779,500,6,False,,,,,,,,,,,,,,,,,,,,,
44,1,1000,5000,100000,1e-08,1e-08,0.0,2451,124,140,429519779,1000,6,False,,,,,,,,,,,,,,,,,,,,,
45,1,1000,5000,100000,1e-08,1e-08,0.001,2451,124,140,429519779,12,6,False,,,,,,,,,,,,,,,,,,,,,
46,1,1000,5000,100000,1e-08,1e-08,0.001,2451,124,140,429519779,50,6,False,,,,,,,,,,,,,,,,,,,,,
47,1,1000,5000,100000,1e-08,1e-08,0.001,2451,124,140,429519779,100,6,False,,,,,,,,,,,,,,,,,,,,,
48,1,1000,5000,100000,1e-08,1e-08,0.001,2451,124,140,429519779,500,6,False,,,,,,,,,,,,,,,,,,,,,
49,1,1000,5000,100000,1e-08,1e-08,0.001,2451,124,140,429519779,1000,6,False,,,,,,,,,,,,,,,,,,,,,
50,1,1000,5000,1000000,1e-08,1e-08,0.0,7152,1398,1472,1927017078,12,6,False,,,,,,,,,,,,,,,,,,,,,
51,1,1000,5000,1000000,1e-08,1e-08,0.0,7152,1398,1472,1927017078,50,6,False,,,,,,,,,,,,,,,,,,,,,
52,1,1000,5000,1000000,1e-08,1e-08,0.0,7152,1398,1472,1927017078,100,6,False,,,,,,,,,,,,,,,,,,,,,
53,1,1000,5000,1000000,1e-08,1e-08,0.0,7152,1398,1472,1927017078,500,6,False,,,,,,,,,,,,,,,,,,,,,
54,1,1000,5000,1000000,1e-08,1e-08,0.0,7152,1398,1472,1927017078,1000,6,False,,,,,,,,,,,,,,,,,,,,,
55,1,1000,5000,1000000,1e-08,1e-08,0.001,7152,1398,1472,1927017078,12,6,False,,,,,,,,,,,,,,,,,,,,,
56,1,1000,5000,1000000,1e-08,1e-08,0.001,7152,1398,1472,1927017078,50,6,False,,,,,,,,,,,,,,,,,,,,,
57,1,1000,5000,1000000,1e-08,1e-08,0.001,7152,1398,1472,1927017078,100,6,False,,,,,,,,,,,,,,,,,,,,,
58,1,1000,5000,1000000,1e-08,1e-08,0.001,7152,1398,1472,1927017078,500,6,False,,,,,,,,,,,,,,,,,,,,,
59,1,1000,5000,1000000,1e-08,1e-08,0.001,7152,1398,1472,1927017078,1000,6,False,,,,,,,,,,,,,,,,,,,,,
60,2,1000,5000,10000,1e-08,1e-08,0.0,2049,16,19,1088278859,12,6,False,,,,,,,,,,,,,,,,,,,,,
61,2,1000,5000,10000,1e-08,1e-08,0.0,2049,16,19,1088278859,50,6,True,2.25,3.0,25387.698795261495,25387.698795261495,0.4714045207910317,25387.69879526149,4640.0,25387.69879526149,47456256.0,1.9704219496687942,0.3333333333333333,2.1319927754865273,1.3333333333333333,0.1875,0.16666666666666666,1.4,0.8700000000000001,0.16666666666666669,0.47140452079103173,9.0,0.33333333333333337
62,2,1000,5000,10000,1e-08,1e-08,0.0,2049,16,19,1088278859,100,6,False,,,,,,,,,,,,,,,,,,,,,
63,2,1000,5000,10000,1e-08,1e-08,0.0,2049,16,19,1088278859,500,6,True,2.25,3.0,25057.198795261495,25057.198795261495,0.4714045207910317,25057.19879526149,4640.0,25057.19879526149,52842496.0,1.9704219496687942,0.3333333333333333,2.1319927754865273,1.3333333333333333,0.1875,0.16666666666666666,1.4,7.609999999999999,0.16666666666666669,0.47140452079103173,9.0,0.33333333333333337
64,2,1000,5000,10000,1e-08,1e-08,0.0,2049,16,19,1088278859,1000,6,True,2.25,3.0,24708.698795261495,24708.698795261495,0.4714045207910317,24708.69879526149,4640.0,24708.69879526149,58056704.0,1.9704219496687942,0.3333333333333333,2.1319927754865273,1.3333333333333333,0.1875,0.16666666666666666,1.4,17.14,0.16666666666666669,0.47140452079103173,9.0,0.33333333333333337
65,2,1000,5000,10000,1e-08,1e-08,0.001,2049,16,19,1088278859,12,6,False,,,,,,,,,,,,,,,,,,,,,
66,2,1000,5000,10000,1e-08,1e-08,0.001,2049,16,19,1088278859,50,6,False,,,,,,,,,,,,,,,,,,,,,
67,2,1000,5000,10000,1e-08,1e-08,0.001,2049,16,19,1088278859,100,6,False,,,,,,,,,,,,,,,,,,,,,
68,2,1000,5000,10000,1e-08,1e-08,0.001,2049,16,19,1088278859,500,6,True,2.25,3.0,25056.782128594823,25056.782128594823,0.4714045207910317,25056.782128594827,4640.0,25056.782128594827,52998144.0,1.9704219496687942,0.3333333333333333,2.1319927754865273,1.3333333333333333,0.1875,0.16666666666666666,1.4,8.16,0.16666666666666669,0.47140452079103173,9.0,0.33333333333333337
69,2,1000,5000,10000,1e-08,1e-08,0.001,2049,16,19,1088278859,1000,6,False,,,,,,,,,,,,,,,,,,,,,
70,2,1000,5000,100000,1e-08,1e-08,0.0,2569,155,166,567844019,12,6,False,,,,,,,,,,,,,,,,,,,,,
71,2,1000,5000,100000,1e-08,1e-08,0.0,2569,155,166,567844019,50,6,False,,,,,,,,,,,,,,,,,,,,,
72,2,1000,5000,100000,1e-08,1e-08,0.0,2569,155,166,567844019,100,6,False,,,,,,,,,,,,,,,,,,,,,
73,2,1000,5000,100000,1e-08,1e-08,0.0,2569,155,166,567844019,500,6,False,,,,,,,,,,,,,,,,,,,,,
74,2,1000,5000,100000,1e-08,1e-08,0.0,2569,155,166,567844019,1000,6,True,3.066666666666667,9.0,15461.983306868493,15479.273424064038,1.127606951530048,15479.273424064035,8392.0,15461.983306868491,61968384.0,1.5411218969970482,0.8823529411764706,1.527346861219695,1.3235294117647058,4.195555555555556,0.25,1.35,404.67,0.3367647058823529,1.3046520239766937,46.0,0.9088235294117648
75,2,1000,5000,100000,1e-08,1e-08,0.001,2569,155,166,567844019,12,6,False,,,,,,,,,,,,,,,,,,,,,
76,2,1000,5000,100000,1e-08,1e-08,0.001,2569,155,166,567844019,50,6,False,,,,,,,,,,,,,,,,,,,,,
77,2,1000,5000,100000,1e-08,1e-08,0.001,2569,155,166,567844019,100,6,False,,,,,,,,,,,,,,,,,,,,,
78,2,1000,5000,100000,1e-08,1e-08,0.001,2569,155,166,567844019,500,6,True,3.4285714285714284,10.0,15837.999862680797,15845.955745033742,1.1584037452990406,15845.955745033742,8432.0,15837.999862680801,55451648.0,1.5272621097287309,0.8823529411764706,1.513487073951378,1.2941176470588236,6.673469387755101,0.25,1.3205882352941176,187.02,0.3367647058823529,1.3354488177456867,48.0,0.9088235294117648
79,2,1000,5000,100000,1e-08,1e-08,0.001,2569,155,166,567844019,1000,6,False,,,,,,,,,,,,,,,,,,,,,
80,2,1000,5000,1000000,1e-08,1e-08,0.0,7196,1411,1570,872000538,12,6,False,,,,,,,,,,,,,,,,,,,,,
81,2,1000,5000,1000000,1e-08,1e-08,0.0,7196,1411,1570,872000538,50,6,False,,,,,,,,,,,,,,,,,,,,,
82,2,1000,5000,1000000,1e-08,1e-08,0.0,7196,1411,1570,872000538,100,6,False,,,,,,,,,,,,,,,,,,,,,
83,2,1000,5000,1000000,1e-08,1e-08,0.0,7196,1411,1570,872000538,500,6,False,,,,,,,,,,,,,,,,,,,,,
84,2,1000,5000,1000000,1e-08,1e-08,0.0,7196,1411,1570,872000538,1000,6,False,,,,,,,,,,,,,,,,,,,,,
85,2,1000,5000,1000000,1e-08,1e-08,0.001,7196,1411,1570,872000538,12,6,False,,,,,,,,,,,,,,,,,,,,,
86,2,1000,5000,1000000,1e-08,1e-08,0.001,7196,1411,1570,872000538,50,6,False,,,,,,,,,,,,,,,,,,,,,
87,2,1000,5000,1000000,1e-08,1e-08,0.001,7196,1411,1570,872000538,100,6,False,,,,,,,,,,,,,,,,,,,,,
88,2,1000,5000,1000000,1e-08,1e-08,0.001,7196,1411,1570,872000538,500,6,False,,,,,,,,,,,,,,,,,,,,,
89,2,1000,5000,1000000,1e-08,1e-08,0.001,7196,1411,1570,872000538,1000,6,False,,,,,,,,,,,,,,,,,,,,,
90,3,1000,5000,10000,1e-08,1e-08,0.0,2051,16,11,1492239008,12,6,False,,,,,,,,,,,,,,,,,,,,,
91,3,1000,5000,10000,1e-08,1e-08,0.0,2051,16,11,1492239008,50,6,False,,,,,,,,,,,,,,,,,,,,,
92,3,1000,5000,10000,1e-08,1e-08,0.0,2051,16,11,1492239008,100,6,False,,,,,,,,,,,,,,,,,,,,,
93,3,1000,5000,10000,1e-08,1e-08,0.0,2051,16,11,1492239008,500,6,False,,,,,,,,,,,,,,,,,,,,,
94,3,1000,5000,10000,1e-08,1e-08,0.0,2051,16,11,1492239008,1000,6,False,,,,,,,,,,,,,,,,,,,,,
95,3,1000,5000,10000,1e-08,1e-08,0.001,2051,16,11,1492239008,12,6,False,,,,,,,,,,,,,,,,,,,,,
96,3,1000,5000,10000,1e-08,1e-08,0.001,2051,16,11,1492239008,50,6,False,,,,,,,,,,,,,,,,,,,,,
97,3,1000,5000,10000,1e-08,1e-08,0.001,2051,16,11,1492239008,100,6,False,,,,,,,,,,,,,,,,,,,,,
98,3,1000,5000,10000,1e-08,1e-08,0.001,2051,16,11,1492239008,500,6,True,2.6666666666666665,3.0,9163.547152059069,9163.54715205907,2.9913371790059204,9163.547152059073,4464.0,9163.54715205907,52858880.0,3.34650989189139,1.6666666666666667,3.1975378605669005,2.6666666666666665,0.22222222222222224,,4.066666666666667,4.19,0.9333333333333332,3.2189514164974597,8.0,2.466666666666667
99,3,1000,5000,10000,1e-08,1e-08,0.001,2051,16,11,1492239008,1000,6,True,2.6666666666666665,3.0,8899.591046875023,8899.591046875024,2.9913371790059204,8899.591046875024,4464.0,8899.591046875023,58429440.0,3.34650989189139,1.6666666666666667,3.1975378605669005,2.6666666666666665,0.22222222222222224,,4.066666666666667,10.88,0.9333333333333332,3.2189514164974597,8.0,2.466666666666667
100,3,1000,5000,100000,1e-08,1e-08,0.0,2496,138,143,499387851,12,6,False,,,,,,,,,,,,,,,,,,,,,
101,3,1000,5000,100000,1e-08,1e-08,0.0,2496,138,143,499387851,50,6,False,,,,,,,,,,,,,,,,,,,,,
102,3,1000,5000,100000,1e-08,1e-08,0.0,2496,138,143,499387851,100,6,False,,,,,,,,,,,,,,,,,,,,,
103,3,1000,5000,100000,1e-08,1e-08,0.0,2496,138,143,499387851,500,6,False,,,,,,,,,,,,,,,,,,,,,
104,3,1000,5000,100000,1e-08,1e-08,0.0,2496,138,143,499387851,1000,6,False,,,,,,,,,,,,,,,,,,,,,
105,3,1000,5000,100000,1e-08,1e-08,0.001,2496,138,143,499387851,12,6,False,,,,,,,,,,,,,,,,,,,,,
106,3,1000,5000,100000,1e-08,1e-08,0.001,2496,138,143,499387851,50,6,True,2.4166666666666665,5.0,15865.897980311976,15866.94343485744,1.0497933409764717,15866.943434857436,7296.0,15865.89798031198,49254400.0,1.6357516500897449,0.8363636363636363,1.635751650089745,1.4181818181818182,0.9097222222222222,0.3090909090909091,1.4181818181818182,7.55,0.3090909090909091,1.049793340976472,29.0,0.8363636363636362
107,3,1000,5000,100000,1e-08,1e-08,0.001,2496,138,143,499387851,100,6,False,,,,,,,,,,,,,,,,,,,,,
108,3,1000,5000,100000,1e-08,1e-08,0.001,2496,138,143,499387851,500,6,False,,,,,,,,,,,,,,,,,,,,,
109,3,1000,5000,100000,1e-08,1e-08,0.001,2496,138,143,499387851,1000,6,False,,,,,,,,,,,,,,,,,,,,,
110,3,1000,5000,1000000,1e-08,1e-08,0.0,7433,1442,1529,1389054605,12,6,True,4.540816326530612,56.0,11213.95124853722,11214.681320136264,1.3975106418558452,11214.681320136262,35600.0,11213.951248537218,54517760.0,2.1814737908278117,0.9952267303102625,2.2326382484025884,1.9976133651551313,39.45241566014161,0.3817204301075269,2.0711217183770882,28.189999999999998,0.4391408114558472,1.4552386076846402,445.0,1.044868735083532
111,3,1000,5000,1000000,1e-08,1e-08,0.0,7433,1442,1529,1389054605,50,6,False,,,,,,,,,,,,,,,,,,,,,
112,3,1000,5000,1000000,1e-08,1e-08,0.0,7433,1442,1529,1389054605,100,6,False,,,,,,,,,,,,,,,,,,,,,
113,3,1000,5000,1000000,1e-08,1e-08,0.0,7433,1442,1529,1389054605,500,6,False,,,,,,,,,,,,,,,,,,,,,
114,3,1000,5000,1000000,1e-08,1e-08,0.0,7433,1442,1529,1389054605,1000,6,False,,,,,,,,,,,,,,,,,,,,,
115,3,1000,5000,1000000,1e-08,1e-08,0.001,7433,1442,1529,1389054605,12,6,False,,,,,,,,,,,,,,,,,,,,,
116,3,1000,5000,1000000,1e-08,1e-08,0.001,7433,1442,1529,1389054605,50,6,False,,,,,,,,,,,,,,,,,,,,,
117,3,1000,5000,1000000,1e-08,1e-08,0.001,7433,1442,1529,1389054605,100,6,False,,,,,,,,,,,,,,,,,,,,,
118,3,1000,5000,1000000,1e-08,1e-08,0.001,7433,1442,1529,1389054605,500,6,False,,,,,,,,,,,,,,,,,,,,,
119,3,1000,5000,1000000,1e-08,1e-08,0.001,7433,1442,1529,1389054605,1000,6,False,,,,,,,,,,,,,,,,,,,,,
120,4,1000,5000,10000,1e-08,1e-08,0.0,2072,21,18,1972686173,12,6,False,,,,,,,,,,,,,,,,,,,,,
121,4,1000,5000,10000,1e-08,1e-08,0.0,2072,21,18,1972686173,50,6,False,,,,,,,,,,,,,,,,,,,,,
122,4,1000,5000,10000,1e-08,1e-08,0.0,2072,21,18,1972686173,100,6,True,2.6666666666666665,4.0,10269.689715737451,10269.889715737458,3.679010048085825,10269.889715737456,4536.0,10269.689715737453,48701440.0,2.6696938456699066,2.0,3.0658656814444827,2.8,0.8888888888888888,,3.88,1.6400000000000001,0.96,5.287927742820874,8.0,3.0800000000000005
123,4,1000,5000,10000,1e-08,1e-08,0.0,2072,21,18,1972686173,500,6,False,,,,,,,,,,,,,,,,,,,,,
124,4,1000,5000,10000,1e-08,1e-08,0.0,2072,21,18,1972686173,1000,6,False,,,,,,,,,,,,,,,,,,,,,
125,4,1000,5000,10000,1e-08,1e-08,0.001,2072,21,18,1972686173,12,6,False,,,,,,,,,,,,,,,,,,,,,
126,4,1000,5000,10000,1e-08,1e-08,0.001,2072,21,18,1972686173,50,6,False,,,,,,,,,,,,,,,,,,,,,
127,4,1000,5000,10000,1e-08,1e-08,0.001,2072,21,18,1972686173,100,6,False,,,,,,,,,,,,,,,,,,,,,
128,4,1000,5000,10000,1e-08,1e-08,0.001,2072,21,18,1972686173,500,6,True,2.6666666666666665,4.0,10080.689715737451,10085.689715737453,3.679010048085825,10085.689715737455,4536.0,10080.689715737453,53153792.0,2.6696938456699066,2.0,3.0658656814444827,2.8,0.8888888888888888,,3.88,9.799999999999999,0.96,5.287927742820874,8.0,3.0800000000000005
129,4,1000,5000,10000,1e-08,1e-08,0.001,2072,21,18,1972686173,1000,6,False,,,,,,,,,,,,,,,,,,,,,
130,4,1000,5000,100000,1e-08,1e-08,0.0,2529,144,156,1953129429,12,6,False,,,,,,,,,,,,,,,,,,,,,
131,4,1000,5000,100000,1e-08,1e-08,0.0,2529,144,156,1953129429,50,6,False,,,,,,,,,,,,,,,,,,,,,
132,4,1000,5000,100000,1e-08,1e-08,0.0,2529,144,156,1953129429,100,6,False,,,,,,,,,,,,,,,,,,,,,
133,4,1000,5000,100000,1e-08,1e-08,0.0,2529,144,156,1953129429,500,6,False,,,,,,,,,,,,,,,,,,,,,
134,4,1000,5000,100000,1e-08,1e-08,0.0,2529,144,156,1953129429,1000,6,False,,,,,,,,,,,,,,,,,,,,,
135,4,1000,5000,100000,1e-08,1e-08,0.001,2529,144,156,1953129429,12,6,False,,,,,,,,,,,,,,,,,,,,,
136,4,1000,5000,100000,1e-08,1e-08,0.001,2529,144,156,1953129429,50,6,True,2.7777777777777777,6.0,6152.211737260716,6154.485930809103,2.055640670100732,6154.485930809103,6056.0,6152.211737260715,48238592.0,2.4880418732486183,1.064516129032258,2.5668277698582673,1.7096774193548387,1.728395061728395,,2.3096774193548386,5.130000000000001,0.6935483870967742,2.9973954765951207,25.0,1.4322580645161291
137,4,1000,5000,100000,1e-08,1e-08,0.001,2529,144,156,1953129429,100,6,True,2.5,5.0,6119.614963067166,6130.356898551037,1.7644471672052835,6130.356898551038,5856.0,6119.614963067167,49971200.0,1.9994366647645945,1.064516129032258,1.9724349523659146,1.903225806451613,1.0,,2.1096774193548384,16.93,0.6129032258064516,2.853495645737087,20.0,1.270967741935484
138,4,1000,5000,100000,1e-08,1e-08,0.001,2529,144,156,1953129429,500,6,False,,,,,,,,,,,,,,,,,,,,,
139,4,1000,5000,100000,1e-08,1e-08,0.001,2529,144,156,1953129429,1000,6,False,,,,,,,,,,,,,,,,,,,,,
140,4,1000,5000,1000000,1e-08,1e-08,0.0,6747,1296,1414,287794401,12,6,False,,,,,,,,,,,,,,,,,,,,,
141,4,1000,5000,1000000,1e-08,1e-08,0.0,6747,1296,1414,287794401,50,6,False,,,,,,,,,,,,,,,,,,,,,
142,4,1000,5000,1000000,1e-08,1e-08,0.0,6747,1296,1414,287794401,100,6,False,,,,,,,,,,,,,,,,,,,,,
143,4,1000,5000,1000000,1e-08,1e-08,0.0,6747,1296,1414,287794401,500,6,False,,,,,,,,,,,,,,,,,,,,,
144,4,1000,5000,1000000,1e-08,1e-08,0.0,6747,1296,1414,287794401,1000,6,False,,,,,,,,,,,,,,,,,,,,,
145,4,1000,5000,1000000,1e-08,1e-08,0.001,6747,1296,1414,287794401,12,6,False,,,,,,,,,,,,,,,,,,,,,
146,4,1000,5000,1000000,1e-08,1e-08,0.001,6747,1296,1414,287794401,50,6,False,,,,,,,,,,,,,,,,,,,,,
147,4,1000,5000,1000000,1e-08,1e-08,0.001,6747,1296,1414,287794401,100,6,False,,,,,,,,,,,,,,,,,,,,,
148,4,1000,5000,1000000,1e-08,1e-08,0.001,6747,1296,1414,287794401,500,6,False,,,,,,,,,,,,,,,,,,,,,
149,4,1000,5000,1000000,1e-08,1e-08,0.001,6747,1296,1414,287794401,1000,6,False,,,,,,,,,,,,,,,,,,,,,
150,5,1000,5000,10000,1e-08,1e-08,0.0,2050,15,13,1662864346,12,6,False,,,,,,,,,,,,,,,,,,,,,
151,5,1000,5000,10000,1e-08,1e-08,0.0,2050,15,13,1662864346,50,6,False,,,,,,,,,,,,,,,,,,,,,
152,5,1000,5000,10000,1e-08,1e-08,0.0,2050,15,13,1662864346,100,6,True,3.5,4.0,12055.313147991348,12055.313147991346,3.2369316876852983,12055.313147991348,4392.0,12055.31314799135,48599040.0,2.8660254037844384,2.0,2.8847760387260046,3.0,0.25,,4.5,1.03,0.8,4.898979485566356,7.0,3.2
153,5,1000,5000,10000,1e-08,1e-08,0.0,2050,15,13,1662864346,500,6,False,,,,,,,,,,,,,,,,,,,,,
154,5,1000,5000,10000,1e-08,1e-08,0.0,2050,15,13,1662864346,1000,6,False,,,,,,,,,,,,,,,,,,,,,
155,5,1000,5000,10000,1e-08,1e-08,0.001,2050,15,13,1662864346,12,6,False,,,,,,,,,,,,,,,,,,,,,
156,5,1000,5000,10000,1e-08,1e-08,0.001,2050,15,13,1662864346,50,6,False,,,,,,,,,,,,,,,,,,,,,
157,5,1000,5000,10000,1e-08,1e-08,0.001,2050,15,13,1662864346,100,6,False,,,,,,,,,,,,,,,,,,,,,
158,5,1000,5000,10000,1e-08,1e-08,0.001,2050,15,13,1662864346,500,6,False,,,,,,,,,,,,,,,,,,,,,
159,5,1000,5000,10000,1e-08,1e-08,0.001,2050,15,13,1662864346,1000,6,False,,,,,,,,,,,,,,,,,,,,,
160,5,1000,5000,100000,1e-08,1e-08,0.0,2528,147,159,392300528,12,6,False,,,,,,,,,,,,,,,,,,,,,
161,5,1000,5000,100000,1e-08,1e-08,0.0,2528,147,159,392300528,50,6,False,,,,,,,,,,,,,,,,,,,,,
162,5,1000,5000,100000,1e-08,1e-08,0.0,2528,147,159,392300528,100,6,False,,,,,,,,,,,,,,,,,,,,,
163,5,1000,5000,100000,1e-08,1e-08,0.0,2528,147,159,392300528,500,6,False,,,,,,,,,,,,,,,,,,,,,
164,5,1000,5000,100000,1e-08,1e-08,0.0,2528,147,159,392300528,1000,6,True,3.466666666666667,11.0,11177.902178995817,11191.535321186107,1.952601180563511,11191.535321186107,7600.0,11177.902178995815,62181376.0,1.641998031578741,1.1904761904761905,1.8866817674173322,1.4285714285714286,5.0488888888888885,0.7222222222222222,1.6333333333333333,393.81,0.6714285714285715,2.561155773688662,52.0,1.342857142857143
165,5,1000,5000,100000,1e-08,1e-08,0.001,2528,147,159,392300528,12,6,False,,,,,,,,,,,,,,,,,,,,,
166,5,1000,5000,100000,1e-08,1e-08,0.001,2528,147,159,392300528,50,6,False,,,,,,,,,,,,,,,,,,,,,
167,5,1000,5000,100000,1e-08,1e-08,0.001,2528,147,159,392300528,100,6,False,,,,,,,,,,,,,,,,,,,,,
168,5,1000,5000,100000,1e-08,1e-08,0.001,2528,147,159,392300528,500,6,False,,,,,,,,,,,,,,,,,,,,,
169,5,1000,5000,100000,1e-08,1e-08,0.001,2528,147,159,392300528,1000,6,False,,,,,,,,,,,,,,,,,,,,,
170,5,1000,5000,1000000,1e-08,1e-08,0.0,6975,1354,1518,1125918068,12,6,False,,,,,,,,,,,,,,,,,,,,,
