,Ne,length,sample_size,recombination_rate,mutation_rate,error_param,tool,averaging,polytomies,rooting,metric,treedist_mean,treedist_se
267,5000,100000,16,1e-08,3.941867581552624e-07,0,ARGweaver,per site,retained,unrooted,path,3.291260498190287,0.16796836002518326
269,5000,100000,16,1e-08,3.941867581552624e-07,0,RentPlus,per site,retained,rooted,KC,7.371751681995011,0.08497284635038935
270,5000,100000,16,1e-08,3.941867581552624e-07,0,RentPlus,per site,retained,rooted,RF,3.3717883000000004,0.0867227067314518
271,5000,100000,16,1e-08,3.941867581552624e-07,0,RentPlus,per site,retained,unrooted,RF,2.0836123000000004,0.09165442996340258
272,5000,100000,16,1e-08,3.941867581552624e-07,0,RentPlus,per site,retained,unrooted,SPR,0.75909355,0.03512950964388305
273,5000,100000,16,1e-08,3.941867581552624e-07,0,RentPlus,per site,retained,unrooted,path,5.052860832243518,0.18592960204543074
274,5000,100000,16,1e-08,3.941867581552624e-07,0,fastARG,per site,retained,rooted,KC,11.354704994285136,0.21450152323187396
275,5000,100000,16,1e-08,3.941867581552624e-07,0,fastARG,per site,retained,rooted,RF,4.749808720180172,0.12507021092769116
277,5000,100000,16,1e-08,3.941867581552624e-07,0,fastARG,per site,retained,unrooted,RF,2.2982217018006206,0.10931293066801491
278,5000,100000,16,1e-08,3.941867581552624e-07,0,fastARG,per site,retained,unrooted,SPR,0.8559041139433127,0.03893039061406145
279,5000,100000,16,1e-08,3.941867581552624e-07,0,fastARG,per site,retained,unrooted,path,5.6078739547427245,0.21316533352273379
281,5000,100000,16,1e-08,3.941867581552624e-07,0,tsinfer,per site,broken,rooted,KC,3.236482725424126,0.11442023202882239
282,5000,100000,16,1e-08,3.941867581552624e-07,0,tsinfer,per site,broken,rooted,RF,2.1395390714072136,0.10371298559244486
284,5000,100000,16,1e-08,3.941867581552624e-07,0,tsinfer,per site,broken,unrooted,RF,1.944176598600415,0.10214793386523338
285,5000,100000,16,1e-08,3.941867581552624e-07,0,tsinfer,per site,broken,unrooted,SPR,0.7570674715015485,0.03932899882897379
286,5000,100000,16,1e-08,3.941867581552624e-07,0,tsinfer,per site,broken,unrooted,path,4.826012150006045,0.2029020719792945
288,5000,100000,16,1e-08,3.941867581552624e-07,0,tsinfer,per site,retained,rooted,KC,3.226747836514223,0.11496511531512843
292,5000,100000,16,1e-08,3.941867581552624e-07,0,tsinfer,per site,retained,unrooted,SPR,0.6542965016663197,0.03739330071946942
293,5000,100000,16,1e-08,3.941867581552624e-07,0,tsinfer,per site,retained,unrooted,path,5.05641225516983,0.21483225570281905
295,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,ARGweaver,per site,retained,rooted,KC,4.360456966034352,0.16325214558204518
296,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,ARGweaver,per site,retained,rooted,RF,2.3485640199999995,0.10333195420065985
298,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,ARGweaver,per site,retained,unrooted,RF,1.9120003800000003,0.10026919677941604
299,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,ARGweaver,per site,retained,unrooted,SPR,0.7374096899999998,0.037849749571645795
300,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,ARGweaver,per site,retained,unrooted,path,4.555714038610595,0.20263707063799533
302,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,rooted,KC,8.830041947371857,0.09181436978602865
303,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,rooted,RF,6.629593700000004,0.12229530212882629
304,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,unrooted,RF,5.647634599999999,0.13361320466494608
305,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,unrooted,SPR,1.8383919999999991,0.04126971577453752
306,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,unrooted,path,10.653860512518152,0.18490495865530254
307,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,rooted,KC,14.472509984535158,0.1930960250527462
308,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,rooted,RF,12.6533330679124,0.17910014537638635
310,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,unrooted,RF,10.253602439139016,0.1680404740034445
311,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,unrooted,SPR,3.0380434333284945,0.044487358596233664
312,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,unrooted,path,15.823544192333518,0.2048709864653961
314,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,rooted,KC,6.117308116499016,0.0934913167175431
315,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,rooted,RF,5.624784392850234,0.11474738808711245
317,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,unrooted,RF,5.200645602769365,0.11532855199152418
318,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,unrooted,SPR,1.7341494830369137,0.03555637496341281
319,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,unrooted,path,9.813309604877603,0.16077785286585058
321,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,retained,rooted,KC,5.824679039930681,0.09130676510248359
325,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,retained,unrooted,SPR,1.3017684400084568,0.03859715043995261
326,5000,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,retained,unrooted,path,10.472082894489889,0.16930134966830737
328,5000,100000,16,1e-08,1.1745865883549928e-06,0,ARGweaver,per site,retained,rooted,KC,3.0052121594200822,0.14111720780609427
329,5000,100000,16,1e-08,1.1745865883549928e-06,0,ARGweaver,per site,retained,rooted,RF,0.9739897199999997,0.05335143453237068
331,5000,100000,16,1e-08,1.1745865883549928e-06,0,ARGweaver,per site,retained,unrooted,RF,0.61340208,0.04994425451873981
332,5000,100000,16,1e-08,1.1745865883549928e-06,0,ARGweaver,per site,retained,unrooted,SPR,0.27100562000000006,0.023714267064661666
333,5000,100000,16,1e-08,1.1745865883549928e-06,0,ARGweaver,per site,retained,unrooted,path,1.7493774860575733,0.12912983462967806
335,5000,100000,16,1e-08,1.1745865883549928e-06,0,RentPlus,per site,retained,rooted,KC,6.722550292912781,0.06854346078720379
336,5000,100000,16,1e-08,1.1745865883549928e-06,0,RentPlus,per site,retained,rooted,RF,2.3895358,0.05962515807169274
337,5000,100000,16,1e-08,1.1745865883549928e-06,0,RentPlus,per site,retained,unrooted,RF,1.0845425999999996,0.05988082738401621
338,5000,100000,16,1e-08,1.1745865883549928e-06,0,RentPlus,per site,retained,unrooted,SPR,0.41514645,0.02474947169156528
339,5000,100000,16,1e-08,1.1745865883549928e-06,0,RentPlus,per site,retained,unrooted,path,2.9166189678031005,0.145220915495139
340,5000,100000,16,1e-08,1.1745865883549928e-06,0,fastARG,per site,retained,rooted,KC,11.660534369409415,0.2460167788631927
341,5000,100000,16,1e-08,1.1745865883549928e-06,0,fastARG,per site,retained,rooted,RF,3.867789893662202,0.10094775512160833
343,5000,100000,16,1e-08,1.1745865883549928e-06,0,fastARG,per site,retained,unrooted,RF,1.0893102008090072,0.06619564457615107
344,5000,100000,16,1e-08,1.1745865883549928e-06,0,fastARG,per site,retained,unrooted,SPR,0.45425326861768645,0.028197094799889837
345,5000,100000,16,1e-08,1.1745865883549928e-06,0,fastARG,per site,retained,unrooted,path,3.0670436551079723,0.17300866193101697
347,5000,100000,16,1e-08,1.1745865883549928e-06,0,tsinfer,per site,broken,rooted,KC,1.738387112837189,0.07801471055581756
348,5000,100000,16,1e-08,1.1745865883549928e-06,0,tsinfer,per site,broken,rooted,RF,1.0758099872567763,0.061041552332272875
350,5000,100000,16,1e-08,1.1745865883549928e-06,0,tsinfer,per site,broken,unrooted,RF,0.9952104625566729,0.06032985892917194
351,5000,100000,16,1e-08,1.1745865883549928e-06,0,tsinfer,per site,broken,unrooted,SPR,0.4285234791614396,0.026890918649089508
352,5000,100000,16,1e-08,1.1745865883549928e-06,0,tsinfer,per site,broken,unrooted,path,2.7650917630739706,0.14972786720839476
354,5000,100000,16,1e-08,1.1745865883549928e-06,0,tsinfer,per site,retained,rooted,KC,1.7537783346794975,0.079704245969575
358,5000,100000,16,1e-08,1.1745865883549928e-06,0,tsinfer,per site,retained,unrooted,SPR,0.34122376498143625,0.023647688742177066
359,5000,100000,16,1e-08,1.1745865883549928e-06,0,tsinfer,per site,retained,unrooted,path,3.014425789964709,0.1752143401766605
361,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,ARGweaver,per site,retained,rooted,KC,3.4311135297569626,0.14692589789470978
362,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,ARGweaver,per site,retained,rooted,RF,1.4837894800000007,0.08509206026075698
364,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,ARGweaver,per site,retained,unrooted,RF,1.1140042399999999,0.08066051151470817
365,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,ARGweaver,per site,retained,unrooted,SPR,0.46923723,0.034200835148385504
366,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,ARGweaver,per site,retained,unrooted,path,2.836338367344323,0.18185720615632
368,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,rooted,KC,8.49727733542948,0.068039379135434
369,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,rooted,RF,6.392214400000003,0.10463702512802446
370,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,unrooted,RF,5.456340900000002,0.11070148736831624
371,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,unrooted,SPR,1.8054837000000001,0.035248737538867106
372,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,unrooted,path,10.314343940874924,0.145296397168745
373,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,rooted,KC,14.771497674880807,0.17548235771129214
374,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,rooted,RF,12.908156655018722,0.1603052544330511
376,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,unrooted,RF,10.37621061435886,0.15122692899596762
377,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,unrooted,SPR,3.0780078322506363,0.041504158899141816
378,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,unrooted,path,15.902331488549356,0.17127055764100446
380,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,rooted,KC,5.4580543218208115,0.07462182276818698
381,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,rooted,RF,5.201764624519862,0.10107092016112403
383,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,unrooted,RF,4.8542238836624,0.09865204629554902
384,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,unrooted,SPR,1.6469856850729494,0.03189404939689725
385,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,unrooted,path,9.174196747587702,0.13619911447990363
387,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,tsinfer,per site,retained,rooted,KC,5.187683919264893,0.07142606946285239
391,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,tsinfer,per site,retained,unrooted,SPR,1.234815013949671,0.03572355624130996
392,5000,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,tsinfer,per site,retained,unrooted,path,9.89703562373377,0.1549423373620573
394,5000,100000,16,1e-08,3.5000000000000016e-06,0,ARGweaver,per site,retained,rooted,KC,2.4777829757377203,0.1286453182606347
395,5000,100000,16,1e-08,3.5000000000000016e-06,0,ARGweaver,per site,retained,rooted,RF,0.5544040399999998,0.03300252015115295
397,5000,100000,16,1e-08,3.5000000000000016e-06,0,ARGweaver,per site,retained,unrooted,RF,0.25026119999999996,0.027254674591320804
398,5000,100000,16,1e-08,3.5000000000000016e-06,0,ARGweaver,per site,retained,unrooted,SPR,0.11209203000000002,0.01344449883613515
399,5000,100000,16,1e-08,3.5000000000000016e-06,0,ARGweaver,per site,retained,unrooted,path,0.7581401368940991,0.08128371825389222
401,5000,100000,16,1e-08,3.5000000000000016e-06,0,RentPlus,per site,retained,rooted,KC,6.4104802123601345,0.06159529236464686
402,5000,100000,16,1e-08,3.5000000000000016e-06,0,RentPlus,per site,retained,rooted,RF,1.9576942000000008,0.040748556760754666
403,5000,100000,16,1e-08,3.5000000000000016e-06,0,RentPlus,per site,retained,unrooted,RF,0.6157301999999999,0.044621428127990415
404,5000,100000,16,1e-08,3.5000000000000016e-06,0,RentPlus,per site,retained,unrooted,SPR,0.22462479999999996,0.017526303193079754
405,5000,100000,16,1e-08,3.5000000000000016e-06,0,RentPlus,per site,retained,unrooted,path,1.6452999746254162,0.11343173259799022
406,5000,100000,16,1e-08,3.5000000000000016e-06,0,fastARG,per site,retained,rooted,KC,11.61866203066024,0.2698509519913707
407,5000,100000,16,1e-08,3.5000000000000016e-06,0,fastARG,per site,retained,rooted,RF,3.3791336636221905,0.09611610119425257
409,5000,100000,16,1e-08,3.5000000000000016e-06,0,fastARG,per site,retained,unrooted,RF,0.46644857416708624,0.03779394475029696
410,5000,100000,16,1e-08,3.5000000000000016e-06,0,fastARG,per site,retained,unrooted,SPR,0.19731255328022382,0.017133141964048648
411,5000,100000,16,1e-08,3.5000000000000016e-06,0,fastARG,per site,retained,unrooted,path,1.3604659222147806,0.10372085709720329
413,5000,100000,16,1e-08,3.5000000000000016e-06,0,tsinfer,per site,broken,rooted,KC,0.8133350861211186,0.049800160650906984
414,5000,100000,16,1e-08,3.5000000000000016e-06,0,tsinfer,per site,broken,rooted,RF,0.4663277404776043,0.03446370505405296
416,5000,100000,16,1e-08,3.5000000000000016e-06,0,tsinfer,per site,broken,unrooted,RF,0.42887758381354923,0.03404514766843823
417,5000,100000,16,1e-08,3.5000000000000016e-06,0,tsinfer,per site,broken,unrooted,SPR,0.18871433343462737,0.015634492483157948
418,5000,100000,16,1e-08,3.5000000000000016e-06,0,tsinfer,per site,broken,unrooted,path,1.2714899622376314,0.09536021987620949
420,5000,100000,16,1e-08,3.5000000000000016e-06,0,tsinfer,per site,retained,rooted,KC,0.8288753416639179,0.05145284675519855
424,5000,100000,16,1e-08,3.5000000000000016e-06,0,tsinfer,per site,retained,unrooted,SPR,0.16286240612436598,0.013114423602094838
425,5000,100000,16,1e-08,3.5000000000000016e-06,0,tsinfer,per site,retained,unrooted,path,1.33809547552129,0.10248904280788385
427,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,ARGweaver,per site,retained,rooted,KC,2.826729009208104,0.1330876811685525
428,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,ARGweaver,per site,retained,rooted,RF,0.96159374,0.06282759810975856
430,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,ARGweaver,per site,retained,unrooted,RF,0.6534571799999996,0.05970751108746939
431,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,ARGweaver,per site,retained,unrooted,SPR,0.27571945000000003,0.025400271382473617
432,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,ARGweaver,per site,retained,unrooted,path,1.7251770219384426,0.14497194830996224
434,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,rooted,KC,8.316855891504494,0.0653675446897111
435,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,rooted,RF,6.2587368,0.11044918997191475
436,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,unrooted,RF,5.366421,0.12411904163265233
437,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,unrooted,SPR,1.7480478,0.03739218388734806
438,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,unrooted,path,10.105774611135903,0.1685781212209992
439,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,rooted,KC,14.615288272875382,0.15402329876220616
440,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,rooted,RF,12.794657514208325,0.15863697799731394
442,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,unrooted,RF,10.203061100542236,0.15937487649903972
443,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,unrooted,SPR,3.029474243611775,0.04002879571258501
444,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,unrooted,path,15.583528502670088,0.1940107667329491
446,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,rooted,KC,5.079149422884867,0.07660239290383332
447,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,rooted,RF,5.055289630247075,0.1201133205722088
449,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,unrooted,RF,4.753436998918655,0.11977317232722759
450,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,unrooted,SPR,1.5992601318975488,0.03807060760448031
451,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,unrooted,path,8.913125412995136,0.16675664747089775
453,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,tsinfer,per site,retained,rooted,KC,4.812706615190483,0.0758978657679826
457,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,tsinfer,per site,retained,unrooted,SPR,1.1721879429234079,0.03541030217001576
458,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,tsinfer,per site,retained,unrooted,path,9.574683568850224,0.1888580821422443
