Unnamed: 0,replicate,sample_size,Ne,length,recombination_rate,mutation_rate,error_param,edges,n_trees,n_sites,seed,sim_tool,selection_coefficient,dominance_coefficient,output_frequency,output_after_generations,tsinfer_completed,fastARG_completed,ARGweaver_completed,RentPlus_completed,RentPlus_cputime,RentPlus_memory,RentPlus_0_wRFunrooted,RentPlus_0_RFrooted,RentPlus_0_SPRunrooted,RentPlus_0_pathunrooted,RentPlus_0_wRFrooted,RentPlus_0_RFunrooted,RentPlus_0_KCrooted,fastARG_edges,fastARG_0_SPRunrooted,fastARG_cputime,fastARG_0_KCrooted,fastARG_0_pathunrooted,fastARG_0_wRFunrooted,fastARG_memory,fastARG_0_wRFrooted,fastARG_0_RFrooted,fastARG_ts_filesize,fastARG_0_RFunrooted,tsinfer_max_polytomy,tsinfer_2_RFunrooted,tsinfer_0_KCrooted,tsinfer_0_RFunrooted,tsinfer_0_SPRunrooted,tsinfer_edges,tsinfer_ts_filesize,tsinfer_2_pathunrooted,tsinfer_0_wRFrooted,tsinfer_cputime,tsinfer_2_wRFrooted,tsinfer_2_RFrooted,tsinfer_0_pathunrooted,tsinfer_2_KCrooted,tsinfer_2_wRFunrooted,tsinfer_memory,tsinfer_var_polytomy,tsinfer_mean_polytomy,tsinfer_2_SPRunrooted,tsinfer_0_RFrooted,tsinfer_0_wRFunrooted,ARGweaver_0_wRFrooted,ARGweaver_0_RFrooted,ARGweaver_0_KCrooted,ARGweaver_edges,ARGweaver_0_wRFunrooted,ARGweaver_ts_filesize,ARGweaver_0_SPRunrooted,ARGweaver_cputime,ARGweaver_0_RFunrooted,ARGweaver_iterations,ARGweaver_memory,ARGweaver_0_pathunrooted
439,7,15,5000,100000,1e-08,2.5718433618052004e-08,EmpiricalErrorPlatinum1000G,56,13,43,960426798,ftprime,0.1,0.5,1.0,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,7,15,5000,100000,1e-08,2.5718433618052004e-08,0,73,18,49,960426798,ftprime,0.1,0.5,1.0,200,False,True,False,False,,,,,,,,,,26.0,2.990028408616517,0.0,19.455787688585215,19.290854079199573,18455.781995192592,2109440.0,18457.35425608161,16.58610818259453,7812.0,14.586108182594527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,7,15,5000,100000,1e-08,2.5718433618052004e-08,EmpiricalErrorPlatinum1000G,73,18,49,960426798,ftprime,0.1,0.5,1.0,200,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,7,15,5000,100000,1e-08,2.5718433618052004e-08,0,77,19,71,960426798,ftprime,0.1,0.5,1.0,1000,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,7,15,5000,100000,1e-08,2.5718433618052004e-08,EmpiricalErrorPlatinum1000G,77,19,71,960426798,ftprime,0.1,0.5,1.0,1000,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,7,15,5000,100000,1e-08,1.3228756555322952e-07,0,187,52,732,1489521078,ftprime,0.1,0.5,0.2,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,7,15,5000,100000,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,187,52,732,1489521078,ftprime,0.1,0.5,0.2,0,False,True,False,False,,,,,,,,,,376.0,1.522040802434349,0.0,6.945367061518505,7.403856810870391,59483.74673471767,2027520.0,59487.139335373904,5.901008370866788,48676.0,4.537437605549953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,7,15,5000,100000,1e-08,1.3228756555322952e-07,0,186,53,754,1489521078,ftprime,0.1,0.5,0.5,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,7,15,5000,100000,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,186,53,754,1489521078,ftprime,0.1,0.5,0.5,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,7,15,5000,100000,1e-08,1.3228756555322952e-07,0,66,19,359,1489521078,ftprime,0.1,0.5,0.8,0,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9315.499642944967,14.173918318410736,13.726075237818426,81.2,9292.251153755295,8285.6,3.6587262976492,2847.7099999999996,14.096166382436271,"0,20,40,60,80,100,120,140,160,180",407203840.0,19.53161887377081
449,7,15,5000,100000,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,66,19,359,1489521078,ftprime,0.1,0.5,0.8,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,7,15,5000,100000,1e-08,1.3228756555322952e-07,0,32,3,36,1489521078,ftprime,0.1,0.5,1.0,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,7,15,5000,100000,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,32,3,36,1489521078,ftprime,0.1,0.5,1.0,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,7,15,5000,100000,1e-08,1.3228756555322952e-07,0,50,11,204,1489521078,ftprime,0.1,0.5,1.0,200,True,False,False,False,,,,,,,,,,,,,,,,,,,,,5.0,8.413009394909277,8.389669255451983,4.579293752373284,,23.0,15812.0,13.547611049568165,14435.89347071829,0.96,14435.89347071829,8.456151194068035,16.706103760953358,6.265257918469452,14435.890028945007,59076608.0,1.109375,2.875,,4.6224355515320426,14435.890028945005,,,,,,,,,,,,
453,7,15,5000,100000,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,50,11,204,1489521078,ftprime,0.1,0.5,1.0,200,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,7,15,5000,100000,1e-08,1.3228756555322952e-07,0,101,23,268,1489521078,ftprime,0.1,0.5,1.0,1000,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,7,15,5000,100000,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,101,23,268,1489521078,ftprime,0.1,0.5,1.0,1000,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,7,15,5000,100000,1e-08,6.804457946348874e-07,0,267,74,5228,1573457715,ftprime,0.1,0.5,0.2,0,False,False,False,True,38.71,1550110720.0,,3.419338499828954,0.7574405543978892,4.386393394150218,,2.021734025234134,6.353687289374614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,7,15,5000,100000,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,267,74,5228,1573457715,ftprime,0.1,0.5,0.2,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,7,15,5000,100000,1e-08,6.804457946348874e-07,0,223,63,4536,1573457715,ftprime,0.1,0.5,0.5,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,7,15,5000,100000,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,223,63,4536,1573457715,ftprime,0.1,0.5,0.5,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,7,15,5000,100000,1e-08,6.804457946348874e-07,0,33,4,450,1573457715,ftprime,0.1,0.5,0.8,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,7,15,5000,100000,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,33,4,450,1573457715,ftprime,0.1,0.5,0.8,0,True,False,False,False,,,,,,,,,,,,,,,,,,,,,15.0,12.605108708297086,11.164049279970383,10.341284574523241,,77.0,27980.0,18.492858337981207,6670.9741767842115,1.26,6670.9741767842115,12.676758984793343,17.428186715101297,14.228864956357132,6670.923142352769,58617856.0,11.418282548476455,4.052631578947368,3.402356930231304,10.4157144117432,6670.92314235277,,,,,,,,,,,,
462,7,15,5000,100000,1e-08,6.804457946348874e-07,0,29,2,276,1573457715,ftprime,0.1,0.5,1.0,0,False,True,False,False,,,,,,,,,,26.0,1.113090789722802,0.0,17.146763939246856,12.171458784024951,3829.679148103884,2093056.0,3831.679148103884,6.452363158891208,16892.0,4.452363158891208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,7,15,5000,100000,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,29,2,276,1573457715,ftprime,0.1,0.5,1.0,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,7,15,5000,100000,1e-08,6.804457946348874e-07,0,37,4,451,1573457715,ftprime,0.1,0.5,1.0,200,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,7,15,5000,100000,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,37,4,451,1573457715,ftprime,0.1,0.5,1.0,200,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,7,15,5000,100000,1e-08,6.804457946348874e-07,0,71,13,1180,1573457715,ftprime,0.1,0.5,1.0,1000,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,7,15,5000,100000,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,71,13,1180,1573457715,ftprime,0.1,0.5,1.0,1000,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,7,15,5000,100000,1e-08,3.5000000000000016e-06,0,150,46,16193,745819123,ftprime,0.1,0.5,0.2,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,7,15,5000,100000,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,150,46,16193,745819123,ftprime,0.1,0.5,0.2,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,7,15,5000,100000,1e-08,3.5000000000000016e-06,0,121,38,14035,745819123,ftprime,0.1,0.5,0.5,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,7,15,5000,100000,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,121,38,14035,745819123,ftprime,0.1,0.5,0.5,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,7,15,5000,100000,1e-08,3.5000000000000016e-06,0,90,25,7912,745819123,ftprime,0.1,0.5,0.8,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,7,15,5000,100000,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,90,25,7912,745819123,ftprime,0.1,0.5,0.8,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,7,15,5000,100000,1e-08,3.5000000000000016e-06,0,34,3,1138,745819123,ftprime,0.1,0.5,1.0,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,7,15,5000,100000,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,34,3,1138,745819123,ftprime,0.1,0.5,1.0,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,7,15,5000,100000,1e-08,3.5000000000000016e-06,0,48,7,1983,745819123,ftprime,0.1,0.5,1.0,200,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,7,15,5000,100000,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,48,7,1983,745819123,ftprime,0.1,0.5,1.0,200,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,7,15,5000,100000,1e-08,3.5000000000000016e-06,0,72,13,4004,745819123,ftprime,0.1,0.5,1.0,1000,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,7,15,5000,100000,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,72,13,4004,745819123,ftprime,0.1,0.5,1.0,1000,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,8,15,5000,100000,1e-08,4.999999999999999e-09,0,209,62,33,621137568,ftprime,0.1,0.5,0.2,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,8,15,5000,100000,1e-08,4.999999999999999e-09,EmpiricalErrorPlatinum1000G,209,62,33,621137568,ftprime,0.1,0.5,0.2,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,8,15,5000,100000,1e-08,4.999999999999999e-09,0,178,53,46,621137568,ftprime,0.1,0.5,0.5,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,8,15,5000,100000,1e-08,4.999999999999999e-09,EmpiricalErrorPlatinum1000G,178,53,46,621137568,ftprime,0.1,0.5,0.5,0,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92649.38737948608,15.657438997865029,10.753791547070634,256.1,92294.38507662395,15154.4,3.920677627897335,2360.7400000000002,14.622213656408812,"0,20,40,60,80,100,120,140,160,180",151547904.0,16.36473122087981
484,8,15,5000,100000,1e-08,4.999999999999999e-09,0,116,37,36,621137568,ftprime,0.1,0.5,0.8,0,False,False,False,True,1.04,53776384.0,,18.181190645378436,4.336155305377056,17.113912021364502,,17.1010037311573,13.210922335178754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,8,15,5000,100000,1e-08,4.999999999999999e-09,EmpiricalErrorPlatinum1000G,116,37,36,621137568,ftprime,0.1,0.5,0.8,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,8,15,5000,100000,1e-08,4.999999999999999e-09,0,54,12,15,621137568,ftprime,0.1,0.5,1.0,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,8,15,5000,100000,1e-08,4.999999999999999e-09,EmpiricalErrorPlatinum1000G,54,12,15,621137568,ftprime,0.1,0.5,1.0,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,8,15,5000,100000,1e-08,4.999999999999999e-09,0,58,11,8,621137568,ftprime,0.1,0.5,1.0,200,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,8,15,5000,100000,1e-08,4.999999999999999e-09,EmpiricalErrorPlatinum1000G,58,11,8,621137568,ftprime,0.1,0.5,1.0,200,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,8,15,5000,100000,1e-08,4.999999999999999e-09,0,92,20,16,621137568,ftprime,0.1,0.5,1.0,1000,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,8,15,5000,100000,1e-08,4.999999999999999e-09,EmpiricalErrorPlatinum1000G,92,20,16,621137568,ftprime,0.1,0.5,1.0,1000,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,8,15,5000,100000,1e-08,2.5718433618052004e-08,0,180,53,155,1917583319,ftprime,0.1,0.5,0.2,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,8,15,5000,100000,1e-08,2.5718433618052004e-08,EmpiricalErrorPlatinum1000G,180,53,155,1917583319,ftprime,0.1,0.5,0.2,0,True,False,False,False,,,,,,,,,,,,,,,,,,,,,14.0,10.71775536581874,10.151459874514298,7.76688244108056,,98.0,16732.0,13.711884975336115,56995.76296931333,0.9400000000000001,56995.76296931332,11.388118978757095,16.242897683128657,10.445815505022901,56994.33260593166,58855424.0,6.107142857142857,3.5,,8.409744974891051,56994.33260593166,,,,,,,,,,,,
494,8,15,5000,100000,1e-08,2.5718433618052004e-08,0,194,57,163,1917583319,ftprime,0.1,0.5,0.5,0,False,False,False,True,3.4000000000000004,122351616.0,,10.366523665236652,2.8514635146351464,12.179994088974329,,9.319813198131982,8.995786965280942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,8,15,5000,100000,1e-08,2.5718433618052004e-08,EmpiricalErrorPlatinum1000G,194,57,163,1917583319,ftprime,0.1,0.5,0.5,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,8,15,5000,100000,1e-08,2.5718433618052004e-08,0,93,31,86,1917583319,ftprime,0.1,0.5,0.8,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,8,15,5000,100000,1e-08,2.5718433618052004e-08,EmpiricalErrorPlatinum1000G,93,31,86,1917583319,ftprime,0.1,0.5,0.8,0,True,False,False,False,,,,,,,,,,,,,,,,,,,,,11.0,18.198436808961638,8.473055695366677,10.0,,24.0,11060.0,22.12661839642479,31029.600710543993,0.95,31029.600710543986,18.324336829848043,29.360553681961523,15.625945491193903,31029.474810523105,58376192.0,10.333333333333334,4.0,,10.125900020886403,31029.474810523105,,,,,,,,,,,,
498,8,15,5000,100000,1e-08,2.5718433618052004e-08,0,35,6,19,1917583319,ftprime,0.1,0.5,1.0,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,8,15,5000,100000,1e-08,2.5718433618052004e-08,EmpiricalErrorPlatinum1000G,35,6,19,1917583319,ftprime,0.1,0.5,1.0,0,False,True,False,False,,,,,,,,,,26.0,5.0,0.0,17.673039760199842,27.36814417316739,6178.110768088081,1966080.0,6181.02198188106,22.366820689467307,6620.0,19.4556068964891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,8,15,5000,100000,1e-08,2.5718433618052004e-08,0,39,5,14,1917583319,ftprime,0.1,0.5,1.0,200,True,False,False,False,,,,,,,,,,,,,,,,,,,,,9.0,19.735494799052617,15.916801916936771,10.768182087637104,,15.0,7812.0,21.441597790463412,5610.982769936661,1.01,5610.98276993666,21.906055048072993,37.6957380660966,13.074665692708194,5610.98276993666,58183680.0,2.25,7.5,4.724257828034368,11.768182087637104,5610.982769936661,,,,,,,,,,,,
501,8,15,5000,100000,1e-08,2.5718433618052004e-08,EmpiricalErrorPlatinum1000G,39,5,14,1917583319,ftprime,0.1,0.5,1.0,200,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6727.910851325374,21.741434492430116,18.221646285452767,46.9,6723.726077748582,6700.0,4.975047460948107,5828.26,19.672877009163667,"0,20,40,60,80,100,120,140,160,180",450072576.0,22.77720206755719
502,8,15,5000,100000,1e-08,2.5718433618052004e-08,0,100,26,66,1917583319,ftprime,0.1,0.5,1.0,1000,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,8,15,5000,100000,1e-08,2.5718433618052004e-08,EmpiricalErrorPlatinum1000G,100,26,66,1917583319,ftprime,0.1,0.5,1.0,1000,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,8,15,5000,100000,1e-08,1.3228756555322952e-07,0,206,62,1118,171685554,ftprime,0.1,0.5,0.2,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,8,15,5000,100000,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,206,62,1118,171685554,ftprime,0.1,0.5,0.2,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,8,15,5000,100000,1e-08,1.3228756555322952e-07,0,73,20,362,171685554,ftprime,0.1,0.5,0.5,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,8,15,5000,100000,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,73,20,362,171685554,ftprime,0.1,0.5,0.5,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,8,15,5000,100000,1e-08,1.3228756555322952e-07,0,44,9,218,171685554,ftprime,0.1,0.5,0.8,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,8,15,5000,100000,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,44,9,218,171685554,ftprime,0.1,0.5,0.8,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,8,15,5000,100000,1e-08,1.3228756555322952e-07,0,34,3,51,171685554,ftprime,0.1,0.5,1.0,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,8,15,5000,100000,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,34,3,51,171685554,ftprime,0.1,0.5,1.0,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,8,15,5000,100000,1e-08,1.3228756555322952e-07,0,53,8,69,171685554,ftprime,0.1,0.5,1.0,200,False,True,True,False,,,,,,,,,,41.0,3.806398671308327,0.0,21.07346275983165,12.168295845781739,5491.073716705173,2097152.0,5494.655610834574,13.710575196790598,9204.0,10.311953154213965,,,,,,,,,,,,,,,,,,,,,,3603.327826718759,14.410673267308074,24.684894290962614,44.9,3584.0696330818582,6615.2,2.8946942385447643,5836.9400000000005,10.507048697211513,"0,20,40,60,80,100,120,140,160,180",439631872.0,15.591613926139122
513,8,15,5000,100000,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,53,8,69,171685554,ftprime,0.1,0.5,1.0,200,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,8,15,5000,100000,1e-08,1.3228756555322952e-07,0,69,13,195,171685554,ftprime,0.1,0.5,1.0,1000,True,False,False,False,,,,,,,,,,,,,,,,,,,,,10.0,12.807358760450796,12.438787724710656,8.760386691188069,,30.0,15708.0,19.557433906237375,14409.964237353384,1.04,14409.964237353382,14.877677985440826,23.473841515315883,14.430549884468139,14409.964237353382,58535936.0,5.6,3.0,3.1280617534304165,9.76038669118807,14409.964237353384,,,,,,,,,,,,
515,8,15,5000,100000,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,69,13,195,171685554,ftprime,0.1,0.5,1.0,1000,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,8,15,5000,100000,1e-08,6.804457946348874e-07,0,268,70,5298,1809123449,ftprime,0.1,0.5,0.2,0,False,False,False,True,37.7,1428340736.0,,3.064377371126992,0.568620686206862,3.5690923026108257,,1.6176529038823197,6.561623508244832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,8,15,5000,100000,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,268,70,5298,1809123449,ftprime,0.1,0.5,0.2,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,8,15,5000,100000,1e-08,6.804457946348874e-07,0,171,43,3504,1809123449,ftprime,0.1,0.5,0.5,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,8,15,5000,100000,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,171,43,3504,1809123449,ftprime,0.1,0.5,0.5,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,8,15,5000,100000,1e-08,6.804457946348874e-07,0,159,42,3419,1809123449,ftprime,0.1,0.5,0.8,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,8,15,5000,100000,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,159,42,3419,1809123449,ftprime,0.1,0.5,0.8,0,True,False,False,False,,,,,,,,,,,,,,,,,,,,,164.0,11.411943263308874,9.968366533403639,8.166623713204375,,1212.0,187580.0,18.534726871262357,50170.10253584987,1.6500000000000001,50170.10253584986,11.769591358004304,21.404309698755107,11.049336231469658,50169.48219386627,62586880.0,208.5297206469229,5.855072463768116,2.9027469023666823,8.509838424018737,50169.48219386627,,,,,,,,,,,,
522,8,15,5000,100000,1e-08,6.804457946348874e-07,0,62,13,673,1809123449,ftprime,0.1,0.5,1.0,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,8,15,5000,100000,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,62,13,673,1809123449,ftprime,0.1,0.5,1.0,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,8,15,5000,100000,1e-08,6.804457946348874e-07,0,77,18,1046,1809123449,ftprime,0.1,0.5,1.0,200,True,False,False,False,,,,,,,,,,,,,,,,,,,,,12.0,6.58068212124041,9.613990642455416,6.149236759022357,1.255703549425561,77.0,51628.0,12.13546319176476,15394.405961425817,1.03,15394.405961425819,7.8710962480807725,12.158286689676835,9.85091687506668,15393.131114633787,58556416.0,6.831597222222221,3.2083333333333335,1.4800175560743498,7.439291446786255,15393.131114633788,,,,,,,,,,,,
525,8,15,5000,100000,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,77,18,1046,1809123449,ftprime,0.1,0.5,1.0,200,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
