,Ne,length,sample_size,recombination_rate,mutation_rate,error_param,tool,averaging,polytomies,rooting,metric,treedist_mean,treedist_se
234,Gutenkunst.out.of.africa,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,ARGweaver,per site,retained,unrooted,RF,5.098475760000001,0.14814181137973204
235,Gutenkunst.out.of.africa,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,ARGweaver,per site,retained,unrooted,SPR,1.752524710000001,0.044474919138156
236,Gutenkunst.out.of.africa,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,ARGweaver,per site,retained,unrooted,path,9.6083478883596,0.19560252314389437
238,Gutenkunst.out.of.africa,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,rooted,KC,9.242445208849256,0.12411525970230004
239,Gutenkunst.out.of.africa,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,rooted,RF,7.971946599999999,0.14332085189265648
240,Gutenkunst.out.of.africa,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,unrooted,RF,7.067832200000005,0.1434512486299317
241,Gutenkunst.out.of.africa,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,unrooted,SPR,2.2783721999999993,0.03874334181562066
242,Gutenkunst.out.of.africa,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,unrooted,path,12.391443173719638,0.1801669940462455
243,Gutenkunst.out.of.africa,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,rooted,KC,15.589373975137116,0.19101144128302397
244,Gutenkunst.out.of.africa,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,rooted,RF,14.316350517449516,0.1692926373224996
246,Gutenkunst.out.of.africa,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,unrooted,RF,11.90708388989615,0.16339814599214283
247,Gutenkunst.out.of.africa,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,unrooted,SPR,3.386894285077119,0.038805980989423526
248,Gutenkunst.out.of.africa,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,unrooted,path,17.543120199606783,0.18779367226082158
250,Gutenkunst.out.of.africa,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,rooted,KC,8.515049521390223,0.12121566252254379
251,Gutenkunst.out.of.africa,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,rooted,RF,8.329683205330394,0.15168754661665457
253,Gutenkunst.out.of.africa,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,unrooted,RF,7.742115441395754,0.15107460167228545
254,Gutenkunst.out.of.africa,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,unrooted,SPR,2.4133307326261226,0.0399468570525075
255,Gutenkunst.out.of.africa,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,unrooted,path,12.937977152121626,0.1711030592082915
257,Gutenkunst.out.of.africa,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,retained,rooted,KC,8.095906962906113,0.11690054393036801
261,Gutenkunst.out.of.africa,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,retained,unrooted,SPR,2.088234349448499,0.057643392955362714
262,Gutenkunst.out.of.africa,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,retained,unrooted,path,13.673225844129881,0.19177519762377984
264,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,0,ARGweaver,per site,retained,rooted,KC,4.645053000695684,0.13196889830856978
265,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,0,ARGweaver,per site,retained,rooted,RF,2.4267439800000004,0.09188345028294147
267,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,0,ARGweaver,per site,retained,unrooted,RF,1.9548544800000005,0.08939246285532523
268,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,0,ARGweaver,per site,retained,unrooted,SPR,0.75860091,0.032242807366404835
269,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,0,ARGweaver,per site,retained,unrooted,path,4.742665221852024,0.1955075512146615
271,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,0,RentPlus,per site,retained,rooted,KC,5.652053383435067,0.11599146126675315
272,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,0,RentPlus,per site,retained,rooted,RF,3.100286399999998,0.09866458905956751
273,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,0,RentPlus,per site,retained,unrooted,RF,2.280365599999999,0.09422589285010997
274,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,0,RentPlus,per site,retained,unrooted,SPR,0.9057505999999996,0.035747035636318744
275,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,0,RentPlus,per site,retained,unrooted,path,5.41525158768595,0.18966913871894017
276,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,0,fastARG,per site,retained,rooted,KC,12.433600526327291,0.18975990886839386
277,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,0,fastARG,per site,retained,rooted,RF,5.933486249323811,0.12613775717252174
279,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,0,fastARG,per site,retained,unrooted,RF,3.2177839627856657,0.1136372339329702
280,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,0,fastARG,per site,retained,unrooted,SPR,1.1691283201246607,0.0382403703401879
281,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,0,fastARG,per site,retained,unrooted,path,7.325692105614029,0.23153905834930266
283,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,0,tsinfer,per site,broken,rooted,KC,3.806157060763897,0.10793075947941752
284,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,0,tsinfer,per site,broken,rooted,RF,2.9059077080830753,0.10025697631500792
286,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,0,tsinfer,per site,broken,unrooted,RF,2.712127266099309,0.09964393718815547
287,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,0,tsinfer,per site,broken,unrooted,SPR,1.0343750998317638,0.03658025821006369
288,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,0,tsinfer,per site,broken,unrooted,path,6.124723117367503,0.18467148237505848
290,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,0,tsinfer,per site,retained,rooted,KC,3.795221386225756,0.10398376331483132
294,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,0,tsinfer,per site,retained,unrooted,SPR,0.9065656768713243,0.0377300485215771
295,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,0,tsinfer,per site,retained,unrooted,path,6.457951927857188,0.1962570899967703
297,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,ARGweaver,per site,retained,rooted,KC,5.11143183510179,0.1367369717612649
298,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,ARGweaver,per site,retained,rooted,RF,3.1650282999999995,0.11562986120936614
300,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,ARGweaver,per site,retained,unrooted,RF,2.66555794,0.11305378930146552
301,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,ARGweaver,per site,retained,unrooted,SPR,1.0089021399999998,0.03770329478220093
302,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,ARGweaver,per site,retained,unrooted,path,5.934569527657756,0.20580580817180438
304,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,rooted,KC,8.433337650904186,0.10061083870247564
305,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,rooted,RF,7.045995000000001,0.13537097433196624
306,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,unrooted,RF,6.224198599999998,0.13681809462091396
307,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,unrooted,SPR,2.0479415999999997,0.03693374466287742
308,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,unrooted,path,11.387619040538233,0.1897359516686992
309,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,rooted,KC,15.739768153690525,0.20573883800318832
310,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,rooted,RF,14.020049223899152,0.13239356928283058
312,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,unrooted,RF,11.499376473933957,0.12135370349073889
313,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,unrooted,SPR,3.307855305979905,0.02973232888211249
314,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,unrooted,path,17.2218296231434,0.16874665315449677
316,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,rooted,KC,7.093621752529511,0.10104028864172698
317,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,rooted,RF,6.936940395938293,0.1320620173249521
319,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,unrooted,RF,6.479150388935517,0.13113281986685027
320,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,unrooted,SPR,2.0588913754241305,0.035402124678473576
321,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,unrooted,path,11.34101266740918,0.1688189272115932
323,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,retained,rooted,KC,6.761207544857026,0.09865281383661634
327,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,retained,unrooted,SPR,1.6169304893698726,0.046973508685858735
328,Gutenkunst.out.of.africa,100000,16,1e-08,3.941867581552624e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,retained,unrooted,path,12.12833965365349,0.1890276331535404
330,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,0,ARGweaver,per site,retained,rooted,KC,3.726164096171881,0.11451232703925476
331,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,0,ARGweaver,per site,retained,rooted,RF,1.2547886,0.050594205478553166
333,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,0,ARGweaver,per site,retained,unrooted,RF,0.8048481999999996,0.046296535884236566
334,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,0,ARGweaver,per site,retained,unrooted,SPR,0.34381283,0.019887477736973004
335,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,0,ARGweaver,per site,retained,unrooted,path,2.2465787736201843,0.1251284702627822
337,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,0,RentPlus,per site,retained,rooted,KC,4.7534336924226634,0.09312002546551307
338,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,0,RentPlus,per site,retained,rooted,RF,1.9195943999999998,0.05360046005688285
339,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,0,RentPlus,per site,retained,unrooted,RF,1.0807526,0.050129719862244106
340,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,0,RentPlus,per site,retained,unrooted,SPR,0.4612179999999998,0.0211124165788282
341,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,0,RentPlus,per site,retained,unrooted,path,2.9375753719324256,0.12727958476875698
342,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,0,fastARG,per site,retained,rooted,KC,11.667849966309971,0.20901943184666738
343,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,0,fastARG,per site,retained,rooted,RF,4.307878894437233,0.09913851833014518
345,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,0,fastARG,per site,retained,unrooted,RF,1.55610841584344,0.06801123155840723
346,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,0,fastARG,per site,retained,unrooted,SPR,0.6354405633140906,0.026056213882364176
347,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,0,fastARG,per site,retained,unrooted,path,4.059926960289909,0.15620999268471147
349,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,0,tsinfer,per site,broken,rooted,KC,2.0160337332003397,0.07623592608643318
350,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,0,tsinfer,per site,broken,rooted,RF,1.345103481143149,0.061025881479893004
352,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,0,tsinfer,per site,broken,unrooted,RF,1.2513899440041696,0.060120335965517135
353,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,0,tsinfer,per site,broken,unrooted,SPR,0.5209114728645745,0.024707872648619563
354,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,0,tsinfer,per site,broken,unrooted,path,3.2959331262291913,0.1434584867661365
356,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,0,tsinfer,per site,retained,rooted,KC,2.0523562655042578,0.0777405265209397
360,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,0,tsinfer,per site,retained,unrooted,SPR,0.45744851416933613,0.025403906300218833
361,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,0,tsinfer,per site,retained,unrooted,path,3.465210155721881,0.14714306836963617
363,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,ARGweaver,per site,retained,rooted,KC,4.106588529605825,0.11167380892633023
364,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,ARGweaver,per site,retained,rooted,RF,1.8219302400000001,0.07460634042643341
366,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,ARGweaver,per site,retained,unrooted,RF,1.3604022599999999,0.07469826248171502
367,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,ARGweaver,per site,retained,unrooted,SPR,0.5608739899999997,0.029479118882760696
368,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,ARGweaver,per site,retained,unrooted,path,3.3226243174654737,0.1485280102015173
370,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,rooted,KC,7.911900622592592,0.08457627864144576
371,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,rooted,RF,6.310353800000004,0.10480917089247137
372,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,unrooted,RF,5.490325199999998,0.10811332966289393
373,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,unrooted,SPR,1.8423994000000006,0.029554230644123703
374,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,unrooted,path,10.408901838363823,0.15270311691959548
375,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,rooted,KC,15.350194807875003,0.17435419470383445
376,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,rooted,RF,13.7610431073428,0.13416064179525666
378,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,unrooted,RF,11.201487699708595,0.12800043285110124
379,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,unrooted,SPR,3.2407507853795643,0.03077238020843598
380,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,unrooted,path,16.93132656511372,0.17835641823421372
382,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,rooted,KC,6.2398839485346755,0.08257728695453984
383,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,rooted,RF,6.064758366855005,0.11054716570234294
385,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,unrooted,RF,5.672690540502922,0.1097669504809535
386,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,unrooted,SPR,1.8456795052185706,0.03130604194434181
387,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,unrooted,path,10.254386393576347,0.14776419356810655
389,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,tsinfer,per site,retained,rooted,KC,5.940982984092676,0.08091833290626972
393,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,tsinfer,per site,retained,unrooted,SPR,1.3689030796050188,0.03402652561999593
394,Gutenkunst.out.of.africa,100000,16,1e-08,1.1745865883549928e-06,EmpiricalErrorPlatinum1000G,tsinfer,per site,retained,unrooted,path,11.023269938864333,0.16697902455814126
396,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,0,ARGweaver,per site,retained,rooted,KC,2.8767578589500538,0.11993643048524778
397,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,0,ARGweaver,per site,retained,rooted,RF,0.7690504600000001,0.03494393333473651
399,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,0,ARGweaver,per site,retained,unrooted,RF,0.41430993999999993,0.027329051483426976
400,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,0,ARGweaver,per site,retained,unrooted,SPR,0.18194351,0.01240285555556547
401,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,0,ARGweaver,per site,retained,unrooted,path,1.1942056720314205,0.07428284253571729
403,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,0,RentPlus,per site,retained,rooted,KC,4.2159896026172845,0.10496445558325054
404,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,0,RentPlus,per site,retained,rooted,RF,1.4056181999999993,0.04375478202884246
405,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,0,RentPlus,per site,retained,unrooted,RF,0.5703769999999999,0.03787848808154088
406,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,0,RentPlus,per site,retained,unrooted,SPR,0.24961369999999994,0.01643772951011105
407,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,0,RentPlus,per site,retained,unrooted,path,1.6160295608602062,0.09971593235777201
408,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,0,fastARG,per site,retained,rooted,KC,11.255918712941236,0.19071806131041705
409,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,0,fastARG,per site,retained,rooted,RF,3.4681916815883427,0.07494941417973618
411,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,0,fastARG,per site,retained,unrooted,RF,0.7091282619428572,0.047986167735069044
412,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,0,fastARG,per site,retained,unrooted,SPR,0.2972450136747997,0.018684761631622724
413,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,0,fastARG,per site,retained,unrooted,path,1.9980284164085846,0.12755252164989128
415,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,0,tsinfer,per site,broken,rooted,KC,0.9532688490377557,0.04364429454936313
416,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,0,tsinfer,per site,broken,rooted,RF,0.5733300578061211,0.03014991446965007
418,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,0,tsinfer,per site,broken,unrooted,RF,0.532775363566332,0.029986760960305538
419,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,0,tsinfer,per site,broken,unrooted,SPR,0.2302904638157267,0.012633291887651384
420,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,0,tsinfer,per site,broken,unrooted,path,1.5042232148551957,0.07970459856433057
422,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,0,tsinfer,per site,retained,rooted,KC,0.9684628848147824,0.04497948173589436
426,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,0,tsinfer,per site,retained,unrooted,SPR,0.18976438544431157,0.01123273349870689
427,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,0,tsinfer,per site,retained,unrooted,path,1.623300324208405,0.08969255956219954
429,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,ARGweaver,per site,retained,rooted,KC,3.195625860282374,0.12158965161001696
430,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,ARGweaver,per site,retained,rooted,RF,1.2577414199999994,0.06935466638468056
432,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,ARGweaver,per site,retained,unrooted,RF,0.8939438799999998,0.06478386398991103
433,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,ARGweaver,per site,retained,unrooted,SPR,0.38195355999999997,0.025374627686946975
434,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,ARGweaver,per site,retained,unrooted,path,2.273849020647913,0.1419807898121915
436,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,rooted,KC,7.772551906231987,0.0871425868635334
437,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,rooted,RF,6.012725399999999,0.1121790706829996
438,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,unrooted,RF,5.2114944,0.12034296962946689
439,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,unrooted,SPR,1.7501166999999995,0.033065487401398155
440,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,unrooted,path,10.01904945003465,0.17328833206292288
441,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,rooted,KC,15.213735023218403,0.17336697171611057
442,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,rooted,RF,13.408404384606008,0.14977754297801998
444,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,unrooted,RF,10.851649124377218,0.1411100199480984
445,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,unrooted,SPR,3.1557560362396195,0.03154019102679077
446,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,unrooted,path,16.592939442354027,0.19786564432982906
448,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,rooted,KC,5.917935047113071,0.08020019618647842
449,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,rooted,RF,5.7053658053299605,0.1117847522507246
451,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,unrooted,RF,5.350027113924216,0.11284531380926228
452,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,unrooted,SPR,1.7396771906703272,0.03174185952599472
453,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,unrooted,path,9.777206391453392,0.154746696950801
455,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,tsinfer,per site,retained,rooted,KC,5.599351005194932,0.07684693268740728
459,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,tsinfer,per site,retained,unrooted,SPR,1.2483559060007623,0.029186782911911475
460,Gutenkunst.out.of.africa,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,tsinfer,per site,retained,unrooted,path,10.557849589412397,0.17667291975650942
