,dataset,population,region,sample,sample_edges,strand
2151,1kg,KHV,EAS,HG02122,609,1
2152,1kg,KHV,EAS,HG02127,587,0
2153,1kg,KHV,EAS,HG02127,679,1
2154,1kg,KHV,EAS,HG02128,626,0
2155,1kg,KHV,EAS,HG02128,680,1
2156,1kg,KHV,EAS,HG02130,671,0
2157,1kg,KHV,EAS,HG02130,602,1
2158,1kg,KHV,EAS,HG02131,708,0
2159,1kg,KHV,EAS,HG02131,620,1
2160,1kg,KHV,EAS,HG02133,619,0
2161,1kg,KHV,EAS,HG02133,663,1
2162,1kg,KHV,EAS,HG02134,656,0
2163,1kg,KHV,EAS,HG02134,601,1
2164,1kg,KHV,EAS,HG02136,614,0
2165,1kg,KHV,EAS,HG02136,632,1
2166,1kg,KHV,EAS,HG02137,645,0
2167,1kg,KHV,EAS,HG02137,662,1
2168,1kg,KHV,EAS,HG02138,636,0
2169,1kg,KHV,EAS,HG02138,703,1
2170,1kg,KHV,EAS,HG02139,731,0
2171,1kg,KHV,EAS,HG02139,671,1
2172,1kg,KHV,EAS,HG02140,656,0
2173,1kg,KHV,EAS,HG02140,679,1
2174,1kg,KHV,EAS,HG02141,718,0
2175,1kg,KHV,EAS,HG02141,686,1
2176,1kg,KHV,EAS,HG02142,723,0
2177,1kg,KHV,EAS,HG02142,682,1
2178,1kg,ACB,AFR,HG02143,604,0
2179,1kg,ACB,AFR,HG02143,790,1
2180,1kg,ACB,AFR,HG02144,662,0
2181,1kg,ACB,AFR,HG02144,881,1
2182,1kg,PEL,AMR,HG02146,569,0
2183,1kg,PEL,AMR,HG02146,552,1
2184,1kg,PEL,AMR,HG02147,578,0
2185,1kg,PEL,AMR,HG02147,608,1
2186,1kg,PEL,AMR,HG02150,580,0
2187,1kg,PEL,AMR,HG02150,613,1
2188,1kg,CDX,EAS,HG02151,545,0
2189,1kg,CDX,EAS,HG02151,625,1
2190,1kg,CDX,EAS,HG02152,599,0
2191,1kg,CDX,EAS,HG02152,510,1
2192,1kg,CDX,EAS,HG02153,581,0
2193,1kg,CDX,EAS,HG02153,636,1
2194,1kg,CDX,EAS,HG02154,519,0
2195,1kg,CDX,EAS,HG02154,590,1
2196,1kg,CDX,EAS,HG02155,678,0
2197,1kg,CDX,EAS,HG02155,639,1
2198,1kg,CDX,EAS,HG02156,355,0
2199,1kg,CDX,EAS,HG02156,637,1
2200,1kg,CDX,EAS,HG02164,630,0
2201,1kg,CDX,EAS,HG02164,613,1
2202,1kg,CDX,EAS,HG02165,699,0
2203,1kg,CDX,EAS,HG02165,682,1
2204,1kg,CDX,EAS,HG02166,634,0
2205,1kg,CDX,EAS,HG02166,545,1
2206,1kg,CDX,EAS,HG02178,610,0
2207,1kg,CDX,EAS,HG02178,656,1
2208,1kg,CDX,EAS,HG02179,664,0
2209,1kg,CDX,EAS,HG02179,591,1
2210,1kg,CDX,EAS,HG02180,592,0
2211,1kg,CDX,EAS,HG02180,560,1
2212,1kg,CDX,EAS,HG02181,629,0
2213,1kg,CDX,EAS,HG02181,666,1
2214,1kg,CDX,EAS,HG02182,561,0
2215,1kg,CDX,EAS,HG02182,511,1
2216,1kg,CDX,EAS,HG02184,599,0
2217,1kg,CDX,EAS,HG02184,677,1
2218,1kg,CDX,EAS,HG02185,652,0
2219,1kg,CDX,EAS,HG02185,668,1
2220,1kg,CDX,EAS,HG02186,536,0
2221,1kg,CDX,EAS,HG02186,649,1
2222,1kg,CDX,EAS,HG02187,643,0
2223,1kg,CDX,EAS,HG02187,601,1
2224,1kg,CDX,EAS,HG02188,586,0
2225,1kg,CDX,EAS,HG02188,609,1
2226,1kg,CDX,EAS,HG02190,616,0
2227,1kg,CDX,EAS,HG02190,665,1
2228,1kg,GBR,EUR,HG02215,535,0
2229,1kg,GBR,EUR,HG02215,589,1
2230,1kg,IBS,EUR,HG02219,656,0
2231,1kg,IBS,EUR,HG02219,645,1
2232,1kg,IBS,EUR,HG02220,517,0
2233,1kg,IBS,EUR,HG02220,511,1
2234,1kg,IBS,EUR,HG02221,481,0
2235,1kg,IBS,EUR,HG02221,555,1
2236,1kg,IBS,EUR,HG02223,513,0
2237,1kg,IBS,EUR,HG02223,568,1
2238,1kg,IBS,EUR,HG02224,529,0
2239,1kg,IBS,EUR,HG02224,559,1
2240,1kg,IBS,EUR,HG02230,567,0
2241,1kg,IBS,EUR,HG02230,554,1
2242,1kg,IBS,EUR,HG02231,577,0
2243,1kg,IBS,EUR,HG02231,569,1
2244,1kg,IBS,EUR,HG02232,594,0
2245,1kg,IBS,EUR,HG02232,575,1
2246,1kg,IBS,EUR,HG02233,589,0
2247,1kg,IBS,EUR,HG02233,608,1
2248,1kg,IBS,EUR,HG02235,560,0
2249,1kg,IBS,EUR,HG02235,555,1
2250,1kg,IBS,EUR,HG02236,554,0
2251,1kg,IBS,EUR,HG02236,527,1
2252,1kg,IBS,EUR,HG02238,608,0
2253,1kg,IBS,EUR,HG02238,534,1
2254,1kg,IBS,EUR,HG02239,666,0
2255,1kg,IBS,EUR,HG02239,592,1
2256,1kg,CDX,EAS,HG02250,562,0
2257,1kg,CDX,EAS,HG02250,507,1
2258,1kg,PEL,AMR,HG02252,609,0
2259,1kg,PEL,AMR,HG02252,627,1
2260,1kg,PEL,AMR,HG02253,619,0
2261,1kg,PEL,AMR,HG02253,661,1
2262,1kg,ACB,AFR,HG02255,707,0
2263,1kg,ACB,AFR,HG02255,769,1
2264,1kg,ACB,AFR,HG02256,592,0
2265,1kg,ACB,AFR,HG02256,820,1
2266,1kg,PEL,AMR,HG02259,587,0
2267,1kg,PEL,AMR,HG02259,605,1
2268,1kg,PEL,AMR,HG02260,557,0
2269,1kg,PEL,AMR,HG02260,598,1
2270,1kg,PEL,AMR,HG02262,564,0
2271,1kg,PEL,AMR,HG02262,584,1
2272,1kg,PEL,AMR,HG02265,577,0
2273,1kg,PEL,AMR,HG02265,598,1
2274,1kg,PEL,AMR,HG02266,573,0
2275,1kg,PEL,AMR,HG02266,671,1
2276,1kg,PEL,AMR,HG02271,566,0
2277,1kg,PEL,AMR,HG02271,565,1
2278,1kg,PEL,AMR,HG02272,523,0
2279,1kg,PEL,AMR,HG02272,547,1
2280,1kg,PEL,AMR,HG02274,672,0
2281,1kg,PEL,AMR,HG02274,642,1
2282,1kg,PEL,AMR,HG02275,616,0
2283,1kg,PEL,AMR,HG02275,614,1
2284,1kg,PEL,AMR,HG02277,569,0
2285,1kg,PEL,AMR,HG02277,540,1
2286,1kg,PEL,AMR,HG02278,537,0
2287,1kg,PEL,AMR,HG02278,550,1
2288,1kg,ACB,AFR,HG02281,723,0
2289,1kg,ACB,AFR,HG02281,786,1
2290,1kg,ACB,AFR,HG02282,627,0
2291,1kg,ACB,AFR,HG02282,833,1
2292,1kg,ACB,AFR,HG02283,653,0
2293,1kg,ACB,AFR,HG02283,756,1
2294,1kg,ACB,AFR,HG02284,876,0
2295,1kg,ACB,AFR,HG02284,804,1
2296,1kg,PEL,AMR,HG02285,576,0
2297,1kg,PEL,AMR,HG02285,552,1
2298,1kg,PEL,AMR,HG02286,532,0
2299,1kg,PEL,AMR,HG02286,538,1
2300,1kg,PEL,AMR,HG02291,509,0
2301,1kg,PEL,AMR,HG02291,511,1
2302,1kg,PEL,AMR,HG02292,584,0
2303,1kg,PEL,AMR,HG02292,583,1
2304,1kg,PEL,AMR,HG02298,548,0
2305,1kg,PEL,AMR,HG02298,540,1
2306,1kg,PEL,AMR,HG02299,625,0
2307,1kg,PEL,AMR,HG02299,573,1
2308,1kg,PEL,AMR,HG02301,579,0
2309,1kg,PEL,AMR,HG02301,605,1
2310,1kg,PEL,AMR,HG02304,660,0
2311,1kg,PEL,AMR,HG02304,602,1
2312,1kg,ACB,AFR,HG02307,576,0
2313,1kg,ACB,AFR,HG02307,694,1
2314,1kg,ACB,AFR,HG02308,633,0
2315,1kg,ACB,AFR,HG02308,573,1
2316,1kg,ACB,AFR,HG02309,683,0
2317,1kg,ACB,AFR,HG02309,713,1
2318,1kg,PEL,AMR,HG02312,630,0
2319,1kg,PEL,AMR,HG02312,607,1
2320,1kg,ACB,AFR,HG02314,755,0
2321,1kg,ACB,AFR,HG02314,635,1
2322,1kg,ACB,AFR,HG02315,758,0
2323,1kg,ACB,AFR,HG02315,793,1
2324,1kg,ACB,AFR,HG02317,670,0
2325,1kg,ACB,AFR,HG02317,663,1
2326,1kg,ACB,AFR,HG02318,685,0
2327,1kg,ACB,AFR,HG02318,740,1
2328,1kg,ACB,AFR,HG02322,814,0
2329,1kg,ACB,AFR,HG02322,678,1
2330,1kg,ACB,AFR,HG02323,834,0
2331,1kg,ACB,AFR,HG02323,909,1
2332,1kg,ACB,AFR,HG02325,803,0
2333,1kg,ACB,AFR,HG02325,870,1
2334,1kg,ACB,AFR,HG02330,702,0
2335,1kg,ACB,AFR,HG02330,773,1
2336,1kg,ACB,AFR,HG02332,778,0
2337,1kg,ACB,AFR,HG02332,826,1
2338,1kg,ACB,AFR,HG02334,745,0
2339,1kg,ACB,AFR,HG02334,634,1
2340,1kg,ACB,AFR,HG02337,719,0
2341,1kg,ACB,AFR,HG02337,803,1
2342,1kg,ACB,AFR,HG02339,647,0
2343,1kg,ACB,AFR,HG02339,689,1
2344,1kg,ACB,AFR,HG02343,730,0
2345,1kg,ACB,AFR,HG02343,663,1
2346,1kg,PEL,AMR,HG02345,702,0
2347,1kg,PEL,AMR,HG02345,762,1
2348,1kg,PEL,AMR,HG02348,691,0
2349,1kg,PEL,AMR,HG02348,656,1
2350,1kg,CDX,EAS,HG02351,637,0
2351,1kg,CDX,EAS,HG02351,648,1
2352,1kg,CDX,EAS,HG02353,592,0
2353,1kg,CDX,EAS,HG02353,642,1
2354,1kg,CDX,EAS,HG02355,585,0
2355,1kg,CDX,EAS,HG02355,543,1
2356,1kg,CDX,EAS,HG02356,579,0
2357,1kg,CDX,EAS,HG02356,672,1
2358,1kg,CDX,EAS,HG02360,684,0
2359,1kg,CDX,EAS,HG02360,585,1
2360,1kg,CDX,EAS,HG02364,594,0
2361,1kg,CDX,EAS,HG02364,610,1
2362,1kg,CDX,EAS,HG02367,597,0
2363,1kg,CDX,EAS,HG02367,643,1
2364,1kg,CDX,EAS,HG02371,620,0
2365,1kg,CDX,EAS,HG02371,537,1
2366,1kg,CDX,EAS,HG02373,605,0
2367,1kg,CDX,EAS,HG02373,619,1
2368,1kg,CDX,EAS,HG02374,621,0
2369,1kg,CDX,EAS,HG02374,609,1
2370,1kg,CDX,EAS,HG02375,620,0
2371,1kg,CDX,EAS,HG02375,538,1
2372,1kg,CDX,EAS,HG02379,601,0
2373,1kg,CDX,EAS,HG02379,578,1
2374,1kg,CDX,EAS,HG02380,536,0
2375,1kg,CDX,EAS,HG02380,390,1
2376,1kg,CDX,EAS,HG02382,612,0
2377,1kg,CDX,EAS,HG02382,692,1
2378,1kg,CDX,EAS,HG02383,642,0
2379,1kg,CDX,EAS,HG02383,632,1
2380,1kg,CDX,EAS,HG02384,571,0
2381,1kg,CDX,EAS,HG02384,658,1
2382,1kg,CDX,EAS,HG02385,618,0
2383,1kg,CDX,EAS,HG02385,612,1
2384,1kg,CDX,EAS,HG02386,642,0
2385,1kg,CDX,EAS,HG02386,580,1
2386,1kg,CDX,EAS,HG02389,562,0
2387,1kg,CDX,EAS,HG02389,572,1
2388,1kg,CDX,EAS,HG02390,600,0
2389,1kg,CDX,EAS,HG02390,648,1
2390,1kg,CDX,EAS,HG02391,634,0
2391,1kg,CDX,EAS,HG02391,563,1
2392,1kg,CDX,EAS,HG02392,565,0
2393,1kg,CDX,EAS,HG02392,693,1
2394,1kg,CDX,EAS,HG02394,561,0
2395,1kg,CDX,EAS,HG02394,567,1
2396,1kg,CDX,EAS,HG02395,672,0
2397,1kg,CDX,EAS,HG02395,503,1
2398,1kg,CDX,EAS,HG02396,629,0
2399,1kg,CDX,EAS,HG02396,678,1
2400,1kg,CDX,EAS,HG02397,549,0
2401,1kg,CDX,EAS,HG02397,477,1
2402,1kg,CDX,EAS,HG02398,569,0
2403,1kg,CDX,EAS,HG02398,585,1
2404,1kg,CDX,EAS,HG02399,665,0
2405,1kg,CDX,EAS,HG02399,674,1
2406,1kg,CDX,EAS,HG02401,626,0
2407,1kg,CDX,EAS,HG02401,655,1
2408,1kg,CDX,EAS,HG02402,628,0
2409,1kg,CDX,EAS,HG02402,550,1
2410,1kg,CDX,EAS,HG02406,658,0
2411,1kg,CDX,EAS,HG02406,660,1
2412,1kg,CDX,EAS,HG02407,667,0
2413,1kg,CDX,EAS,HG02407,708,1
2414,1kg,CDX,EAS,HG02408,697,0
2415,1kg,CDX,EAS,HG02408,695,1
2416,1kg,CDX,EAS,HG02409,612,0
2417,1kg,CDX,EAS,HG02409,629,1
2418,1kg,CDX,EAS,HG02410,744,0
2419,1kg,CDX,EAS,HG02410,754,1
2420,1kg,ACB,AFR,HG02419,858,0
2421,1kg,ACB,AFR,HG02419,761,1
2422,1kg,ACB,AFR,HG02420,620,0
2423,1kg,ACB,AFR,HG02420,623,1
2424,1kg,PEL,AMR,HG02425,576,0
2425,1kg,PEL,AMR,HG02425,652,1
2426,1kg,ACB,AFR,HG02427,774,0
2427,1kg,ACB,AFR,HG02427,802,1
2428,1kg,ACB,AFR,HG02429,624,0
2429,1kg,ACB,AFR,HG02429,449,1
2430,1kg,ACB,AFR,HG02433,803,0
2431,1kg,ACB,AFR,HG02433,797,1
2432,1kg,ACB,AFR,HG02439,749,0
2433,1kg,ACB,AFR,HG02439,638,1
2434,1kg,ACB,AFR,HG02442,619,0
2435,1kg,ACB,AFR,HG02442,698,1
2436,1kg,ACB,AFR,HG02445,695,0
2437,1kg,ACB,AFR,HG02445,727,1
2438,1kg,ACB,AFR,HG02449,854,0
2439,1kg,ACB,AFR,HG02449,782,1
2440,1kg,ACB,AFR,HG02450,648,0
2441,1kg,ACB,AFR,HG02450,696,1
2442,1kg,ACB,AFR,HG02455,690,0
2443,1kg,ACB,AFR,HG02455,775,1
2444,1kg,GWD,AFR,HG02461,917,0
2445,1kg,GWD,AFR,HG02461,843,1
2446,1kg,GWD,AFR,HG02462,997,0
2447,1kg,GWD,AFR,HG02462,699,1
2448,1kg,GWD,AFR,HG02464,790,0
2449,1kg,GWD,AFR,HG02464,678,1
2450,1kg,GWD,AFR,HG02465,897,0
2451,1kg,GWD,AFR,HG02465,900,1
2452,1kg,ACB,AFR,HG02470,722,0
2453,1kg,ACB,AFR,HG02470,769,1
2454,1kg,ACB,AFR,HG02471,750,0
2455,1kg,ACB,AFR,HG02471,744,1
2456,1kg,ACB,AFR,HG02476,768,0
2457,1kg,ACB,AFR,HG02476,725,1
2458,1kg,ACB,AFR,HG02477,691,0
2459,1kg,ACB,AFR,HG02477,780,1
2460,1kg,ACB,AFR,HG02479,564,0
2461,1kg,ACB,AFR,HG02479,420,1
2462,1kg,ACB,AFR,HG02481,715,0
2463,1kg,ACB,AFR,HG02481,753,1
2464,1kg,ACB,AFR,HG02484,855,0
2465,1kg,ACB,AFR,HG02484,841,1
2466,1kg,ACB,AFR,HG02485,788,0
2467,1kg,ACB,AFR,HG02485,634,1
2468,1kg,ACB,AFR,HG02489,740,0
2469,1kg,ACB,AFR,HG02489,738,1
2470,1kg,PJL,SAS,HG02490,759,0
2471,1kg,PJL,SAS,HG02490,691,1
2472,1kg,PJL,SAS,HG02491,658,0
2473,1kg,PJL,SAS,HG02491,690,1
2474,1kg,PJL,SAS,HG02493,668,0
2475,1kg,PJL,SAS,HG02493,693,1
2476,1kg,PJL,SAS,HG02494,651,0
2477,1kg,PJL,SAS,HG02494,695,1
2478,1kg,ACB,AFR,HG02496,760,0
2479,1kg,ACB,AFR,HG02496,767,1
2480,1kg,ACB,AFR,HG02497,657,0
2481,1kg,ACB,AFR,HG02497,627,1
2482,1kg,ACB,AFR,HG02501,856,0
2483,1kg,ACB,AFR,HG02501,847,1
2484,1kg,ACB,AFR,HG02502,890,0
2485,1kg,ACB,AFR,HG02502,837,1
2486,1kg,ACB,AFR,HG02505,761,0
2487,1kg,ACB,AFR,HG02505,821,1
2488,1kg,ACB,AFR,HG02508,696,0
2489,1kg,ACB,AFR,HG02508,747,1
2490,1kg,ACB,AFR,HG02511,671,0
2491,1kg,ACB,AFR,HG02511,720,1
2492,1kg,KHV,EAS,HG02512,713,0
2493,1kg,KHV,EAS,HG02512,634,1
2494,1kg,KHV,EAS,HG02513,612,0
2495,1kg,KHV,EAS,HG02513,606,1
2496,1kg,KHV,EAS,HG02521,651,0
2497,1kg,KHV,EAS,HG02521,681,1
2498,1kg,KHV,EAS,HG02522,691,0
2499,1kg,KHV,EAS,HG02522,636,1
2500,1kg,ACB,AFR,HG02536,851,0
2501,1kg,ACB,AFR,HG02536,912,1
2502,1kg,ACB,AFR,HG02537,784,0
2503,1kg,ACB,AFR,HG02537,698,1
2504,1kg,ACB,AFR,HG02541,772,0
2505,1kg,ACB,AFR,HG02541,762,1
2506,1kg,ACB,AFR,HG02545,697,0
2507,1kg,ACB,AFR,HG02545,648,1
2508,1kg,ACB,AFR,HG02546,780,0
2509,1kg,ACB,AFR,HG02546,1025,1
2510,1kg,ACB,AFR,HG02549,594,0
2511,1kg,ACB,AFR,HG02549,728,1
2512,1kg,ACB,AFR,HG02554,718,0
2513,1kg,ACB,AFR,HG02554,808,1
2514,1kg,ACB,AFR,HG02555,765,0
2515,1kg,ACB,AFR,HG02555,846,1
2516,1kg,ACB,AFR,HG02557,834,0
2517,1kg,ACB,AFR,HG02557,736,1
2518,1kg,ACB,AFR,HG02558,724,0
2519,1kg,ACB,AFR,HG02558,700,1
2520,1kg,GWD,AFR,HG02561,850,0
2521,1kg,GWD,AFR,HG02561,873,1
2522,1kg,GWD,AFR,HG02562,820,0
2523,1kg,GWD,AFR,HG02562,823,1
2524,1kg,GWD,AFR,HG02568,824,0
2525,1kg,GWD,AFR,HG02568,792,1
2526,1kg,GWD,AFR,HG02570,852,0
2527,1kg,GWD,AFR,HG02570,903,1
2528,1kg,GWD,AFR,HG02571,885,0
2529,1kg,GWD,AFR,HG02571,803,1
2530,1kg,GWD,AFR,HG02573,827,0
2531,1kg,GWD,AFR,HG02573,944,1
2532,1kg,GWD,AFR,HG02574,908,0
2533,1kg,GWD,AFR,HG02574,914,1
2534,1kg,ACB,AFR,HG02577,588,0
2535,1kg,ACB,AFR,HG02577,683,1
2536,1kg,ACB,AFR,HG02580,821,0
2537,1kg,ACB,AFR,HG02580,783,1
2538,1kg,GWD,AFR,HG02582,774,0
2539,1kg,GWD,AFR,HG02582,855,1
2540,1kg,GWD,AFR,HG02583,810,0
2541,1kg,GWD,AFR,HG02583,717,1
2542,1kg,GWD,AFR,HG02585,789,0
2543,1kg,GWD,AFR,HG02585,793,1
2544,1kg,GWD,AFR,HG02586,964,0
2545,1kg,GWD,AFR,HG02586,876,1
2546,1kg,GWD,AFR,HG02588,713,0
2547,1kg,GWD,AFR,HG02588,885,1
2548,1kg,GWD,AFR,HG02589,890,0
2549,1kg,GWD,AFR,HG02589,960,1
2550,1kg,GWD,AFR,HG02594,888,0
2551,1kg,GWD,AFR,HG02594,1089,1
2552,1kg,GWD,AFR,HG02595,883,0
2553,1kg,GWD,AFR,HG02595,862,1
2554,1kg,PJL,SAS,HG02597,651,0
2555,1kg,PJL,SAS,HG02597,725,1
2556,1kg,PJL,SAS,HG02600,683,0
2557,1kg,PJL,SAS,HG02600,791,1
2558,1kg,PJL,SAS,HG02601,729,0
2559,1kg,PJL,SAS,HG02601,777,1
2560,1kg,PJL,SAS,HG02603,655,0
2561,1kg,PJL,SAS,HG02603,734,1
2562,1kg,PJL,SAS,HG02604,701,0
2563,1kg,PJL,SAS,HG02604,762,1
2564,1kg,GWD,AFR,HG02610,711,0
2565,1kg,GWD,AFR,HG02610,364,1
2566,1kg,GWD,AFR,HG02611,882,0
2567,1kg,GWD,AFR,HG02611,545,1
2568,1kg,GWD,AFR,HG02613,753,0
2569,1kg,GWD,AFR,HG02613,914,1
2570,1kg,GWD,AFR,HG02614,780,0
2571,1kg,GWD,AFR,HG02614,891,1
2572,1kg,GWD,AFR,HG02620,821,0
2573,1kg,GWD,AFR,HG02620,1054,1
2574,1kg,GWD,AFR,HG02621,885,0
2575,1kg,GWD,AFR,HG02621,939,1
2576,1kg,GWD,AFR,HG02623,735,0
2577,1kg,GWD,AFR,HG02623,831,1
2578,1kg,GWD,AFR,HG02624,643,0
2579,1kg,GWD,AFR,HG02624,608,1
2580,1kg,GWD,AFR,HG02628,911,0
2581,1kg,GWD,AFR,HG02628,818,1
2582,1kg,GWD,AFR,HG02629,744,0
2583,1kg,GWD,AFR,HG02629,837,1
2584,1kg,GWD,AFR,HG02634,822,0
2585,1kg,GWD,AFR,HG02634,857,1
2586,1kg,GWD,AFR,HG02635,919,0
2587,1kg,GWD,AFR,HG02635,916,1
2588,1kg,GWD,AFR,HG02642,733,0
2589,1kg,GWD,AFR,HG02642,734,1
2590,1kg,GWD,AFR,HG02643,815,0
2591,1kg,GWD,AFR,HG02643,777,1
2592,1kg,GWD,AFR,HG02645,792,0
2593,1kg,GWD,AFR,HG02645,863,1
2594,1kg,GWD,AFR,HG02646,779,0
2595,1kg,GWD,AFR,HG02646,748,1
2596,1kg,PJL,SAS,HG02648,656,0
2597,1kg,PJL,SAS,HG02648,730,1
2598,1kg,PJL,SAS,HG02649,692,0
2599,1kg,PJL,SAS,HG02649,618,1
2600,1kg,PJL,SAS,HG02651,618,0
2601,1kg,PJL,SAS,HG02651,616,1
2602,1kg,PJL,SAS,HG02652,615,0
2603,1kg,PJL,SAS,HG02652,636,1
2604,1kg,PJL,SAS,HG02654,684,0
2605,1kg,PJL,SAS,HG02654,740,1
2606,1kg,PJL,SAS,HG02655,679,0
2607,1kg,PJL,SAS,HG02655,721,1
2608,1kg,PJL,SAS,HG02657,660,0
2609,1kg,PJL,SAS,HG02657,441,1
2610,1kg,PJL,SAS,HG02658,539,0
2611,1kg,PJL,SAS,HG02658,563,1
2612,1kg,PJL,SAS,HG02660,665,0
2613,1kg,PJL,SAS,HG02660,648,1
2614,1kg,PJL,SAS,HG02661,658,0
2615,1kg,PJL,SAS,HG02661,626,1
2616,1kg,GWD,AFR,HG02666,716,0
2617,1kg,GWD,AFR,HG02666,651,1
2618,1kg,GWD,AFR,HG02667,753,0
2619,1kg,GWD,AFR,HG02667,907,1
2620,1kg,GWD,AFR,HG02675,901,0
2621,1kg,GWD,AFR,HG02675,916,1
2622,1kg,GWD,AFR,HG02676,901,0
2623,1kg,GWD,AFR,HG02676,976,1
2624,1kg,GWD,AFR,HG02678,771,0
2625,1kg,GWD,AFR,HG02678,826,1
2626,1kg,GWD,AFR,HG02679,928,0
2627,1kg,GWD,AFR,HG02679,923,1
2628,1kg,PJL,SAS,HG02681,666,0
2629,1kg,PJL,SAS,HG02681,586,1
2630,1kg,PJL,SAS,HG02682,613,0
2631,1kg,PJL,SAS,HG02682,658,1
2632,1kg,PJL,SAS,HG02684,658,0
2633,1kg,PJL,SAS,HG02684,543,1
2634,1kg,PJL,SAS,HG02685,562,0
2635,1kg,PJL,SAS,HG02685,586,1
2636,1kg,PJL,SAS,HG02687,469,0
2637,1kg,PJL,SAS,HG02687,572,1
2638,1kg,PJL,SAS,HG02688,552,0
2639,1kg,PJL,SAS,HG02688,468,1
2640,1kg,PJL,SAS,HG02690,643,0
2641,1kg,PJL,SAS,HG02690,514,1
2642,1kg,PJL,SAS,HG02691,506,0
2643,1kg,PJL,SAS,HG02691,544,1
2644,1kg,PJL,SAS,HG02694,649,0
2645,1kg,PJL,SAS,HG02694,670,1
2646,1kg,PJL,SAS,HG02696,723,0
2647,1kg,PJL,SAS,HG02696,695,1
2648,1kg,PJL,SAS,HG02697,745,0
2649,1kg,PJL,SAS,HG02697,724,1
2650,1kg,PJL,SAS,HG02699,644,0
2651,1kg,PJL,SAS,HG02699,695,1
2652,1kg,PJL,SAS,HG02700,667,0
2653,1kg,PJL,SAS,HG02700,574,1
2654,1kg,GWD,AFR,HG02702,809,0
2655,1kg,GWD,AFR,HG02702,750,1
2656,1kg,GWD,AFR,HG02703,785,0
2657,1kg,GWD,AFR,HG02703,828,1
2658,1kg,GWD,AFR,HG02715,893,0
2659,1kg,GWD,AFR,HG02715,826,1
2660,1kg,GWD,AFR,HG02716,769,0
2661,1kg,GWD,AFR,HG02716,863,1
2662,1kg,GWD,AFR,HG02721,742,0
2663,1kg,GWD,AFR,HG02721,891,1
2664,1kg,GWD,AFR,HG02722,812,0
2665,1kg,GWD,AFR,HG02722,863,1
2666,1kg,PJL,SAS,HG02724,496,0
2667,1kg,PJL,SAS,HG02724,490,1
2668,1kg,PJL,SAS,HG02725,507,0
2669,1kg,PJL,SAS,HG02725,522,1
2670,1kg,PJL,SAS,HG02727,528,0
2671,1kg,PJL,SAS,HG02727,562,1
2672,1kg,PJL,SAS,HG02728,555,0
2673,1kg,PJL,SAS,HG02728,540,1
2674,1kg,PJL,SAS,HG02731,728,0
2675,1kg,PJL,SAS,HG02731,793,1
2676,1kg,PJL,SAS,HG02733,739,0
2677,1kg,PJL,SAS,HG02733,678,1
2678,1kg,PJL,SAS,HG02734,519,0
2679,1kg,PJL,SAS,HG02734,447,1
2680,1kg,PJL,SAS,HG02736,634,0
2681,1kg,PJL,SAS,HG02736,667,1
2682,1kg,PJL,SAS,HG02737,685,0
2683,1kg,PJL,SAS,HG02737,704,1
2684,1kg,GWD,AFR,HG02756,754,0
2685,1kg,GWD,AFR,HG02756,830,1
2686,1kg,GWD,AFR,HG02757,939,0
2687,1kg,GWD,AFR,HG02757,796,1
2688,1kg,GWD,AFR,HG02759,709,0
2689,1kg,GWD,AFR,HG02759,815,1
2690,1kg,GWD,AFR,HG02760,841,0
2691,1kg,GWD,AFR,HG02760,884,1
2692,1kg,GWD,AFR,HG02763,902,0
2693,1kg,GWD,AFR,HG02763,979,1
2694,1kg,GWD,AFR,HG02768,791,0
2695,1kg,GWD,AFR,HG02768,756,1
2696,1kg,GWD,AFR,HG02769,922,0
2697,1kg,GWD,AFR,HG02769,813,1
2698,1kg,GWD,AFR,HG02771,908,0
2699,1kg,GWD,AFR,HG02771,755,1
2700,1kg,GWD,AFR,HG02772,720,0
2701,1kg,GWD,AFR,HG02772,875,1
2702,1kg,PJL,SAS,HG02774,637,0
2703,1kg,PJL,SAS,HG02774,687,1
2704,1kg,PJL,SAS,HG02775,388,0
2705,1kg,PJL,SAS,HG02775,553,1
2706,1kg,PJL,SAS,HG02778,650,0
2707,1kg,PJL,SAS,HG02778,662,1
2708,1kg,PJL,SAS,HG02780,602,0
2709,1kg,PJL,SAS,HG02780,550,1
2710,1kg,PJL,SAS,HG02783,573,0
2711,1kg,PJL,SAS,HG02783,598,1
2712,1kg,PJL,SAS,HG02784,562,0
2713,1kg,PJL,SAS,HG02784,524,1
2714,1kg,PJL,SAS,HG02786,545,0
2715,1kg,PJL,SAS,HG02786,433,1
2716,1kg,PJL,SAS,HG02787,553,0
2717,1kg,PJL,SAS,HG02787,598,1
2718,1kg,PJL,SAS,HG02789,646,0
2719,1kg,PJL,SAS,HG02789,2173,1
2720,1kg,PJL,SAS,HG02790,551,0
2721,1kg,PJL,SAS,HG02790,452,1
2722,1kg,PJL,SAS,HG02792,443,0
2723,1kg,PJL,SAS,HG02792,561,1
2724,1kg,PJL,SAS,HG02793,552,0
2725,1kg,PJL,SAS,HG02793,502,1
2726,1kg,GWD,AFR,HG02798,773,0
2727,1kg,GWD,AFR,HG02798,840,1
2728,1kg,GWD,AFR,HG02799,887,0
2729,1kg,GWD,AFR,HG02799,852,1
2730,1kg,GWD,AFR,HG02804,851,0
2731,1kg,GWD,AFR,HG02804,889,1
2732,1kg,GWD,AFR,HG02805,837,0
