Unnamed: 0,replicate,sample_size,Ne,length,recombination_rate,mutation_rate,error_rate,edges,n_trees,n_sites,seed,fastARG_completed,ARGweaver_completed,tsinfer_completed,RentPlus_completed,fastARG_edges,fastARG_0_SPRunrooted,fastARG_0_pathunrooted,fastARG_0_RFunrooted,fastARG_cputime,fastARG_0_wRFrooted,fastARG_ts_filesize,fastARG_0_RFrooted,fastARG_0_KCrooted,fastARG_memory,fastARG_0_wRFunrooted,RentPlus_0_wRFrooted,RentPlus_0_KCrooted,RentPlus_0_SPRunrooted,RentPlus_cputime,RentPlus_0_wRFunrooted,RentPlus_memory,RentPlus_0_pathunrooted,RentPlus_0_RFrooted,RentPlus_0_RFunrooted,tsinfer_0_SPRunrooted,tsinfer_0_wRFrooted,tsinfer_2_RFunrooted,tsinfer_var_polytomy,tsinfer_cputime,tsinfer_2_wRFrooted,tsinfer_edges,tsinfer_0_pathunrooted,tsinfer_2_pathunrooted,tsinfer_2_wRFunrooted,tsinfer_0_RFunrooted,tsinfer_0_wRFunrooted,tsinfer_max_polytomy,tsinfer_ts_filesize,tsinfer_mean_polytomy,tsinfer_2_SPRunrooted,tsinfer_2_KCrooted,tsinfer_2_RFrooted,tsinfer_memory,tsinfer_0_RFrooted,tsinfer_0_KCrooted,ARGweaver_0_pathunrooted,ARGweaver_memory,ARGweaver_0_SPRunrooted,ARGweaver_0_wRFunrooted,ARGweaver_0_KCrooted,ARGweaver_cputime,ARGweaver_0_RFrooted,ARGweaver_ts_filesize,ARGweaver_edges,ARGweaver_0_wRFrooted,ARGweaver_0_RFunrooted,ARGweaver_iterations
10,0,15,5000,1000000,1e-08,1.3572088082974523e-07,0.0,1878,569,9191,1927017078,False,False,False,True,,,,,,,,,,,,,7.952607957069888,1.2368615,38.84,,1586479104.0,7.511666736475284,4.8726910000000005,3.5697389999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0,15,5000,1000000,1e-08,1.3572088082974523e-07,0.001,1878,569,9191,1927017078,False,False,True,True,,,,,,,,,,,,,8.432067267836517,1.5736780000000001,35.59,,1508323328.0,9.131269641192736,5.903067,4.654778,1.2742295045129324,16762.004064510067,4.873026658181981,493.6937869550002,2.72,16762.004064510074,2823.0,10.15828623866963,9.485888634954938,16761.761141932988,4.5124327567552385,16761.76114193299,588.0,302611.0,4.03862660944206,1.65470970918882,6.231932487812911,5.323714074051899,66973696.0,4.888100333056932,6.006776961858827,,,,,,,,,,,,
12,0,15,5000,1000000,1e-08,5e-07,0.0,1847,548,33546,1088278859,False,False,True,True,,,,,,,,,,,,,6.9721132163144,0.5460155,229.63,,5437964288.0,3.744973902919518,2.90025,1.542813,0.6946340006766696,16906.137361236866,2.007681456417779,307.8391599707816,5.46,16906.137361236866,2734.0,4.870750250384409,4.683995455069468,16905.937807924875,1.926533166645492,16905.937807924878,478.0,756297.0,3.6945945945945935,0.7830049498216509,3.3084356788812834,2.2602938806819592,98045952.0,2.15490711899328,3.341870828098342,,,,,,,,,,,,
13,0,15,5000,1000000,1e-08,5e-07,0.001,1847,548,33546,1088278859,False,False,True,True,,,,,,,,,,,,,7.4104503670364466,0.9952290000000001,292.6500000000001,,5304385536.0,6.024567847810483,3.989325,2.746426,0.7498683381618686,16905.958281056603,2.7169741385826383,1142.8116046202006,6.5600000000000005,16905.958281056603,6071.0,6.386967099868804,5.9638645696928165,16905.763257183535,2.5064235438421165,16905.76325718353,1214.0,839678.0,4.702556158017041,1.025685669439414,4.164379949048529,3.0416940540157813,100679680.0,2.7772981510088655,4.132795352481802,,,,,,,,,,,,
14,1,15,5000,1000000,1e-08,2.0000000000000003e-10,0.0,1624,499,11,567844019,True,False,True,True,59.0,5.191047218403579,25.316241405225064,21.14614590924276,0.0,15947.496386038789,69736.0,23.23325790924276,19.03660931966038,2048000.0,15947.17479003498,,20.86797423661361,5.2795415,0.52,,48103424.0,27.711853273543035,23.914002,21.925898,,16003.886628397831,21.47769207552266,12.5,0.73,16003.886628397831,36.0,35.66909978954337,27.321868357642625,16003.886628397831,14.240431125878944,16003.886628397831,13.0,74685.0,4.5,5.1717278363520665,20.830682528635684,23.512674574159398,55689216.0,15.240431125878944,18.998918813624385,,,,,,,,,,,,
15,1,15,5000,1000000,1e-08,2.0000000000000003e-10,0.001,1624,499,11,567844019,False,False,True,True,,,,,,,,,,,,,20.86797423661361,5.2795415,0.76,,53837824.0,27.711853273543035,23.914002,21.925898,,16003.886628397831,21.47769207552266,12.5,0.74,16003.886628397831,36.0,35.66909978954337,27.321868357642625,16003.886628397831,14.240431125878944,16003.886628397831,13.0,74685.0,4.5,5.1717278363520665,20.830682528635684,23.512674574159398,56090624.0,15.240431125878944,18.998918813624385,,,,,,,,,,,,
16,1,15,5000,1000000,1e-08,7.368062997280773e-10,0.0,1695,523,52,872000538,False,False,True,True,,,,,,,,,,,,,19.350809173740142,4.1544555,1.63,,77991936.0,23.158703042623113,18.834516,16.73777,,16998.07728715955,17.282821825516553,24.44953173777316,0.73,16998.077287159547,147.0,29.58381227050478,23.545229923383783,16997.854492811788,12.134184774792464,16997.854492811788,30.0,78781.0,4.741935483870968,4.376558925021826,17.941912251399287,19.28115863849046,56455168.0,13.530653232650266,15.192710560102427,,,,,,,,,,,,
17,1,15,5000,1000000,1e-08,7.368062997280773e-10,0.001,1695,523,52,872000538,True,False,True,True,173.0,4.236746875707934,23.316707349797888,17.338067410189,0.0,16860.936592755155,71784.0,19.612206283994066,18.12139918422589,2080768.0,16859.94409332879,,19.350809173740142,4.1544555,1.4,,80932864.0,23.158703042623113,18.834516,16.73777,,16998.07728715955,17.282821825516553,24.44953173777316,0.76,16998.077287159547,147.0,29.58381227050478,23.545229923383783,16997.854492811788,12.134184774792464,16997.854492811788,30.0,78781.0,4.741935483870968,4.376558925021826,17.941912251399287,19.28115863849046,56020992.0,13.530653232650266,15.192710560102427,,,,,,,,,,,,
18,1,15,5000,1000000,1e-08,2.714417616594907e-09,0.0,1531,471,180,1492239008,False,False,True,True,,,,,,,,,,,,,13.974141031645095,3.3980089999999996,3.12,,149217280.0,17.263771674366225,14.071859,12.338175999999999,3.107966587783026,16089.502592277702,13.896900714880193,79.63275116167281,0.85,16089.502592277702,315.0,22.511642013434567,19.38424177081495,16089.095554876982,11.06874624486808,16089.095554876982,82.0,83829.0,3.987341772151898,3.658116845362135,15.359006485442151,15.60555013684316,56684544.0,12.2861122324992,13.572497010452333,,,,,,,,,,,,
19,1,15,5000,1000000,1e-08,2.714417616594907e-09,0.001,1531,471,180,1492239008,False,False,True,True,,,,,,,,,,,,,14.000169313511034,3.376443,3.17,,151744512.0,17.227215900705247,14.023902,12.301326,3.107966587783026,16089.757612059868,14.005868315463207,79.58083640442239,0.77,16089.757612059873,313.0,22.53711436117219,19.550947064383497,16089.35057465915,11.15110423394622,16089.350574659147,82.0,83797.0,3.962025316455696,3.639788991363255,15.466395600258508,15.715289464105199,56414208.0,12.368470221577336,13.56861366071474,,,,,,,,,,,,
20,1,15,5000,1000000,1e-08,1e-08,0.0,1543,461,575,499387851,False,True,True,True,,,,,,,,,,,,,13.156162401795642,3.134791,7.92,,288460800.0,17.54968065485846,13.025277,11.624054,2.0189320313765915,14140.286117249561,12.55226103648099,139.5684553136851,1.02,14140.286117249561,713.0,20.602665754387807,18.355270846265825,14139.895207722571,10.353320645105867,14139.895207722571,162.0,100945.0,3.8961748633879782,3.331076612878147,13.298464944651466,13.886561380710342,57061376.0,11.381362603483494,12.215499170129226,17.603040424934104,1258098688.0,3.2423166,52590.339045895045,12.907996533267411,53194.18,13.3072924,87670.75,1457.0,53272.37150206607,12.0140006,"0,20,40,60,80,100,120,140,160,180"
21,1,15,5000,1000000,1e-08,1e-08,0.001,1543,461,575,499387851,False,False,True,True,,,,,,,,,,,,,13.169959221211233,3.1543224999999997,7.77,,280530944.0,17.733023368539,13.163155,11.767133,1.9567236961135617,14140.412218693838,12.639375111363115,137.78918450834604,1.0,14140.412218693835,715.0,20.42000842520487,18.447781399769408,14140.013623139948,10.477363189744596,14140.013623139948,161.0,100977.0,3.907103825136612,3.3383708627352435,13.356781885518787,13.994527521101285,57294848.0,11.509720205489385,12.209691402215569,,,,,,,,,,,,
22,1,15,5000,1000000,1e-08,3.6840314986403866e-08,0.0,1680,515,2305,1389054605,False,True,True,True,,,,,,,,,,,,,9.881783185345483,1.8985095,17.990000000000006,,706908160.0,11.20103876411844,7.732367,6.347122,1.7895226882153994,16078.77262461846,6.7897930049754605,197.4968902109248,1.4300000000000002,16078.77262461846,1276.0,12.018145124849609,11.539190395123534,16078.496006081785,6.172172410529394,16078.496006081776,262.0,143514.0,3.7093023255813953,2.0980712125471124,8.197467417090287,7.515490266710692,59412480.0,6.758687933622367,7.695101803369488,10.833289971391466,1195659264.0,1.9067538,49118.47684622022,8.16317756623644,45503.15,6.974030600000001,89588.5,1513.75,49831.79308162573,6.152223,"0,20,40,60,80,100,120,140,160,180"
23,1,15,5000,1000000,1e-08,3.6840314986403866e-08,0.001,1680,515,2305,1389054605,False,False,True,True,,,,,,,,,,,,,9.691474197096387,2.0455475,12.12,,701255680.0,11.605391177174685,8.103771,6.761586,1.7853511376197515,16078.691203666593,7.1871810653019335,218.20338767953646,1.47,16078.691203666593,1391.0,12.420842264219955,11.916081103175607,16078.421810746348,6.437254430687572,16078.421810746348,284.0,145530.0,3.800546448087432,2.2027693986857058,8.396033722763526,7.954503072887567,59469824.0,7.033578640172049,7.8029148032606575,,,,,,,,,,,,
24,1,15,5000,1000000,1e-08,1.3572088082974523e-07,0.0,1957,591,9212,1972686173,False,False,True,True,,,,,,,,,,,,,8.382867912018328,1.420389,40.48,,1592307712.0,7.908661960562648,5.565994,4.1845419999999995,1.7392624121419036,17293.482207877158,4.979022482243803,398.1324633318072,1.53,17293.482207877158,2082.0,8.996060329895974,8.830094111207071,17293.240916024926,4.848921086007568,17293.24091602493,470.0,285851.0,3.778584392014519,1.8143538841274751,5.718474006704413,5.452936056218476,65966080.0,5.256353422201206,5.667976378621535,,,,,,,,,,,,
25,1,15,5000,1000000,1e-08,1.3572088082974523e-07,0.001,1957,591,9212,1972686173,True,False,True,True,3163.0,2.537966458765539,12.640077691807623,7.845180056929364,0.55,16231.854061845333,310754.0,10.278148506972279,12.690215083201004,3039232.0,16221.947525705003,,8.573860597765718,1.7786585,38.26000000000001,,1611579392.0,9.035978877616278,6.457024,5.104247,1.6745629603849723,17293.08285625932,5.39875185809758,575.0587244012187,1.7000000000000002,17293.082856259316,2749.0,9.863259572657954,9.25761688843536,17292.838014567973,4.8940643629631,17292.838014567977,623.0,301159.0,4.090773809523808,1.8565417323779667,6.121499673445486,5.8899662770772565,67018752.0,5.3016417887309,5.901686428728709,,,,,,,,,,,,
26,1,15,5000,1000000,1e-08,5e-07,0.0,1407,423,26617,1953129429,False,False,False,True,,,,,,,,,,,,,6.611852386733289,0.584146,221.31,,5147156480.0,4.010017557125266,2.852631,1.646369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1,15,5000,1000000,1e-08,5e-07,0.001,1407,423,26617,1953129429,False,False,True,True,,,,,,,,,,,,,6.833493106823548,1.023967,153.17,,3929513984.0,6.4876535635957895,3.9760459999999997,2.974684,0.8151563074396322,13184.04686678446,2.8127815706352224,982.5623344713928,5.1800000000000015,13184.046866784458,4720.0,6.28689653458683,6.07642773747088,13183.931626891863,2.615566118188251,13183.931626891868,986.0,661554.0,4.762865792129163,1.0287900809201669,3.8216074266719895,3.0310547949325115,92024832.0,2.7970971906107684,3.669279404926319,,,,,,,,,,,,
28,2,15,5000,1000000,1e-08,2.0000000000000003e-10,0.0,1883,579,16,287794401,False,False,True,True,,,,,,,,,,,,,22.63590875395719,4.3217265,0.69,,58163200.0,28.323844510587417,20.696044,18.555907,,17952.877838901397,20.30077271754313,9.3125,0.7300000000000001,17952.877838901393,68.0,32.34094496920989,27.586717837729424,17952.837063948795,15.217894691774376,17952.83706394879,12.0,76733.0,4.25,4.86876004015558,20.750888651356927,22.336048640120296,56229888.0,16.487372099300188,16.138175168028216,,,,,,,,,,,,
29,2,15,5000,1000000,1e-08,2.0000000000000003e-10,0.001,1883,579,16,287794401,False,False,True,True,,,,,,,,,,,,,22.63590875395719,4.3217265,0.94,,63717376.0,28.323844510587417,20.696044,18.555907,,17952.877838901397,20.30077271754313,9.3125,0.7100000000000001,17952.877838901393,68.0,32.34094496920989,27.586717837729424,17952.837063948795,15.217894691774376,17952.83706394879,12.0,76733.0,4.25,4.86876004015558,20.750888651356927,22.336048640120296,55812096.0,16.487372099300188,16.138175168028216,,,,,,,,,,,,
30,2,15,5000,1000000,1e-08,7.368062997280773e-10,0.0,1609,490,59,1662864346,False,False,True,True,,,,,,,,,,,,,17.732092919192148,3.9227415,1.38,,67923968.0,20.809484316333894,17.172864999999998,15.412612,,15087.740783510713,15.143092374349846,37.91452991452991,0.6000000000000001,15087.740783510713,169.0,24.736181860129122,20.52848456520874,15087.42310800962,11.64721277712699,15087.423108009616,41.0,78781.0,4.333333333333333,3.8074170291845824,16.737691658019806,16.980317056609824,56098816.0,12.821550267149046,14.06120445449618,,,,,,,,,,,,
31,2,15,5000,1000000,1e-08,7.368062997280773e-10,0.001,1609,490,59,1662864346,False,False,True,True,,,,,,,,,,,,,17.732092919192148,3.9227415,2.58,,113741824.0,20.809484316333894,17.172864999999998,15.412612,,15087.740783510713,15.143092374349846,37.91452991452991,0.76,15087.740783510713,169.0,24.736181860129122,20.52848456520874,15087.42310800962,11.64721277712699,15087.423108009616,41.0,78781.0,4.333333333333333,3.8074170291845824,16.737691658019806,16.980317056609824,56545280.0,12.821550267149046,14.06120445449618,,,,,,,,,,,,
