Unnamed: 0,replicate,sample_size,Ne,length,recombination_rate,mutation_rate,error_rate,edges,n_trees,n_sites,seed,sites,ts_filesize,vcf_filesize,vcfgz_filesize,tsinfer_completed,tsinfer_memory,tsinfer_mean_polytomy,tsinfer_edges,tsinfer_cputime,tsinfer_ts_filesize,tsinfer_var_polytomy,tsinfer_max_polytomy
575,4,55000,5000,50000000,2e-08,1e-08,0,935262,216693,115291,1470574106,115291,28036593,12685591773,350023288,False,,,,,,,
576,4,60000,5000,50000000,2e-08,1e-08,0,952709,218275,116863,247511076,116863,28741397,14027212216,380902984,True,7161073664.0,8.125410418711708,720147.0,30809.36,22241332.0,25432.532501361813,47407.0
577,4,65000,5000,50000000,2e-08,1e-08,0,966832,219487,116755,173566014,116755,29195610,15181824029,406487174,False,,,,,,,
578,4,70000,5000,50000000,2e-08,1e-08,0,983248,220956,117748,1540870293,117748,29725655,16488447604,440835037,True,8416677888.0,8.236589385781782,749612.0,27908.120000000003,23160178.0,24982.889943493523,47607.0
579,4,75000,5000,50000000,2e-08,1e-08,0,1002710,223356,118423,1792792503,118423,30338701,17767221854,470078238,False,,,,,,,
580,4,80000,5000,50000000,2e-08,1e-08,0,1014592,223828,119646,4303043,119646,30753626,19147191959,500579552,False,,,,,,,
581,4,85000,5000,50000000,2e-08,1e-08,0,1021171,223065,118780,1789529206,118780,30988328,20196432475,523504669,True,10052091904.0,8.417533874187656,792696.0,50965.310000000005,24472147.0,24845.51342828088,48287.0
582,4,90000,5000,50000000,2e-08,1e-08,0,1039672,225002,119322,2074576326,119322,31569624,21481832587,555335316,False,,,,,,,
583,4,95000,5000,50000000,2e-08,1e-08,0,1060667,227942,120247,1140411656,120247,32489774,22850854532,595310538,False,,,,,,,
584,4,100000,5000,50000000,2e-08,1e-08,0,1068328,227260,120772,328377341,120772,32782166,24158364502,621924816,False,,,,,,,
